Init 96 11
AddPlayer 791235951 42 7
AddPlayer 365630572 41 3
AddPlayer 138405066 89 3
AddPlayer 1917465159 51 -9
AddPlayer 698748543 65 1
AddPlayer 843055370 54 4
AddPlayer 272727597 45 7
AddPlayer 1895922565 37 9
AddPlayer 657854749 46 1
AddPlayer 1701742449 31 9
AddPlayer 1222727119 42 3
AddPlayer 1689179539 71 4
AddPlayer 1740492912 74 6
AddPlayer 117449722 65 4
AddPlayer 1087978994 17 2
AddPlayer 1024224846 65 3
AddPlayer 474738408 83 1
AddPlayer 1842115655 11 7
AddPlayer 365630572 46 9
AddPlayer 437985204 84 4
AddPlayer 117449722 67 9
AddPlayer 333689159 94 9
AddPlayer 670556298 89 5
AddPlayer 744196254 32 4
AddPlayer 1629832351 48 11
AddPlayer 429192851 16 11
AddPlayer 640059545 31 1
AddPlayer 1780451339 54 11
AddPlayer 1966255563 14 10
AddPlayer 712510583 55 10
AddPlayer 30616074 8 9
AddPlayer 889055744 94 3
AddPlayer 979661715 92 2
AddPlayer 1635601454 30 6
AddPlayer 763849337 29 5
AddPlayer 1790241674 11 5
AddPlayer 1895922565 24 11
AddPlayer 542245490 50 5
AddPlayer 1796904957 1325366574 2
AddPlayer 1440996926 10 7
AddPlayer 1462112202 51 9
AddPlayer 1712400124 15 10
AddPlayer 1012032594 21 7
AddPlayer 1294920085 68 5
AddPlayer 777628058 76 2
AddPlayer 1583199855 37 5
AddPlayer 2080995742 68 6
AddPlayer 1701742449 51 8
AddPlayer 1049857380 63 5
AddPlayer 129265937 5 2
AddPlayer 672356679 69 3
AddPlayer 1610675958 96 7
AddPlayer 1131603849 69 9
AddPlayer 1396602444 36 8
AddPlayer 1926477435 88 3
AddPlayer 1796915844 48 10
MergeGroups 60 4
AddPlayer 744196254 64 5
AddPlayer 799748313 884954942 4
AddPlayer 1798225350 22 5
AddPlayer 1872476191 55 8
AddPlayer 961417181 64 9
AddPlayer 1361868337 55 3
AddPlayer 942324836 22 7
AddPlayer 690972126 11 11
AddPlayer 715398047 92 6
AddPlayer 2085981759 26 9
AddPlayer 875567410 5 1
AddPlayer 1968614787 1 1
AddPlayer 2085981759 25 1
GetPercentOfPlayersWithScoreInBounds 63 8 0 0
AddPlayer 1547906306 53 10
AddPlayer 1221060226 78 7
AddPlayer 1554593663 93 1
AddPlayer -10 22 11
AddPlayer 875567410 82 7
AddPlayer 1915395266 86 8
AddPlayer 1917365906 25 10
AddPlayer 1830105101 76 2
AddPlayer 1031888546 52 9
AddPlayer 363556381 82 11
AddPlayer 369475286 45 8
AddPlayer 2008970104 4 3
AddPlayer 1119792846 25 10
AddPlayer 1662268358 17 9
AddPlayer 399489165 34 7
AddPlayer 545697237 78 8
AddPlayer 2139205811 75 9
AddPlayer 1743089497 11 11
AddPlayer 1164951647 82 11
AddPlayer 486303465 29 9
AddPlayer 0 38 8
AddPlayer 1855418116 87 8
AddPlayer 1174154678 -7 6
AddPlayer 720558405 52 5
AddPlayer 369475286 85 1
AddPlayer 1591249380 1 6
AddPlayer 849810498 -1 6
AddPlayer 1510894511 88 5
AddPlayer 453917205 75 8
AddPlayer 885102955 68 7
AddPlayer 1418037770 50 2
AddPlayer 2028404973 21 3
AddPlayer 704821312 1 1
AddPlayer 1225935705 90 3
MergeGroups 70 19
AddPlayer 1008791169 54 8
AddPlayer 1731062043 58 7
AddPlayer 1221021230 20 7
AddPlayer 878283276 6 5
AddPlayer 993661853 24 3
AddPlayer 826628875 88 11
AddPlayer 1043807058 80 8
AddPlayer 1436632199 59 3
AddPlayer 429192851 69 9
AddPlayer 1436632199 5 4
AddPlayer 1189057557 89 4
AddPlayer 1534724257 94 8
AddPlayer 611422797 58 6
AddPlayer 1955941591 85 1
AddPlayer 1296921320 53 2
AddPlayer 1094615995 73 3
AddPlayer 138405066 61 10
AddPlayer 1050469316 91 5
AddPlayer 1872476191 28 5
AddPlayer 1567558139 89 1805557271
AddPlayer 1748465443 37 7
AddPlayer 1807721619 48 8
AddPlayer 2135031404 89 1
AddPlayer 117449722 19 2
IncreasePlayerIDLevel 1418037770 2
MergeGroups 12 36
IncreasePlayerIDLevel 117449722 -6
AddPlayer 790761134 61 1
AddPlayer 337816574 61 4
AddPlayer 1972166377 7 2
AddPlayer 640059545 82 8
AddPlayer 1617710486 21 11
AddPlayer 996407100 85 10
AddPlayer 1277274005 74 8
AddPlayer 1074323818 38 4
AddPlayer 314477982 65 -1
RemovePlayer 1221021230
AddPlayer 117449722 42 10
AddPlayer 545697237 40 4
GetPercentOfPlayersWithScoreInBounds 0 9 0 0
AddPlayer 210900806 29 2
MergeGroups 16 66
AddPlayer -6 12 2
AddPlayer 542245490 13 5
AddPlayer 703872776 90 1
AddPlayer 551456767 36 5
AddPlayer 1885839645 71 8
AddPlayer 914412799 95 -2
AddPlayer -4 31 8
AddPlayer 383535688 47 10
MergeGroups 6 70
AddPlayer 618777341 70 2
IncreasePlayerIDLevel 878283276 4
AddPlayer 824294156 57 10
AddPlayer 2128551723 83 8
AddPlayer 999640592 89 3
AddPlayer 1323015230 39 8
AddPlayer 922328404 29 9
AddPlayer 824270149 49 2
AddPlayer 2085981759 47 11
AddPlayer 502735294 71 8
AddPlayer 1155385338 24 6
AddPlayer 526964635 43 6
AddPlayer 1895922565 28 3
AddPlayer 63546829 45 7
MergeGroups 20 49
AddPlayer 2109444265 62 4
AddPlayer 729751744 37 3
AddPlayer 909664684 41 4
AddPlayer 1471848366 80 9
AddPlayer 2005889636 80 1
RemovePlayer 1629832351
AddPlayer 1158260488 91 8
AddPlayer 763849337 16 10
AverageHighestPlayerLevelByGroup 60 1
AddPlayer 577263177 90 4
AddPlayer 1012032594 20 10
AddPlayer 1097193887 6 11
ChangePlayerIDScore 878283276 7
AddPlayer 1875283724 52 2
AddPlayer 1314652964 87 7
AddPlayer 1606651144 69 1
IncreasePlayerIDLevel -10 3
