Init 49 111
AddPlayer 2006337882 45 -1
AddPlayer -4 48 22
AddPlayer 794134953 34 56
AddPlayer 1726056218 43 111
AddPlayer 674659701 21 106
AddPlayer 274846320 26 63
AddPlayer -1 49 110
AddPlayer 274846320 28 4
AddPlayer 126879750 39 92
AddPlayer 1729410359 10 37
AddPlayer 1301359572 432071341 42
AddPlayer 1158779085 1 97
AddPlayer 274846320 16 85
AddPlayer 126879750 34 51
AddPlayer 593452771 37 1
AddPlayer 475454239 11 108
AddPlayer 1801762169 29 5
AddPlayer 152252421 21 111
AddPlayer 126879750 29 79
AddPlayer -8 16 5
AddPlayer 2001673632 6 48
AddPlayer 1581154868 36 12
AddPlayer 794134953 5 74
AddPlayer 496903825 24 101
AddPlayer 1474748871 5 72
AddPlayer 1693425057 42 15
AddPlayer 975152582 20 84
AddPlayer 150008865 4 59
AddPlayer 999515122 47 99
AddPlayer 1665558825 24 79
AddPlayer 674659701 42 53
AddPlayer 60747341 5 970289298
AddPlayer 130479236 4 3
AddPlayer 1706419927 8 41
AddPlayer 656846524 40 30
AddPlayer 933200400 41 60
AddPlayer 657256324 45 31
AddPlayer 1617898620 14 52
AddPlayer -3 37 68
AddPlayer 1185714439 10 35
AddPlayer 1072565080 30 33
AddPlayer 1581154868 15 85
AddPlayer 100298521 13 12
AddPlayer 1551583637 44 20
AddPlayer 1729410359 19 66
AddPlayer 1900688108 36 41
AddPlayer -7 37 17
AddPlayer 1011236667 34 2017705366
AddPlayer 2018238175 45 61
AddPlayer 1962091748 26 50
AddPlayer 1005876938 32 108
AddPlayer 1013161863 8 80
AddPlayer 1158779085 3 62
AddPlayer 384342747 21 21
AddPlayer 1495440188 29 70
AddPlayer 573829838 47 78
AddPlayer -8 49 17
AddPlayer 1376356569 7 15
AddPlayer 1313213676 8 61
AddPlayer 816177784 26 69
AddPlayer 1872506491 38 18
AddPlayer 999779779 30 68
AddPlayer 1958442965 47 93
AddPlayer 1313213676 39 51
AddPlayer 657256324 2 42
AddPlayer 1392696789 24 67
AddPlayer 1702288595 39 59
AddPlayer -7 43 98
AddPlayer 706207730 45 -3
AddPlayer 1195611455 45 1819496575
AddPlayer 217609891 3 50
AddPlayer 1697032777 42 40
AddPlayer 1818362816 3 110
AddPlayer 506810348 3 76
AddPlayer 79011146 19 47
AddPlayer 1407849698 36 46
AddPlayer -7 24 95
RemovePlayer 999515122
AddPlayer 454596010 2 33
AddPlayer 1872506491 11 18
AddPlayer 943704564 36 57
RemovePlayer 933200400
AddPlayer 720116790 10 71
AddPlayer 321968837 10 1
AddPlayer 1281318556 26 93
AddPlayer 402596364 26 48
AddPlayer 708203824 7 97
AddPlayer 1005876938 48 87
AddPlayer 2138170916 2 83
AddPlayer 1075437725 139809091 60
AddPlayer 2042214980 8 32
AddPlayer 869721079 25 -4
AddPlayer 1118370496 6 108
AddPlayer 2045779111 27 21
AddPlayer 817532661 44 95
AddPlayer 1943056854 5 83
AddPlayer 1593297543 4 28
AddPlayer 1872362434 21 18
AddPlayer 117867146 2 -4
MergeGroups 16 9
AddPlayer 1767297862 1 48
AddPlayer 0 42 86
AddPlayer 662475114 19 53
AddPlayer 720116790 30 67
AddPlayer 310405748 2053036168 105
AddPlayer -3 27 103
AddPlayer 1666758579 17 18
AddPlayer 2026607170 46 92
AddPlayer 921473522 22 1
AddPlayer 921654350 35 175430764
AddPlayer 1250228432 33 -10
AddPlayer 1185322256 49 51
AddPlayer 1499724095 45 89
AddPlayer 368991377 26 12
AddPlayer 1325033355 10 14
AddPlayer 1061419759 1 56
AddPlayer 1157248498 25 89
AddPlayer 23258608 6 -8
AddPlayer 648370997 38 85
AddPlayer 152252421 11 24
AddPlayer 1843471571 13 22
AddPlayer 1316310835 39 100
AddPlayer -4 23 67
AddPlayer 2079464737 47 7
AddPlayer 1521274611 32 4
AddPlayer 834076364 26 50
AddPlayer 1962091748 31 32
AddPlayer 1388683918 30 62
AddPlayer 602309259 29 107
AddPlayer 334895641 666943450 7
AddPlayer 1220253292 17 56
AddPlayer 104970814 27 21
AddPlayer 1434215939 13 71
AddPlayer -10 5 54
AddPlayer 2130150438 38 21
AddPlayer 1371818847 44 87
AddPlayer 275870600 10 22
AddPlayer 929777817 10 79
AddPlayer 2009766496 34 70
AddPlayer 1547406630 39 102
AddPlayer 579913742 2 74
GetPercentOfPlayersWithScoreInBounds 0 33 0 0
AddPlayer 851333180 45 9
AddPlayer 808586796 45 46
AddPlayer 645427223 8 40
AddPlayer 1844217823 24 27
AddPlayer 1337446674 14 29
AddPlayer 1281318556 25 52
AddPlayer 1185282609 3 31
AddPlayer 1118370496 36 103
AddPlayer 2026607170 1 65
AddPlayer 494349815 4 93
AddPlayer 1765835703 18 111
RemovePlayer 217609891
AddPlayer 1641669417 1 46
AddPlayer 1621073813 18 47
AddPlayer 1937894092 42 66
AddPlayer 1063908592 12 34
AddPlayer 1492896346 46 19
AddPlayer 1822802369 25 88
AddPlayer 1560807664 19 66
AddPlayer 2121566757 13 50
AddPlayer 1353372078 41 37
AddPlayer 400733796 22 77
AddPlayer 419526908 48 85
AverageHighestPlayerLevelByGroup 14 2
AddPlayer 1143272563 2 14
AddPlayer 628600231 4 107
AddPlayer 1474748871 12 102
AddPlayer 1354272141 44 92
AddPlayer 906332496 46 50
AddPlayer 1303158837 19 73
AddPlayer 687616506 46 61
AddPlayer 1520776791 39 25
AddPlayer 1955434864 33 90
AddPlayer 602842859 41 16
AddPlayer 944182895 23 42
GetPercentOfPlayersWithScoreInBounds 0 19 0 0
AddPlayer 547187636 25 31
AddPlayer 60754144 29 69
AddPlayer 755044873 22 101
AddPlayer 1392696789 49 54
AddPlayer 1401753740 19 72
AddPlayer 887999357 18 96
ChangePlayerIDScore 648370997 77
AddPlayer -1 8 55
AddPlayer 699828339 3 111
AddPlayer 402364651 3 72
AddPlayer 805176057 14 17
AddPlayer 260146429 47 107
AddPlayer 1412909949 37 96
AverageHighestPlayerLevelByGroup 0 64
AddPlayer 736363346 5 45
AddPlayer 191777808 10 17
AddPlayer 1071530080 15 76
AddPlayer 1853173066 4 55
AddPlayer 1853675142 15 63
AddPlayer 126604881 2 31
AddPlayer 187445133 29 25
AddPlayer 1268870806 44 47
AddPlayer 678281061 29 64
AddPlayer 449462859 18 56
AddPlayer 1843656243 46 30
AddPlayer 1246749824 27 66
AddPlayer 1984510681 6 101
AddPlayer -4 21 68
AddPlayer 717295913 17 180963231
AddPlayer 1391932217 -7 88
AddPlayer 1234756882 27 43
AddPlayer 1249679292 19 63
AddPlayer 1892627799 44 103
RemovePlayer 999779779
GetPercentOfPlayersWithScoreInBounds 1142097706 39 0 0
AddPlayer 1025302002 1 98
AddPlayer 1760238899 20 103
AddPlayer 1967712647 33 61
AddPlayer 1292221693 11 56
AverageHighestPlayerLevelByGroup 0 137
AddPlayer -1 46 13
AddPlayer 126604881 21 33
AddPlayer 1586749899 48 34
AddPlayer 356699477 29 63
AddPlayer 712684207 25 70
AddPlayer 95664664 17 79
RemovePlayer 1376356569
AddPlayer 697416920 22 63
AddPlayer 1313384321 41 82
AddPlayer 1245387844 11 -8
ChangePlayerIDScore 881764529 44
AddPlayer 1939038395 22 13
AddPlayer 2110876550 8 92
AddPlayer 292973039 10 1
MergeGroups 18 587875871
AddPlayer 2140557964 19 75
AddPlayer 380466504 16 94
AddPlayer 763860461 39 25
AddPlayer 921473522 26 25
AddPlayer 1450019513 45 86
AddPlayer 1255593673 3 111
AddPlayer 601555325 32 29
AddPlayer 655934273 22 75
AddPlayer 281111345 35 88
AverageHighestPlayerLevelByGroup 34 2
RemovePlayer 2001673632
AddPlayer 929777817 12 109
RemovePlayer 944182895
AddPlayer -9 17 45
AddPlayer 1521818140 33 109
AddPlayer 1716062360 23 14
AddPlayer 1116563985 19 29
AddPlayer 173586870 31 75
MergeGroups 18 45
AddPlayer 78546333 32 59
AverageHighestPlayerLevelByGroup 21 3
AddPlayer 1741335663 30 67
AddPlayer 657220792 22 56
AddPlayer 778972047 23 47
AddPlayer 185380082 45 1053884868
ChangePlayerIDScore 1716062360 90
ChangePlayerIDScore 1697032777 50
AddPlayer 1327249672 33 85
AddPlayer 1935377427 25 37
ChangePlayerIDScore 1313213676 93
AddPlayer -8 11 105
AddPlayer -3 45 5
AddPlayer 1449786131 12 10
AddPlayer 357801424 6 26
AddPlayer 1864892810 25 45
AddPlayer 1210914184 40 64
AddPlayer 1504576417 37 53
RemovePlayer 1843656243
ChangePlayerIDScore -1 4
AddPlayer 2062648343 179961978 74
IncreasePlayerIDLevel 1268870806 7
IncreasePlayerIDLevel 929777817 4
AddPlayer 127236049 7 25
AddPlayer 455848003 16 26
AddPlayer 1220329550 45 47
AddPlayer 608336036 20 32
AddPlayer 540889662 41 15
AddPlayer -2 21 23
AddPlayer 510802160 7 83
AddPlayer 1469133472 42 87
AddPlayer 939789523 47 46
AddPlayer 1874375295 14 78
AddPlayer 2115898708 8 66
AddPlayer 478148527 29 68
AddPlayer 1906725677 44 111
ChangePlayerIDScore 1072565080 24
AddPlayer 1048279682 23 50
AddPlayer 515514991 16 57
AddPlayer 1719211776 33 98
AddPlayer 370512914 19 52
AddPlayer 310757578 1707075399 94
AddPlayer 1879719319 45 1965645222
AverageHighestPlayerLevelByGroup 0 144
IncreasePlayerIDLevel 708203824 2
AddPlayer 473205740 33 83
AverageHighestPlayerLevelByGroup 0 40
AddPlayer 1069956343 36 53
AddPlayer 231784830 29 34
MergeGroups 13 45
GetPercentOfPlayersWithScoreInBounds 0 101 0 0
AddPlayer 1872506491 39 91
AddPlayer 1692749218 17 48
AddPlayer 1072985018 38 53
AddPlayer 2117454239 2 67
AddPlayer 811536556 32 20
AddPlayer 2098762730 21 62
AddPlayer 1375896441 46 82
AddPlayer 1433401949 45 6
AddPlayer 381312335 42 11
AddPlayer 161803164 18 104
RemovePlayer -10
AddPlayer 1658918312 14 -6
AverageHighestPlayerLevelByGroup 0 173
AddPlayer 1086012471 5 108
ChangePlayerIDScore 127236049 24
AddPlayer 764889176 42 1637063837
GetPercentOfPlayersWithScoreInBounds 0 10 0 0
ChangePlayerIDScore 1767297862 99
AddPlayer 224793155 41 84
AddPlayer 1287275933 28 89
AddPlayer 1461830379 6 12
ChangePlayerIDScore 1407849698 -10
AddPlayer 76083967 21 75
AddPlayer 2135302567 40 3
AddPlayer 1943056854 43 93
AddPlayer 1799783030 11 1
ChangePlayerIDScore 1967712647 90
AddPlayer -8 6 97
AddPlayer 1499724095 13 34
AddPlayer 1080891331 44 79
AddPlayer 1067858926 22 77
MergeGroups 21 18
AddPlayer 1124626664 3 85
AddPlayer 1810057651 11 37
AddPlayer 818253582 24 22
RemovePlayer 1621073813
AddPlayer 1096823019 11 100
AddPlayer 1498411711 15 29
AddPlayer 150008865 5 99
AddPlayer 302012575 6 -2
AddPlayer 2037731010 36 15
AddPlayer 1889974457 43 67
AddPlayer 1352457789 4 48
AddPlayer 819174087 49 18
AddPlayer 1790785507 47 58
ChangePlayerIDScore 1449786131 89
AddPlayer 136041022 21 91
AddPlayer 1730740609 16 91
AddPlayer 455727878 43 42
ChangePlayerIDScore 1504576417 71
AddPlayer 1425290714 39 89
AddPlayer 198275850 11 97
AddPlayer 1944943756 9 3
AddPlayer 43485643 48 101
AddPlayer 0 2 93
AddPlayer 1273151664 4 36
AddPlayer 3707775 41 75
AddPlayer 172758580 49 49
AddPlayer 410309324 28 53
RemovePlayer 1719211776
AddPlayer 354578410 12 36
AddPlayer 1360000641 3 4
MergeGroups 38 24
AddPlayer 2110130585 46 84
AddPlayer 1317575143 44 25
AddPlayer 2035179035 30 49
AddPlayer 1070885188 19 76
IncreasePlayerIDLevel 674659701 9
GetPercentOfPlayersWithScoreInBounds 27 43 0 0
AddPlayer 38532148 15 28
AddPlayer 1805576082 19 86
AddPlayer 2062150070 37 72
RemovePlayer 3707775
AddPlayer 1972894380 34 19
AddPlayer 1907535718 3 102
ChangePlayerIDScore 2110130585 76
AddPlayer -1 36 84
AddPlayer 1340191461 1 92
AddPlayer 1830324896 47 13
AddPlayer 1335343440 17 77
AddPlayer 2026607170 24 79
AddPlayer 846990146 4 83
RemovePlayer 1547406630
AddPlayer 797426205 9 34
AddPlayer 1060147847 32 1
AddPlayer 348164099 26 65
AddPlayer 851982061 23 111
AddPlayer 1876657252 38 107
AddPlayer 1227162932 24 30
AddPlayer 907282162 28 -4
AddPlayer 1429958708 45 1
AddPlayer 107826360 2 90
AddPlayer 1241444636 48 18
AddPlayer 319165329 42 97
AddPlayer 769230215 17 31
AddPlayer 777424069 9 17
AddPlayer 1094618604 14 60
AddPlayer 454596010 36 15
AverageHighestPlayerLevelByGroup 1 4
AverageHighestPlayerLevelByGroup 0 237
AddPlayer 60754144 40 37
GetPercentOfPlayersWithScoreInBounds 0 84 0 0
AddPlayer 1892417345 47 55
AddPlayer 957959413 33 96
AddPlayer 1844971283 32 14
AddPlayer 2007752384 29 7
AddPlayer 792734766 47 29
MergeGroups 37 2119661667
AddPlayer 157857338 41 6
AddPlayer 758045592 4 67
AddPlayer 553025329 42 3
AddPlayer 1069956343 19 42
AddPlayer 335590808 28 -9
MergeGroups 6 33
ChangePlayerIDScore 1268870806 74
AddPlayer 615657801 46 105
AddPlayer 1273246193 21 74
AddPlayer 17821774 12 69
ChangePlayerIDScore 274846320 6
AddPlayer 1972894380 31 50
AddPlayer 26966643 12 98
AddPlayer 793585017 41 4
AddPlayer 1566965181 16 102
AddPlayer -1 34 102
AddPlayer 1429958708 22 77
AddPlayer 1530544939 30 4
AddPlayer 348164099 13 110
MergeGroups 37 4
AverageHighestPlayerLevelByGroup 0 14
AddPlayer 1836849608 4 72
AddPlayer 763735865 27 83
AddPlayer 491029366 24 110
AverageHighestPlayerLevelByGroup 31 -7
AddPlayer 1504576417 38 50
AddPlayer 286979363 31 61
AverageHighestPlayerLevelByGroup 25 6
AddPlayer 1325418435 -3 70
AddPlayer 868837873 46 19
AddPlayer 1667230344 36 39
AddPlayer 813362157 28 110
AddPlayer 550113029 48 101
AddPlayer 777424069 5 21
AddPlayer 80700385 20 14
AddPlayer 2079243503 23 97
MergeGroups 13 48
GetPercentOfPlayersWithScoreInBounds 11 96 0 0
AddPlayer 57565178 20 81
AddPlayer 1174171777 44 -3
AddPlayer 1327249672 13 70
AddPlayer 1939038395 8 81
MergeGroups 19 8
AddPlayer 871451751 6 49
AddPlayer 1872506491 33 68
AddPlayer 248009313 15 84
GetPercentOfPlayersWithScoreInBounds 22 75 0 0
MergeGroups 43 7
AddPlayer 1813857901 24 29
AddPlayer 1767588117 37 1143973219
MergeGroups 4 33
AddPlayer 564665085 25 19
AddPlayer 803834718 38 91
AddPlayer 903310872 20 78
AddPlayer 790908777 31 83
IncreasePlayerIDLevel 17821774 6
AddPlayer 1692749218 7 111
AddPlayer 995690817 48 55
AddPlayer -3 45 69
AddPlayer 1150232476 38 67
ChangePlayerIDScore 1118370496 33
AddPlayer 1279816878 40 108
AddPlayer 2011861032 44 53
RemovePlayer 1048279682
AddPlayer 539139933 1 42
ChangePlayerIDScore 1872506491 24
AddPlayer 218303797 49 7
AddPlayer 1563070008 46 73
AddPlayer 71021333 36 19
AddPlayer 363816576 10 13
MergeGroups 25 20
AverageHighestPlayerLevelByGroup 48 0
AddPlayer 1047769701 6 37
AddPlayer 1959503352 1 29
AddPlayer 2110876550 44 12
AddPlayer 1290785502 20 111
AddPlayer 724599014 4 107
AddPlayer 1326147470 41 67
AverageHighestPlayerLevelByGroup 45 23
AverageHighestPlayerLevelByGroup 45 17
AverageHighestPlayerLevelByGroup 10 5
AddPlayer 794134953 12 7
IncreasePlayerIDLevel 1116563985 7
AddPlayer 738850195 22 50
AddPlayer 1113891919 33 52
AddPlayer 1808994817 31 96
AddPlayer 309424849 3 78
AddPlayer 1915023193 -3 108
AddPlayer 2067012401 31 56
AddPlayer 1746075940 2 57
AddPlayer 220006397 11 86
RemovePlayer 805176057
RemovePlayer 354578410
AddPlayer 1189490674 2 977001325
AddPlayer 2129554555 41 95
AddPlayer 986722413 10 86
MergeGroups 25 46
AddPlayer 201556298 22 89
IncreasePlayerIDLevel 1492896346 8
AddPlayer 625093266 3 21
IncreasePlayerIDLevel 1741335663 6
AddPlayer 913200828 44 53
AddPlayer 1473616131 30 84
AddPlayer 1995301231 7 73
MergeGroups 35 40
AddPlayer 368991377 20 100
AddPlayer 999655317 34 13
GetPercentOfPlayersWithScoreInBounds 0 61 0 0
AddPlayer 1513028259 18 44
AddPlayer 385095379 24 50
AddPlayer 1548557430 41 77
AddPlayer 1819981660 11 9
GetPercentOfPlayersWithScoreInBounds 12 98 0 0
