Init 19 115
AddPlayer 1790793584 4 98
AddPlayer 868617879 4 21
AddPlayer 1514228628 3 82
AddPlayer 305541169 8 72
AddPlayer 1514228628 6 97
AddPlayer 1088416941 10 79
AddPlayer 147725677 7 83
AddPlayer 1554166540 19 21
AddPlayer 213269672 4 81
AddPlayer 638412051 6 52
AddPlayer 575502018 5 87
AddPlayer 716748596 4 112
AddPlayer 638412051 3 2
AddPlayer 1481606324 17 56
AddPlayer 1266768820 10 65
AddPlayer 836316693 15 12
AddPlayer 1318310356 1 66
AddPlayer 353624412 11 52
AddPlayer 1362891378 18 89
AddPlayer 2130229326 5 54
AddPlayer 758130606 2 33
AddPlayer 709781451 5 66
AddPlayer 1671641195 16 76
AddPlayer 1973555550 13 32
AddPlayer 201499638 7 78
AddPlayer 1494561610 17 85
AddPlayer 1234596056 3 40
AddPlayer 422993228 2 66
AddPlayer 131278311 9 12
AddPlayer 1340237734 1 102
AddPlayer 1628629577 18 94
AddPlayer 1666539948 5 92
AddPlayer 1422517666 14 108
AddPlayer 888531182 6 -1
AddPlayer 1554166540 3 21
AddPlayer 965114690 16 7
AddPlayer 699917643 18 90
AddPlayer 139604291 3 77
AddPlayer 878731760 18 17
AddPlayer 55142152 17 29
AddPlayer 1581176947 5 34
AddPlayer 706131451 2 73
AddPlayer 1081294253 17 55
AddPlayer 984333019 1 84
AddPlayer 1789088082 17 40
AddPlayer 62012469 7 100
AddPlayer 1598963053 6 28
AddPlayer 517910002 7 44
AddPlayer 1481606324 16 108
AddPlayer 1357234524 19 -1
AddPlayer 291701244 3 35
AddPlayer 1248083975 12 22
AddPlayer 1371074483 19 14
AddPlayer -9 6 6
AddPlayer -2 1 7
AddPlayer 552713591 8 105
AddPlayer 707369015 19 103
AddPlayer 1662649331 7 3
AverageHighestPlayerLevelByGroup 3 2
AddPlayer 1776419785 649299638 57
AddPlayer 1362891378 19 26
AddPlayer 1248083975 7 11
AddPlayer 1834261136 11 77
AddPlayer 1771953118 12 1
AddPlayer 1359486369 2 89
AddPlayer 852393417 2 55
AddPlayer 1973555550 5 26
AddPlayer 1766100330 4 102
AddPlayer 1306327187 18 3
AddPlayer 1553482359 10 39
AddPlayer 1682313134 6 112
AddPlayer 328592339 1626215777 23
AddPlayer 1789088082 9 70
AddPlayer 46471724 14 105
AddPlayer 328949556 1 109
AddPlayer 117012366 11 80
AddPlayer 103582479 12 29
AddPlayer 4229162 10 81
AddPlayer 1157125414 12 39
AddPlayer 26098713 5 61
AddPlayer 1947059645 15 88
AddPlayer 2101348922 17 99
AddPlayer 383135408 16 48
AddPlayer 706131451 10 51
AddPlayer 894538910 5 73
AddPlayer 423770862 1659679815 101
AddPlayer 726374584 12 45
AddPlayer 1684009210 9 51
AddPlayer 2112098081 19 5
AddPlayer 2048355838 10 33
AddPlayer 2091976187 1 80
AddPlayer 908891453 17 90
AddPlayer 1174173254 3 111
AddPlayer 147725677 17 25
RemovePlayer 1554166540
AddPlayer 33706400 1 104
AddPlayer 354343765 17 21
AddPlayer 758130606 12 114
AddPlayer 92437826 6 21
AddPlayer 917556852 9 26
AddPlayer 933750261 8 93
AddPlayer 1403294576 13 75
AddPlayer 1339255479 2092775026 52
AddPlayer 1803949412 9 54
AddPlayer 650581669 13 91
AddPlayer 838098980 5 40
AddPlayer 488231569 1 114
AddPlayer 1402925611 16 99
AddPlayer 1093391063 15 104
AddPlayer 1049485402 14 27
AddPlayer 517910002 17 22
AddPlayer 773942423 15 12
AddPlayer 1364557986 2 13
AddPlayer 1405697124 4 73
AddPlayer 553010408 17 5
AddPlayer 387857267 18 35
AddPlayer 1283872215 16 63
AddPlayer 942091991 7 55
AddPlayer 1193557740 18 26
AddPlayer 1563491805 9 103
AddPlayer 133502963 15 92
AddPlayer 1332644766 12 32
IncreasePlayerIDLevel 942091991 -5
AddPlayer 983345462 11 65
AddPlayer 2076957802 10 29
AddPlayer 1364557986 7 102
AddPlayer 620087038 16 -5
AddPlayer 782295253 10 114
AddPlayer 1804815664 -7 115
AddPlayer 1234505435 7 35
AddPlayer 2100339247 -3 2
AddPlayer 1341917757 11 97
IncreasePlayerIDLevel 552713591 8
AddPlayer 1190567008 17 30
AddPlayer 633040595 19 87
AddPlayer 372024151 1479315965 3
AverageHighestPlayerLevelByGroup 4 7151
AddPlayer 2105081376 5 112
AddPlayer 1286134483 13 86
AddPlayer 935473015 9 16
AddPlayer 961345061 7 27
AddPlayer 18948466 15 93
AddPlayer 1981029805 19 56
AddPlayer 1666964767 18 75
AddPlayer 954641212 3 24
AddPlayer 521945449 9 53
AddPlayer 961133839 17 113
AddPlayer 965114690 7 79
AddPlayer 35375323 13 87
AddPlayer 2136262548 13 67
AddPlayer 523932559 10 82
AddPlayer 2031813557 4 87
AddPlayer 1512798108 9 31
AddPlayer 2110445052 9 75
AddPlayer 471009075 -6 13
AddPlayer 1193304749 8 38
AddPlayer 544208855 10 9
AddPlayer 6819035 17 79
AddPlayer 1545171680 19 2
AddPlayer 1817970109 11 26
AddPlayer 1980146478 6 35
AddPlayer 697994194 90905435 77
AddPlayer 2085385080 2 4
AddPlayer 225693339 3 31
AddPlayer 506477630 8 84
AddPlayer 1587668042 5 75
AddPlayer 2004591335 8 45
AddPlayer 1783631037 10 87
AddPlayer 450901271 3 40
AddPlayer 718463503 4 4
AddPlayer 2136811227 19 5
AddPlayer 2060890089 14 99
AddPlayer 1408044305 -9 28
AddPlayer 1545171680 15 110
AddPlayer 1644044417 4 110
AddPlayer 1722721372 16 76
AddPlayer 894538910 8 31
AddPlayer 832686350 9 103
AddPlayer 1038473482 4 75
AddPlayer 948101168 19 33
AddPlayer 1225186719 15 46
AddPlayer 277040795 19 49
AddPlayer 1947059645 18 6
AddPlayer 0 15 90
AddPlayer 1154662912 7 33
RemovePlayer 46471724
AddPlayer 2022524584 1 102
AddPlayer 1135117695 1 97
AddPlayer 457060847 1 76
AddPlayer 144097120 17 29
AddPlayer 1815559760 18 37
AddPlayer 838098980 6 28
AddPlayer 1020377530 12 32
AddPlayer 103805507 16 62
AddPlayer 1864614246 5 27
AddPlayer 260704627 3 40
AddPlayer -9 8 73
AddPlayer 1329395349 10 74
AddPlayer 1699466966 7 112
AddPlayer 218087561 11 20
AddPlayer 1741555373 3 102
AddPlayer 2070268696 15 4
AddPlayer 1362891378 13 85
AddPlayer 1402925611 16 101
AddPlayer 663628508 7 45
AddPlayer 144035918 2 76
AddPlayer 1441111352 15 105
AddPlayer 533296334 17 66
AddPlayer 466120872 1 93
AddPlayer 1815559760 10 109
AddPlayer 1306792387 14 103
AddPlayer 836316693 9 89
AddPlayer 1236295179 15 109
MergeGroups 521382481 8
AddPlayer 89358099 18 44
AddPlayer 850511787 8 106
AddPlayer 276576921 9 1852859641
AddPlayer 1422517666 12 111
RemovePlayer 353624412
RemovePlayer -4
AddPlayer 1855768520 3 5
AddPlayer 1292668396 19 63
AddPlayer 829461971 18 67
AddPlayer 872824212 12 22
AddPlayer 796748694 17 50
AddPlayer 366741225 2 90
AddPlayer 1622487996 7 44
AddPlayer 1481606324 18 67
AddPlayer 201499638 8 19
AddPlayer 1020377530 15 7
AddPlayer 150875430 18 2
RemovePlayer 544208855
AddPlayer 2094155987 19 111
AddPlayer 2048154253 8 70
AddPlayer 1436157325 13 13
AddPlayer 654317729 1 92
AddPlayer 1992844704 2 20
AddPlayer 1174141635 11 113
AddPlayer 984727101 9 93
AverageHighestPlayerLevelByGroup 1330545415 1
AddPlayer 928145784 1 8
AddPlayer -8 15 83
AddPlayer 1390390392 19 75
AddPlayer 433533322 8 22
MergeGroups 15 12
AddPlayer 1584599834 3 30
AddPlayer 676681035 3 64
AddPlayer 1337415017 1 95
AddPlayer 1824925317 15 8
ChangePlayerIDScore 542014586 95
AddPlayer 815470446 16 57
AddPlayer 911813224 19 24
AddPlayer 1134684847 10 40
AddPlayer 1019529364 2 17
AddPlayer 1740894721 1 89
AddPlayer 1760064450 13 76
AddPlayer 143605219 2 92
AddPlayer 928145784 1 40
AddPlayer 610326141 17 60
AddPlayer 2044188832 5 10
AddPlayer 1545807764 10 28
AddPlayer 634232390 15 85
AddPlayer 739001785 12 28
AddPlayer 413659077 6 71
AddPlayer 1586093067 8 30
AddPlayer 1814551949 17 24
AddPlayer 346170392 7 102
