Init 69 40
AddPlayer 72912724 47 38
AddPlayer 1731689561 33 8
AddPlayer 898892881 27 20
AddPlayer 2029662935 5 22
AddPlayer 1003819635 58 29
AddPlayer 1142695425 30 7
AddPlayer 1542936908 64 37
AddPlayer 1763290908 33 35
AddPlayer 1441469736 19 24
AverageHighestPlayerLevelByGroup 27 1
AddPlayer 832276058 26 18
AddPlayer 59175058 27 -1
AddPlayer 1485297214 58 36
AddPlayer -5 64 18
AddPlayer 2109347641 28 18
AddPlayer 2128860061 23 7
AddPlayer -9 67 19
AddPlayer 470306036 62 18
AddPlayer 1399517264 39 28
AddPlayer 1784494472 11 10
AddPlayer 1446815416 32 27
AddPlayer -4 18 13
AddPlayer 1442957172 61 12
MergeGroups 14 58
AddPlayer 1557857114 15 15
AddPlayer 1196910958 51 7
AddPlayer 2145463344 51 14
AverageHighestPlayerLevelByGroup 0 7
AddPlayer 2029662935 1 3
AddPlayer 683180724 54 7
AddPlayer 1832781126 13 34
AddPlayer 2029662935 29 16
AddPlayer 1353455877 65 1303656773
AddPlayer 1216703144 14 14
AddPlayer 1526716666 578933108 17
AddPlayer 2145463344 54 36
AddPlayer 1827294973 8 11
AddPlayer 1786620927 17 -5
AddPlayer 456555886 48 4
AddPlayer 1812358610 6 35
AddPlayer 1354782462 22 1
AddPlayer 1478568093 -2 29
AddPlayer 521392841 22 33
AddPlayer 1485297214 8 38
AddPlayer 1346033508 18 24
AddPlayer 1326744994 46 7
AddPlayer 1442957172 10 10
AddPlayer 1088869107 2 2
AddPlayer 1159156277 62 10
AddPlayer 1769796114 7 40
AddPlayer 2056198731 6 13
AddPlayer 1268996946 40 38
AddPlayer 887463627 43 12
AddPlayer 1375530206 7 14
AddPlayer 1681896189 8 32
AddPlayer 1728401514 69 14
AddPlayer 1989860729 6 11
AddPlayer 2110361421 -4 35
AddPlayer 1682476260 40 11
AddPlayer 669181191 45 8
AddPlayer 1763290908 61 19
AddPlayer 258073402 35 37
AddPlayer 1215974752 65 40
AddPlayer 1418173089 31 5
AddPlayer 2109347641 29 36
AddPlayer 1546655733 6 39
AddPlayer 869404073 35 18
MergeGroups 12 67
MergeGroups 53 46
AddPlayer 2100185353 -6 40
AddPlayer 1198253137 13 20
AddPlayer 216321989 8 23
AddPlayer 440889181 62 27
AddPlayer 551175123 30 20
AddPlayer 1196498421 22 3
AddPlayer 1265420140 28 26
AddPlayer 898124730 4 7
AddPlayer 2056198731 45 27
AddPlayer 199787938 54 28
AddPlayer 1784206429 52 13
AddPlayer 1897741284 45 10
AddPlayer 1772970785 54 18
AddPlayer 1705791616 67 23
AddPlayer 1327106096 -5 34
AddPlayer 1748385262 18 12
AddPlayer 1970966354 46 868598030
AverageHighestPlayerLevelByGroup 0 3090
AddPlayer 253580937 69 37
AddPlayer 8419466 10 35
AddPlayer 1653121378 63 19
AddPlayer 1910492884 5 15
AddPlayer 370998303 59 28
AverageHighestPlayerLevelByGroup 43 1
AddPlayer 1414351854 52 36
AddPlayer 51952832 56 -3
AddPlayer 1804472912 12 38
AddPlayer 1797429363 19 1
AddPlayer 1622445747 10 32
AddPlayer 429949095 45 9
AddPlayer 1707076421 37 36
AddPlayer 38136462 7 27
AddPlayer 1107514205 46 4
AddPlayer 340574470 11 8
AddPlayer 130519456 11 19
AddPlayer 1479246279 47 3
AddPlayer 1252340641 65 3
AddPlayer 784489812 52 8
AddPlayer 1304224519 55 1022935503
IncreasePlayerIDLevel 2056198731 9
AddPlayer 1176553346 30 17
AddPlayer 143246378 37 13
AddPlayer 209325129 54 931846239
AddPlayer -9 38 26
AddPlayer 1081993319 63 27
AddPlayer 1326744994 15 30
AddPlayer 762199427 38 11
AddPlayer 1406257188 8 6
AddPlayer 1069175693 61 23
AddPlayer 211870085 22 12
AddPlayer -1 56 27
AddPlayer 480617006 19 23
AddPlayer 1772467924 35 5
AddPlayer 236059358 -1 8
AddPlayer 2018069714 18 13
AddPlayer 102999460 21 3
AddPlayer 458748433 19 11
AddPlayer 1201549718 38 3
AddPlayer 1712715048 31 4
AddPlayer 1310382815 61 1
AddPlayer 807048736 -2 10
AddPlayer 2055350537 46 3
AddPlayer 1483180376 57 3
RemovePlayer 480617006
AddPlayer 829386082 33 2
AddPlayer 1833394462 28 10
AddPlayer 790313342 13 16
MergeGroups 48 125585908
AddPlayer 1735883863 1597693002 2
AddPlayer 349295118 46 18
AddPlayer 1148045792 45 32
AddPlayer 334985960 43 14
AddPlayer 1723419019 52 18
AddPlayer 1314879875 58 24
AddPlayer 363942947 14 14
AddPlayer 832276058 40 25
AddPlayer 879995453 26 31
AddPlayer 894040098 18 19
AddPlayer 656954370 58 36
AddPlayer 1113480205 20 2
ChangePlayerIDScore 458748433 28
AddPlayer 1557857114 23 30
AddPlayer 2121206040 54 9
AddPlayer 932868566 42 15
AddPlayer 246363615 7 25
AddPlayer 711644036 5 2
AddPlayer 270646323 60 20
RemovePlayer 1832781126
AddPlayer 887463627 59 21
AddPlayer 707996552 43 7
AddPlayer 1081150560 9 18
AddPlayer 1881363786 55 23
ChangePlayerIDScore 790313342 9
AddPlayer 18606213 44 38
AddPlayer 32768284 7 24
AddPlayer -7 6 12
MergeGroups 37 20
IncreasePlayerIDLevel 1196498421 2
AddPlayer 2097481449 40 38
AddPlayer 129139500 54 1301829977
IncreasePlayerIDLevel 440889181 5
AddPlayer 209079986 16 21
AddPlayer 1476981618 51 37
AddPlayer 1430153237 1372203450 38
AddPlayer 688433412 3 1
AddPlayer 261441661 67 27
GetPercentOfPlayersWithScoreInBounds 67 38 0 0
AverageHighestPlayerLevelByGroup 0 30
ChangePlayerIDScore 1479246279 -10
AddPlayer 1418434803 46 1
AddPlayer 1432009484 56 13
AddPlayer 1184195489 25 9
AddPlayer 1206268998 26 8
AddPlayer 1366608738 15 38
AddPlayer 1582972836 44 3
AddPlayer 1045914747 32 -7
AddPlayer 363209922 67 3
ChangePlayerIDScore 829386082 21
AddPlayer 1784494472 13 29
AddPlayer 1464636322 64 22
AddPlayer 2003246759 15 23
AddPlayer 2003246759 35 21
AddPlayer 853355408 61 22
AddPlayer 1674526742 6 20
AddPlayer 2025591574 53 25
AddPlayer 1198126980 40 9
AddPlayer 789653611 53 40
MergeGroups 41 61
GetPercentOfPlayersWithScoreInBounds 383178554 21 0 0
AddPlayer 166443862 59 11
AverageHighestPlayerLevelByGroup 0 98
AddPlayer 358678939 22 12
AddPlayer 788112787 34 7
AddPlayer 1235257281 67 31
AddPlayer 993884137 5 32
AddPlayer 492315325 17 36
AddPlayer 1677882985 21 2
AddPlayer 1997126212 26 38
AddPlayer 1600069189 9 34
AddPlayer 788112787 11 31
AddPlayer 1712715048 13 37
AddPlayer 294012187 3 10
AddPlayer 118718840 51 2
AddPlayer 1310735733 46 35
AddPlayer 921976409 44 37
AddPlayer 1844223905 38 22
AddPlayer 1933721831 8 32
AddPlayer 234747951 55 4
AddPlayer 621912593 9 16
AddPlayer 1630161519 30 18
AddPlayer 527709663 3 13
MergeGroups 59 16
AddPlayer 1643790120 45 12
AddPlayer 725337246 38 14
AddPlayer 307285134 15 -2
AddPlayer 1442503965 54 33
AddPlayer 454807771 17 17
AddPlayer 1559336168 68 37
IncreasePlayerIDLevel 707996552 7
AddPlayer 552404143 6 21
AddPlayer 134988029 8 33
AddPlayer 1351874487 7 28
AddPlayer 2029662935 56 16
AddPlayer 935204135 18 7
MergeGroups 11 1895861399
IncreasePlayerIDLevel 18606213 7
ChangePlayerIDScore 829386082 12
AddPlayer 167620922 49 19
AddPlayer 1302502441 17 5
