Init 48 3
AddPlayer 566589203 11 -2
AddPlayer 1448486819 48 1
AddPlayer 2024856434 17 2
AddPlayer 1294340381 45 1
AddPlayer 1785408670 27 3
AddPlayer 426469105 39 1
AddPlayer 894195331 20 2
AddPlayer 894195331 21 2
AddPlayer 1381181242 13 2
AddPlayer 1860521420 44 2
AddPlayer 881400022 30 1
AddPlayer 1869673862 5 3
AddPlayer 508905602 16 3
AddPlayer 572680693 15 2
AddPlayer 1860521420 22 1
AddPlayer 1054538200 1 1978396374
AddPlayer 1454437424 23 2
AddPlayer 896002390 26 1
AddPlayer 572680693 24 1
AddPlayer 2094519310 23 3
AddPlayer 137820504 32 3
AddPlayer 508905602 36 2
AddPlayer 1517220258 22 1
AddPlayer 653114158 9 3
AddPlayer 1342846438 20 3
AddPlayer 1785408670 3 2
AddPlayer 1936186431 22 1
AddPlayer 156304901 38 2
AddPlayer 1381181242 45 3
AddPlayer 1018400478 28 1
AddPlayer 1165534100 46 1
AddPlayer 52602421 20 1
AddPlayer 1128200693 22 1
AddPlayer 326797929 19 3
AddPlayer 636419525 35 3
AddPlayer 2141345943 44 3
AddPlayer 681448454 1 1
IncreasePlayerIDLevel 2024856434 -5
AddPlayer 25664648 40 3
AddPlayer 1024057614 27 2
AddPlayer 1017266493 39 3
MergeGroups 14 39
AddPlayer 1381181242 24 1
AddPlayer 560358325 12 3
AddPlayer 1750644192 26 1
AddPlayer 854753211 37 1
AddPlayer 1869673862 47 3
AddPlayer 864690759 37 3
AddPlayer 820415070 3 1
AddPlayer 424056810 453978321 3
AddPlayer 1698572648 34 2
AddPlayer 38724608 22 2
AddPlayer 2094519310 15 1
AddPlayer 199003643 34 1756796579
AddPlayer 707317048 47 1
AddPlayer 2131059164 30 3
AddPlayer 767212376 43 2
AddPlayer 1700061490 37 1
AddPlayer 1356558493 29 1102983733
AddPlayer 1454437424 47 3
AddPlayer 1910542322 22 3
AddPlayer 70733133 28 2
AddPlayer 294112934 24 1
AddPlayer 246608892 44 2
AddPlayer 951064380 23 3
AddPlayer 629999151 23 2
AddPlayer 336288491 9 2
AddPlayer 2011224055 7 2
AddPlayer 1024057614 27 2
AddPlayer 56049446 19 1
AddPlayer 336288491 2 2
AddPlayer 1676622586 38 1
AddPlayer 1454437424 11 1
AddPlayer 68852332 24 1
AddPlayer 1549844473 15 1
AddPlayer 2003131672 8 1
AddPlayer 682833283 7 1
AddPlayer 1633104173 24 3
AddPlayer 687820735 17 1
AddPlayer 2141345943 23 1
AddPlayer 1482845224 13 3
AddPlayer 1144247636 35 2
AddPlayer 42221582 33 2
AddPlayer 1896065611 41 1
AddPlayer 431515176 47 3
AddPlayer 469312780 32 3
AddPlayer 509900604 15 2
AddPlayer 1785408670 46 3
AddPlayer 2029521279 45 -6
AddPlayer 682833283 1 2
ChangePlayerIDScore 52602421 1
AddPlayer 2001705777 24 0
AddPlayer 1869673862 10 1
AddPlayer 75353297 20 2
AddPlayer 1108740443 1 3
AddPlayer 254797984 47 3
AddPlayer 691221282 8 3
AddPlayer 1565058142 40 3
AddPlayer 798144570 32 1
AddPlayer 393725023 13 1
AddPlayer 546381756 27 1
AddPlayer 2017261646 45 3
AddPlayer 1388162133 31 3
AddPlayer 284104916 47 3
AddPlayer 1979635802 40 2
AddPlayer 1256564013 46 1
AddPlayer 273305183 29 2
AddPlayer 550964109 28 3
AddPlayer 792717004 35 2
AddPlayer 571382389 29 2
AddPlayer 443017864 41 3
AddPlayer 1586879024 14 3
AddPlayer 810201823 27 3
RemovePlayer 42221582
AddPlayer 787924864 12 2
AddPlayer 651206026 24 2
AddPlayer 1696342953 18 3
MergeGroups 48 -4
AddPlayer 1470535978 15 1
AddPlayer 1251423338 21 1
AddPlayer 1690089712 24 2
AddPlayer 1888710156 1926565839 2
AddPlayer 700707252 35 1
AddPlayer 493406446 42 1
AddPlayer 691221282 21 2
RemovePlayer 2011224055
AddPlayer 60742379 11 3
AddPlayer 1174127734 6 3
AddPlayer 586386943 31 3
AddPlayer 497159303 12 1
AddPlayer 1506434267 30 1
AddPlayer 1409598516 21 1
AddPlayer 136695822 44 1740761445
AddPlayer 1522379 12 2
AddPlayer 893600683 12 3
AddPlayer 381194321 42 894953193
IncreasePlayerIDLevel 431515176 7
AddPlayer 1705875548 27 3
AddPlayer 1057352092 8 1
AddPlayer 1478966026 19 2
AddPlayer 381912704 13 3
AddPlayer 1202384666 13 1
RemovePlayer 1256564013
AddPlayer 1159107100 46 2
AddPlayer 1576944761 15 1
AddPlayer 2136446932 26 1
AddPlayer 1863911509 14 2
AddPlayer 1475479730 6 2
AddPlayer 1348225312 18 3
AddPlayer 1559062733 13 3
AddPlayer 2088172432 46 2
AddPlayer 16720132 14 3
AddPlayer 1605585734 30 3
AddPlayer 201192339 1415034336 1
AddPlayer 1698572648 4 3
AddPlayer 552123440 17 1
AddPlayer 792717004 44 2
IncreasePlayerIDLevel 894195331 4
AddPlayer 406682206 16 3
AddPlayer 486999002 37 3
GetPercentOfPlayersWithScoreInBounds 1034033306 2 0 0
AddPlayer 2142546013 26 1
AddPlayer 1047422391 22 1
AddPlayer 711212577 12 3
AddPlayer 1717441553 12 1
IncreasePlayerIDLevel 1251423338 3
AverageHighestPlayerLevelByGroup 0 26
AddPlayer 969447029 27 3
AddPlayer 441850161 28 1
AddPlayer 1362492631 19 2
AddPlayer 340631042 11 2
AddPlayer 1083320558 7 1
AddPlayer 1390934704 8 3
AddPlayer 667737210 22 1
AddPlayer 2010354216 43 1
AddPlayer 1131351286 24 1
AddPlayer 2003131672 10 1
AddPlayer 1715647914 10 3
AddPlayer 1044882763 28 2
AddPlayer 900356412 11 3
AddPlayer 397693206 10 2
AddPlayer 393725023 33 2
AddPlayer 552123440 14 3
AddPlayer 1131351286 48 1
AddPlayer 451316717 3 2
AddPlayer 322657916 7 1
AddPlayer 291387247 11 1
AddPlayer 543079667 27 3
AddPlayer 1609625925 5 3
AddPlayer 108841480 10 2
AddPlayer 473192594 10 -3
AddPlayer 954695843 28 3
ChangePlayerIDScore 1388162133 1
AddPlayer 1335631423 8 2
AddPlayer 576256892 31 2
AddPlayer 110254194 46 2
AverageHighestPlayerLevelByGroup -3 1
AddPlayer 1518494 7 2
IncreasePlayerIDLevel 1904765284 6
AddPlayer 1622627707 37 1
AddPlayer 677063120 7 2
AddPlayer 1420436050 15 2
AddPlayer 1875475513 8 2
AddPlayer 1863414057 6 1
MergeGroups 41 28
AddPlayer 1667337301 12 2
AddPlayer 1477988785 31 3
AddPlayer 2023473493 10 1
AddPlayer 1786088203 29 1
AddPlayer 1687299786 5 3
AddPlayer 1491855048 16 1
AddPlayer 158302679 24 1
AddPlayer 504301502 20 1
GetPercentOfPlayersWithScoreInBounds 22 1 0 0
AddPlayer 1522978905 -8 3
AddPlayer 469312780 41 2
RemovePlayer 1559062733
AddPlayer 1739555372 34 3
AddPlayer 1588675562 38 2
AddPlayer 332462588 34 2
AddPlayer 576256892 37 3
AddPlayer 649167635 26 1291969671
AddPlayer 1202384666 11 2
AddPlayer 1268101525 23 1
AddPlayer -6 40 1
AddPlayer 1520286963 46 2
AddPlayer 175070246 13 3
AddPlayer 0 10 1
AddPlayer 186988987 41 2
AddPlayer 63160518 1498442543 3
AddPlayer 1430666293 1 2
AddPlayer 2035959707 44 1
AddPlayer 1546945324 9 3
AddPlayer 1415525795 22 2
AddPlayer 836638146 6 -2
AddPlayer 1829363845 1762480884 2
AddPlayer 758903846 16 3
AddPlayer 139647097 8 1
AddPlayer 459668457 23 3
AddPlayer 1951150761 45 3
AddPlayer 1761131890 46 1
AddPlayer 14618500 35 3
AddPlayer 1522379 45 3
AddPlayer 179343065 28 3
AddPlayer 1154922544 20 -10
AddPlayer 1746929451 7 3
AddPlayer 1248639183 11 2
AddPlayer 2091076112 2062160877 1
AddPlayer 1728560800 -5 2
AddPlayer 1925295412 47 2
AddPlayer 731977186 43 1
AddPlayer 1843004172 18 3
AddPlayer 1131351286 47 3
AddPlayer 1785408670 18 3
