Init 55 187
AddPlayer 1481812500 17 -6
AddPlayer 456293394 51 108
AddPlayer 783372076 51 177
AddPlayer 895612690 13 110
AddPlayer 24362570 26 10
AddPlayer 1781169406 17 111
AddPlayer 1352635095 33 114
AddPlayer 2023793470 1261379037 2
AddPlayer 1772835913 35 7
AddPlayer 1131384173 39 56
AddPlayer 1774877730 2 41
AddPlayer 1352635095 50 10
AddPlayer 796051702 8 174
AddPlayer 411702953 14 146
AddPlayer 143582590 51 121
AddPlayer 1437226494 18 25
AddPlayer 1078831054 55 105
AddPlayer 1660473289 43 167
AddPlayer 707017761 25 77
AddPlayer 417672295 20 22
AddPlayer 1437226494 25 182
AddPlayer 1131384173 36 153
AddPlayer 1982934279 2 165
AddPlayer 1840557680 15 64
AddPlayer 192207297 27 115
AddPlayer 1489358798 46 91
AddPlayer 1182433399 52 59
AddPlayer 1612100954 54 152
AddPlayer 2038102998 30 109
AddPlayer 1915419298 5 103
AddPlayer 80970846 52 168
AddPlayer 839053046 13 103
AddPlayer 318897746 31 104
AddPlayer 1738312256 21 46
AddPlayer 966405033 10 109
AddPlayer 2138219911 14 50
AddPlayer 1454984678 54 83
AddPlayer 1367450202 14 173
AddPlayer 643809817 52 46
AddPlayer 2009276969 13 54
AddPlayer 1756191365 28 164
AddPlayer 381972499 16 52
AddPlayer 1750276244 30 25
AddPlayer 1808791226 5 13
AddPlayer 1024611965 15 46
AddPlayer 455038228 29 47
AddPlayer 1272215791 21 60
AddPlayer 1145129465 55 27
AddPlayer 1204598990 8 14
AddPlayer 1660473289 11 29
AddPlayer 1828783470 19 85
AddPlayer 22297912 1806834342 64
AddPlayer -2 24 178
AddPlayer 1091327096 30 30
AddPlayer 1105140191 22 71
AddPlayer 1697759685 47 155
AddPlayer 1184955241 23 83
AddPlayer 573538514 10 154
AddPlayer 1157552001 10 77
AddPlayer 736685853 38 136
AddPlayer 1381909515 30 102
AddPlayer 966405033 7 47
AddPlayer 1000106026 51 161
AddPlayer 714150869 42 35
AddPlayer 1963951741 4 12
AddPlayer 1550895608 46 38
AddPlayer 1854414560 4 49
AddPlayer 1566788250 22 90
AddPlayer 43973445 9 109
AddPlayer -8 27 49
AddPlayer 2129029411 38 54
AddPlayer -4 12 162
AddPlayer 239414648 34 72
AddPlayer 1376367932 9 -6
MergeGroups 27 24
AddPlayer 1940978354 45 94
AddPlayer 2011758291 16 26
AddPlayer 674618734 34 144
AddPlayer 7682726 16 74
AddPlayer 1528206575 28 55
AddPlayer 1190075655 55 142
AddPlayer 1661632542 40 70
AddPlayer 148297878 5 50
AddPlayer -2 15 35
AddPlayer -9 55 60
AddPlayer 1489358798 27 46
AddPlayer 1300181564 2143976631 119
AddPlayer 1034086737 46 117
AddPlayer 1987248646 2 39
AddPlayer 2040531579 6 2
AddPlayer 2011758291 22 172
AddPlayer 1967674931 50 104
AddPlayer 1582635054 8 128
AddPlayer 145603528 38 135
IncreasePlayerIDLevel 1738312256 6
AddPlayer 1988372436 51 124
AddPlayer 461670812 33 99
AddPlayer 1276995945 49 136
AddPlayer 995640431 26 131
AddPlayer 451954398 40 88
AddPlayer 828404637 45 182
AddPlayer 1376755801 16 74
AddPlayer 56946480 48 130
AddPlayer 1494149501 23 150
AddPlayer 985932474 28 118
AddPlayer 1901264359 15 91
AddPlayer 1321100908 41 6
AddPlayer 1968046351 40 177
AddPlayer 122660437 16 29
AddPlayer 548374735 43 166
AddPlayer 1118362536 9 95
AddPlayer 1071458017 14 24
AddPlayer 1566589146 12 1912077476
AddPlayer 1717266080 37 -4
AddPlayer 1697759685 43 26
AddPlayer 1222411755 28 89
AddPlayer 942445813 32 19
AddPlayer 1718092394 50 157
AddPlayer 953427893 8 56
AddPlayer 1711571336 23 172
AddPlayer 1452599539 29 7
AddPlayer 1750276244 16 50
AddPlayer 476025839 36 36
AddPlayer 1106808628 42 115
AddPlayer 1395251608 42 182
MergeGroups 2 34
AddPlayer 813820174 54 382199548
AddPlayer 1781169406 45 143
AddPlayer 1778460372 12 44
AddPlayer 2114826595 38 26
AddPlayer 2139520920 52 92
AddPlayer 796205552 39 161
AddPlayer 762602594 12 100
AddPlayer 405285112 38 99
AddPlayer 1026026177 9 123
AddPlayer 1025567700 10 78
AverageHighestPlayerLevelByGroup 0 60
MergeGroups 28 8
AddPlayer 406204044 11 43
AddPlayer 1701818940 19 44
AddPlayer 1651971078 31 37
AddPlayer 1272215791 42 115
AddPlayer 1416812194 34 59
AddPlayer 969155795 12 172
AddPlayer 1222411755 55 87
AddPlayer 1951598873 25 159
AddPlayer 1828783470 30 110
AddPlayer 889792876 45 1
AddPlayer 1897593378 10 119
AddPlayer 857776201 130975981 120
AddPlayer 2115210755 5 137
AddPlayer 1314113538 10 70
AddPlayer 2136508547 47 -10
AddPlayer 2015563989 53 163
AddPlayer 2019191875 -8 95
AddPlayer 1499547273 30 44
AddPlayer 460247181 20 120
AddPlayer 622352634 48 44
AddPlayer 1292446373 5 48
AddPlayer 762602594 55 29
IncreasePlayerIDLevel 460247181 3
AddPlayer 2105401989 21 147
AddPlayer 1488777412 48 101
AddPlayer 709911419 36 59
AddPlayer 238613959 1 161
AddPlayer 783007415 2 46
AddPlayer 912050529 47 119
AddPlayer 1387584494 31 21
AddPlayer 279886565 23 21
AddPlayer 433786861 43 -3
AddPlayer 1431839139 21 123
AddPlayer 3576718 41 89
AddPlayer 1530770572 20 106
AddPlayer 1174383136 53 2
AverageHighestPlayerLevelByGroup 0 106
AddPlayer 1194249008 1 167
AddPlayer 2129664114 34 226195515
AddPlayer 812266463 35 60
AddPlayer 143880081 35 79
AddPlayer 251889310 10 80
AverageHighestPlayerLevelByGroup 0 120
AddPlayer -7 46 2
AddPlayer 577246532 37 42
AddPlayer 1614113868 39 174
AddPlayer 206418868 8 332959415
AddPlayer 883215342 47 172
AddPlayer 1291698893 28 78
AddPlayer 733146682 5 47
AddPlayer 1117687148 34 178
AddPlayer 1622197561 35 123
AddPlayer 1003476273 4 151
AddPlayer 523603741 47 2
AddPlayer 2018860040 55 83
AddPlayer 60807315 15 157
AddPlayer 1853360660 44 25
AddPlayer 772049083 53 48
AddPlayer -3 20 83
AddPlayer 122660437 49 77
AddPlayer 797678485 25 157
GetPercentOfPlayersWithScoreInBounds 35 20 0 0
AddPlayer 2054123726 37 138
AverageHighestPlayerLevelByGroup 0 115
AddPlayer 195916252 1347054711 90
AddPlayer 1684826623 42 123
AddPlayer 303637427 -4 187
AddPlayer 2134253676 22 39
AddPlayer 781688593 19 73
AddPlayer 1015809304 1 88
GetPercentOfPlayersWithScoreInBounds 1055465062 82 0 0
AddPlayer 1042790516 53 38
AddPlayer -4 37 177
AddPlayer 1814729933 25 99
AddPlayer 1171275114 34 165
AddPlayer 1920845413 41 132
AddPlayer 1937788652 30 74
AddPlayer 2033959836 45 93
AddPlayer 579277078 49 141
MergeGroups 25 10
AverageHighestPlayerLevelByGroup 20 2
AddPlayer 1613175627 48 174
ChangePlayerIDScore 1387584494 1509266379
AverageHighestPlayerLevelByGroup 0 74
AddPlayer 268572839 15 110
MergeGroups 51 8
AddPlayer 840884341 47 64
AddPlayer 2022534064 16 170
AddPlayer 1464266443 30 145
AddPlayer 762012061 50 60
AddPlayer 1911244565 42 88
AddPlayer 1367450202 14 3
AddPlayer 77362177 24 36
AddPlayer 762012061 8 170
AddPlayer 34223006 34 42
AddPlayer 363343540 27 175
AddPlayer 1716826146 5 14
AddPlayer 467526707 47 47
AddPlayer 392979881 7 129
AddPlayer 2027744770 45 131
AddPlayer 122660437 52 150
RemovePlayer 417672295
AddPlayer 1598045120 8 80
MergeGroups 17 37
AddPlayer 1566788250 10 100
AddPlayer 686783262 43 187
AddPlayer 2101284561 54 124
AddPlayer 667558352 37 31
