Init 97 100
AddPlayer 1986310931 77 20
AddPlayer 2139996701 29 8
AddPlayer 736045079 15 1
AddPlayer 714959154 41 51
AddPlayer 504905950 73 26
AddPlayer 1640341172 49 85
AddPlayer 64047377 51 6
AddPlayer 1356490742 66 30
AddPlayer 1003027595 66 75
AddPlayer 793553850 77 92
AddPlayer 845637140 34 77
AddPlayer 655608908 47 -5
AddPlayer 274218681 21 85
AddPlayer 1135566749 59 57
AddPlayer 1455601751 76 99
AddPlayer 412448108 87 75
AddPlayer 1016578680 86 49
AddPlayer 1772962677 77 100
AddPlayer 712502690 17 16
AddPlayer 414985354 51 74
AddPlayer 1599530702 6 76
AddPlayer 52117878 93 60
AddPlayer 1822884936 86 2
AddPlayer 343410341 48 80
AddPlayer 946004562 7 70
AddPlayer 2062786583 20 68
AddPlayer 1981628134 39 34
AddPlayer 412448108 77 33
AddPlayer 1230414776 55 9
AddPlayer 362801309 79 91
AddPlayer 967910893 35 18
AddPlayer 54907356 93 -7
AddPlayer 194859782 1712315800 28
AddPlayer 1135566749 91 94
AddPlayer 1794658427 89 14
AddPlayer 64047377 88 11
AddPlayer 2062786583 55 86
AddPlayer 60104852 1132145029 30
AddPlayer 1923706087 66 20
AddPlayer 1771363573 16 48
AddPlayer 113572077 16 97
AddPlayer 1525057901 -9 62
AddPlayer 922133374 61 -7
AddPlayer -5 61 28
AddPlayer 694757939 75 36
AddPlayer 722030166 60 12
AddPlayer 230348749 62 47
AddPlayer 2062786583 79 88
AddPlayer -4 90 68
AddPlayer -2 3 63
AddPlayer 1893821311 60 95
AddPlayer 1457580588 50 3
AddPlayer 763256713 50 576951831
AddPlayer 1578434888 49 57
AddPlayer 1172769708 95 55
AddPlayer 504905950 29 41
AddPlayer 274218681 28 4
AddPlayer 260884990 64 67
AddPlayer 1234727027 64 96
AddPlayer 1913506580 7 96
AddPlayer -1 62 97
AddPlayer 1818983092 43 24
AddPlayer 2141182140 65 38
AddPlayer 1664234992 43 95
AddPlayer 716414223 3 70
AddPlayer 2073689428 84 80
AddPlayer 1179828885 30 25
AddPlayer 2138348009 58 30
AddPlayer 228115125 31 89
AddPlayer 713881085 7 3
AddPlayer 1121163290 89 96
AddPlayer 5628915 49 44
AddPlayer 1913506580 75 73
AddPlayer -7 83 38
IncreasePlayerIDLevel 1135566749 3
AddPlayer 845093638 65 63
GetPercentOfPlayersWithScoreInBounds 62 83 0 0
AddPlayer 1568430053 91 11
AddPlayer 1459108405 34 36
AddPlayer 1667670277 77 74
AddPlayer 758958344 51 94
AddPlayer 53884308 27 12
AddPlayer 1255582522 33 1
AddPlayer 620283718 87 78
AddPlayer 560476929 20 1172102067
AddPlayer 199713542 64 16
AddPlayer 93718835 27 62
AddPlayer 333177614 31 71
AddPlayer 1568430053 35 80
AddPlayer 1420205016 58 1
AddPlayer 1316956201 73 53
AddPlayer 1077657034 76 1
AddPlayer 991603250 80 53
AddPlayer 1951342815 68 95
AddPlayer 1079412938 89 12
AddPlayer 2076340940 11 32
AddPlayer 601164340 31 35
AddPlayer 1286217559 93 -3
AddPlayer 871334916 76 79
AddPlayer 1539569238 23 71
AddPlayer 1069909216 6 39
AddPlayer 2132255168 32 51
AddPlayer 410605033 75 58
AddPlayer 1721590722 75 47
AddPlayer 1959326058 34 31
AddPlayer 476810751 40 25
AddPlayer 1671811769 32 47
AddPlayer 1750926831 9 30
AddPlayer 257911775 96 4
AddPlayer 1316956201 74 15
AddPlayer 1771363573 3 13
AddPlayer 1316956201 54 12
AddPlayer 95137930 55 22
ChangePlayerIDScore 1772962677 986867640
AddPlayer 1185909895 35 61
AddPlayer 1312599158 20 76
AddPlayer 1316956201 97 79
AddPlayer 609907466 1993630510 65
AddPlayer 1252435545 16 72
AverageHighestPlayerLevelByGroup 50 1
AddPlayer 2141335288 -7 52
AddPlayer 1774138277 33 2
AddPlayer 1530066389 33 19
AddPlayer 1884212030 14 90
AddPlayer 1152930308 7 27
AddPlayer 293886417 81 56
AddPlayer 1750926831 25 45
AddPlayer 971455077 6 37
AddPlayer 1445918696 34 91
AddPlayer 2081185051 14 92
AddPlayer 1375127165 12 2
AddPlayer 112648493 55 36
AddPlayer 906082156 35 69
AddPlayer 1801130797 41 1
ChangePlayerIDScore 1192391613 64
AddPlayer 5628915 26 88
AddPlayer 2006838808 24 73
AddPlayer 0 2 71
AddPlayer 1859468811 77 42
AddPlayer 1036870411 72 51
AddPlayer 1701569036 45 33
AddPlayer 204269934 9 9
AddPlayer 1094523409 12 17
AddPlayer 379546674 83 83
AddPlayer 1948064813 20 86
AddPlayer -10 56 24
AddPlayer 1729026837 16 53
AddPlayer 112648493 9 79
AddPlayer 132786011 16 83
AddPlayer 1559478775 68 44
AddPlayer 1467794809 45 88
AddPlayer 89069327 74 72
AddPlayer 787678202 81 35
AddPlayer 81154477 27 32
AddPlayer 508473031 55 17
AddPlayer 2142546579 72 97
AddPlayer 1590988496 39 1119448674
AddPlayer 1792787760 52 -4
AddPlayer 111857398 21 56
AddPlayer 2073035140 84 21
AddPlayer 748559077 51 86
AddPlayer 1079412938 88 58
AddPlayer 1439769166 70 16
AddPlayer 2142546579 37 70
AddPlayer 1249179776 42 75
AddPlayer 1301087171 50 79
AddPlayer 1986310931 59 13
AddPlayer 487303446 91 74
AddPlayer 1671862288 75 28
AddPlayer 1606326264 72 -5
AddPlayer 87048622 -4 52
AddPlayer 750059801 18 59
AddPlayer 35032519 2 40
AddPlayer 267909605 65 55
AddPlayer 1427153128 73 42
AddPlayer 545090207 53 8
ChangePlayerIDScore 1255582522 22
AddPlayer 1498436599 53 28
AddPlayer 102335981 88 16
AverageHighestPlayerLevelByGroup 79 1
AddPlayer 155645778 57 -10
AddPlayer 1135566749 49 83
AddPlayer 1636001357 55 76
AddPlayer 29418521 54 22
AddPlayer 967910893 81 71
AddPlayer 371204212 50 90
AddPlayer 2053500487 29 40
AddPlayer 894826207 9 8
AddPlayer 1051341978 69 58
AddPlayer 36660633 95 30
AddPlayer 1887462801 10 31
AddPlayer 233413287 68 -3
AddPlayer 892756154 45 18
AddPlayer 1801130797 12 82
AddPlayer 924339536 50 668019148
AddPlayer 1824251794 90 22
AddPlayer 1994063822 93 97
AddPlayer 920324030 53 1178836451
AddPlayer 55303094 90 73
AddPlayer 1234727027 74 35
AddPlayer 1844326269 20 10
AddPlayer 2022036785 32 92
AddPlayer 839428333 12 18
AddPlayer 1539569238 30 70
AddPlayer 543656004 37 57
AddPlayer 1375127165 59 98
AddPlayer 443762673 28 91
AddPlayer 794445590 87 72
AddPlayer 97786693 70 69
AddPlayer 2047255766 69 85
AddPlayer 1106270075 85 23
AddPlayer 1741643861 74 67
AddPlayer 1220654982 3 7
AddPlayer -1 20 47
AddPlayer 459630394 36 88
AddPlayer 1428731210 88 10
IncreasePlayerIDLevel 1801130797 5
AddPlayer -2 76 24
AddPlayer 363947294 1627188248 4
AddPlayer 992979856 39 27
AddPlayer 1167893430 19 1533680109
AddPlayer 845637140 39 28
AddPlayer 1861559472 64 44
AddPlayer 135512115 -8 32
AverageHighestPlayerLevelByGroup 0 50
AddPlayer 1902004468 97 38
GetPercentOfPlayersWithScoreInBounds 0 74 0 0
AddPlayer 274218681 8 27
IncreasePlayerIDLevel 750059801 5
AddPlayer 1255582522 52 82
AddPlayer 1257680487 39 28
AddPlayer 528017159 96 57
AddPlayer 1346482720 25 3
RemovePlayer 1459108405
AddPlayer 948919079 -4 70
AddPlayer -8 46 8
AddPlayer 1634136118 34 2
GetPercentOfPlayersWithScoreInBounds 87 90 0 0
AddPlayer 1093386005 19 37
AddPlayer 942952188 91 42
GetPercentOfPlayersWithScoreInBounds 0 37 0 0
AddPlayer 1163756982 30 95
AddPlayer 86766898 25 80
AddPlayer 1512027318 1486289352 19
AddPlayer 1152930308 80 100
AddPlayer 73130399 51 8
AddPlayer 1882438877 64 93
AddPlayer 446073366 51 99
AddPlayer 1670135543 86 64
AddPlayer 1609108951 13 68
AddPlayer 1922025107 738105158 59
AddPlayer 1797324510 57 64
AddPlayer 1219331467 34 14
