Init 95 158
AddPlayer 1070091453 45 91
AddPlayer 1141072012 10 19
AddPlayer 543769446 43 108
AddPlayer 1705750370 37 77
AddPlayer 557733251 6 128
AddPlayer 1705750370 50 143
AddPlayer 687986747 7 15
AddPlayer 524324151 -7 52
AddPlayer 2038609087 60 640357638
AddPlayer 81135587 28 54
AddPlayer 1030462249 26 119
AddPlayer 812425767 50 22
AddPlayer 1595262252 40 48
AddPlayer 1611444028 68 125
AddPlayer 265792313 89 154
AddPlayer 1930307385 9 138
AddPlayer 1070091453 46 54
AddPlayer 1611444028 25 43
AddPlayer 94735295 73 91
AddPlayer 81135587 73 66
AddPlayer 310342194 4 103
AddPlayer 2048191432 16 111
AddPlayer 1370662829 43 48
AddPlayer 401634192 55 98
AddPlayer 1930307385 22 92
AddPlayer 1835959489 1 135
AddPlayer 1595538800 25 118
AddPlayer 928686457 7 63
AddPlayer 734640945 81 21
AddPlayer 269438344 29 129
AddPlayer 523059925 19 118
AddPlayer 1423203149 69 25
AddPlayer 1169620476 66 126
AddPlayer 1524408323 -3 68
AddPlayer 211549367 81 153
AddPlayer 561169709 7 32
AddPlayer 1159240671 10 97
AddPlayer 1506754159 13 126
AddPlayer 183501523 47 99
AddPlayer 920354812 26 122
AddPlayer 1208078307 78 128
AddPlayer 1863758323 92 115
AddPlayer 407748681 42 118
AddPlayer 1171598673 5 155
AddPlayer 734741463 83 128
AddPlayer 350624487 371688838 151
AddPlayer 1135010637 26 31
AddPlayer 1953660568 26 136
AddPlayer 702982825 63 25
AddPlayer 1099379550 29 148
AddPlayer 1412527094 78 78
AddPlayer 1920403644 75 61
AddPlayer 244433752 94 24
AddPlayer 335018275 52 43
AddPlayer 1205897101 11 35
AddPlayer 1956118251 86 90
AddPlayer 1981850997 80 141
AddPlayer -10 28 44
AddPlayer 1355350847 42 104
AddPlayer -1 10 154
AddPlayer -9 49 25
AddPlayer 1279850416 65 1123442789
AddPlayer 1068875421 88 43
AddPlayer 406315766 60 61
AddPlayer 1595262252 48 41
AddPlayer 1963063362 15 150
AddPlayer 1985064748 36 14
AddPlayer 313572154 34 108
AddPlayer 1868319088 70 29
AddPlayer 1619625934 33 32
AddPlayer 273411931 34 89
AddPlayer 1477571835 46 2
AddPlayer 211549367 15 147
AddPlayer 940087038 89 50
AddPlayer 908121261 24 97
AddPlayer 1455894022 64 119
AddPlayer 1572486591 46 135
AddPlayer 1099379550 42 64
AddPlayer 420051135 23 146
AddPlayer 1327882538 53 36
AddPlayer 819476371 38 1113531163
AddPlayer 1777173594 29 119
AddPlayer 1417639159 64 129
AddPlayer 1830742882 5 121
AddPlayer 1666181687 88 147
IncreasePlayerIDLevel 1068875421 4
AddPlayer 25108272 61 73
AverageHighestPlayerLevelByGroup 0 22
AddPlayer 1426788933 29 54
AddPlayer 1412527094 85 57
AddPlayer 1457926164 41 104
AddPlayer 1177609538 17 -4
AddPlayer 1963063362 53 103
AddPlayer 464860140 83 93
AddPlayer 1644342786 1838809458 66
AddPlayer 2070906902 70 37
AddPlayer 1109554971 1 43
AddPlayer 849004868 79 20
AddPlayer 1266934968 48 80
AddPlayer 230063741 14 83
AddPlayer 302813299 91 38
AddPlayer 218436565 59 -3
RemovePlayer -2
AddPlayer 460015182 93 95
AddPlayer 12071073 4 138
AddPlayer 588467537 62 16
AddPlayer 564398272 58 136
AddPlayer 1720270687 70 117
AddPlayer 1482898929 93 1093560650
AverageHighestPlayerLevelByGroup 0 63
AddPlayer 123343558 20 29
AddPlayer 2069434132 3 48
AddPlayer 141535887 43 12
AddPlayer 500667767 87 5
AddPlayer 1746476960 44 104
AddPlayer 2113161007 92 16
AddPlayer 2142752806 26 69
AddPlayer 620256001 22 2
AddPlayer 314690542 45 31
AddPlayer 403473454 9 101
AddPlayer 73386404 73 83
AddPlayer 994981737 57 144
AddPlayer 1039959330 51 -6
AddPlayer 288592419 62 81
AddPlayer 94125410 83 632255945
AddPlayer 747636290 69 102
AddPlayer 37736470 8 63
AddPlayer 1099003423 12 68
AddPlayer 1412527094 81 12
AddPlayer 463683803 53 62
AddPlayer 543769446 67 147
AddPlayer 1091926717 45 3
AddPlayer 1061691107 40 4
AddPlayer 1353112251 44 107
AddPlayer 1495852201 69 101
AddPlayer 247406496 36 109
AddPlayer 164844334 35 121
AddPlayer 1723889517 73 111
AddPlayer 1502380728 67 145
AddPlayer 686386516 32 1
AddPlayer 712713763 68 116
AddPlayer -4 78 113
ChangePlayerIDScore 1619625934 54
AddPlayer 1097787604 38 112
AddPlayer 633924889 94 96
AddPlayer 387880622 84 133
AddPlayer 1870515932 6 46
AddPlayer 1523311849 93 116
GetPercentOfPlayersWithScoreInBounds 62 81 0 0
GetPercentOfPlayersWithScoreInBounds 81 137 0 0
AddPlayer 757425199 84 149
AddPlayer 1784295708 44 2
GetPercentOfPlayersWithScoreInBounds 0 133 0 0
AddPlayer 1920403644 82 154
AddPlayer 1490913868 64 110
AverageHighestPlayerLevelByGroup 0 108
AddPlayer 1842970391 27 158
AddPlayer 2084707182 25 64
AddPlayer 1677889680 89 7
AddPlayer 514779463 5 99
AddPlayer 656831659 72 37
AddPlayer 1313910615 32 69
AddPlayer 1659864691 58 101
AddPlayer 91200149 78 31
ChangePlayerIDScore 994981737 5
AddPlayer 13249096 37 158
AddPlayer 1340466193 83 23
AddPlayer 1629449212 14 149
AddPlayer 1963063362 67 57
AddPlayer 1201028845 46 113
AddPlayer -6 85 44
AddPlayer 275200352 67 119
AddPlayer 126928680 65 110
AddPlayer 717551095 78 8
AddPlayer 903390814 82 15
AddPlayer 116724400 85 113
RemovePlayer 1930307385
AddPlayer 541863497 65 57
AddPlayer 1006391620 57 58
MergeGroups 29 72
RemovePlayer 2113161007
AddPlayer 1412527094 33 112
AddPlayer 12071073 66 75
AddPlayer 222121537 92 65
AddPlayer 1211927101 79 143
GetPercentOfPlayersWithScoreInBounds 0 101 0 0
AddPlayer 1371370624 69 123
AddPlayer 2069742845 5 94
AddPlayer 1336647425 59 128
AddPlayer 1948291819 15 35
AddPlayer 1112514047 4 120
AddPlayer 1678276651 29 117
AddPlayer 329042450 50 149
AddPlayer 384329195 94 115
AddPlayer 1412678412 31 53
AddPlayer 1009805525 72 62
AddPlayer 1479954875 53 4
AddPlayer 869482795 7 72
AddPlayer 59916957 39 130
AddPlayer 1342213628 9 74
AddPlayer 0 45 72
AddPlayer 2025121157 57 106
AddPlayer 77234927 13 70
AddPlayer 2096606630 27 25
AddPlayer 1719148019 90 26
AddPlayer 1727025704 22 107
AddPlayer 1084709542 26 79
RemovePlayer 398565581
AddPlayer 1391942303 -1 87
AddPlayer 1287528735 46 14
MergeGroups 34 94
AddPlayer 567595023 43 35
AddPlayer 685713955 22 131
ChangePlayerIDScore 1830742882 109
AddPlayer 336590894 8 558712437
AddPlayer -3 44 147
AddPlayer 913396132 32 28
AddPlayer 254764103 64 117
AddPlayer 1370662829 8 73
AverageHighestPlayerLevelByGroup 3 -1
AddPlayer 1674655647 19 135
AverageHighestPlayerLevelByGroup 0 21
AddPlayer 1506783292 69 1292500944
