Init 47 160
AddPlayer 1469921826 -8 31
AddPlayer 1869096432 5 53
AddPlayer 378367557 24 92
AddPlayer 1509463853 -6 84
AddPlayer 626374291 32 20
AddPlayer 638026618 -10 120
AddPlayer 412863817 45 134
AddPlayer -9 20 100
AddPlayer 1033408465 45 1738368786
AddPlayer 1113174995 34 149
AddPlayer 1146421684 6 98
IncreasePlayerIDLevel 1146421684 3
AddPlayer 364046001 42 66
AddPlayer 893695900 33 104
AddPlayer 1585488597 7 158
AddPlayer 1830452010 20 115
AddPlayer 1086125033 27 91
AddPlayer 224358706 47 112
AddPlayer 946516661 43 118
AddPlayer 412863817 5 144
AddPlayer 464592520 9 69
AddPlayer 464592520 11 26
AddPlayer 178421628 22 112
AddPlayer 517968915 31 68
AddPlayer 389969311 18 36
AddPlayer 385807210 36 109
AddPlayer 1569227945 30 23
AddPlayer 1498900327 11 75
AddPlayer 1689389224 8 66
AddPlayer 534188047 13 92
AddPlayer 428405392 43 109
AddPlayer 1351234166 23 78
AddPlayer 1498900327 24 159
AddPlayer 1076706520 20 4
AddPlayer 1461038763 12 73
AddPlayer 1800221822 23 81
AddPlayer 873469533 7 114
AddPlayer 1076706520 9 38
AddPlayer 585312431 46 146
AddPlayer 893695900 3 150
AddPlayer 277788904 29 136
AddPlayer 818906329 46 109
AddPlayer 1028232022 7 139
AddPlayer 178557947 26 76
AddPlayer 1435483858 37 99
AddPlayer 77199660 24 78
AddPlayer 1969200705 41 44
AddPlayer 580022611 41 109
AddPlayer 1168420011 21 37
AddPlayer 1168420011 47 2
AddPlayer 1050231203 -6 144
AddPlayer 121418863 22 117
AddPlayer 1287805096 5 67
AddPlayer 1119668365 35 141
AddPlayer 1461038763 14 159
AddPlayer 797420233 19 141
AddPlayer 853157378 14 60
AddPlayer 571846887 26 13
AddPlayer 887748681 33 145
AddPlayer 405233242 42 79
AddPlayer 880365532 45 32
AddPlayer 571846887 38 143
AddPlayer 1074033304 33 150
AddPlayer 1635436884 40 123
AddPlayer 1674728476 41 83
AddPlayer 1395020148 18 52
AddPlayer 71114326 1 141
AddPlayer 811334676 39 144
AddPlayer 1000041858 18 95
AddPlayer 1435483858 21 58
AddPlayer 887748681 46 140
AddPlayer 1917030345 30 157
AddPlayer 950101622 25 10
AddPlayer 1322122115 41 20
AddPlayer 811334676 36 20
AddPlayer 1798377412 16 -1
AverageHighestPlayerLevelByGroup 33 3
AddPlayer 146022861 26 135
AddPlayer 517968915 18 52
AddPlayer 1837801961 28 140
AddPlayer 1480379077 -6 148
AddPlayer 534188047 32 55
AddPlayer 1684427490 47 159
AddPlayer 405233242 24 95
AddPlayer 950101622 38 105
AddPlayer 917261753 33 90
GetPercentOfPlayersWithScoreInBounds 0 54 0 0
AddPlayer 552394576 42 54
AddPlayer 798689344 44 91
AddPlayer 917261753 32 16
AddPlayer 1021711009 38 88
AddPlayer 271545722 42 75
AddPlayer 558283048 14 111
AddPlayer 682898588 -6 134
AverageHighestPlayerLevelByGroup 0 25
AddPlayer 1119668365 11 100
AddPlayer -5 12 35
AddPlayer 1917030345 29 2
AddPlayer 685808979 32 53
AddPlayer 2060929495 29 132
AddPlayer 1805067820 1 52
AddPlayer 436144101 14 -6
AddPlayer 1368640079 20 33
AddPlayer 428796216 38 2128053055
AddPlayer 378367557 3 147
AddPlayer 1349609335 3 69
AddPlayer 1280775299 25 149
AddPlayer 1234373099 47 158
AddPlayer 1804306612 21 81
GetPercentOfPlayersWithScoreInBounds 36 109 0 0
AddPlayer 1933833534 23 121
AddPlayer 661319925 31039609 49
AddPlayer 1273607777 34 152
AddPlayer 453252223 23 130
AddPlayer 1095575349 20 42
AddPlayer 711618250 35 154
AddPlayer 1338876586 4 16
AddPlayer 1654386799 40 133
AddPlayer -5 12 154
RemovePlayer 1074033304
AddPlayer 2122121190 19 103
MergeGroups 7 -9
AddPlayer 2024470698 38 84
AddPlayer 404466318 46 123
RemovePlayer 1933833534
AddPlayer 706465831 29 48
AddPlayer 400433894 24 137
AddPlayer 673162150 20 111
AddPlayer 1248059618 38 9
AddPlayer 536953036 -3 27
AddPlayer 696899138 32 45
AddPlayer 1424530746 6 78
AddPlayer 839446817 31 41
AddPlayer 565530577 8 70
AddPlayer 127211865 37 128
IncreasePlayerIDLevel 1157410731 9
AddPlayer 269286195 45 0
AddPlayer 2109468825 44 127
AddPlayer 1640971007 3 37
AddPlayer 1433305691 47 39
AddPlayer -7 28 94
AddPlayer 367161449 13 135
AddPlayer 419183191 1286683267 81
AddPlayer 716632624 45 27
AddPlayer 1929213538 44 145
AddPlayer 1350148930 33 5
AddPlayer 1213662173 5 69
AddPlayer 987716804 7 80
AddPlayer 673162150 5 107
AddPlayer 1674915292 16 102
AddPlayer 1332321022 4 159
AddPlayer 304929919 17 73
AddPlayer 298208904 3 -3
AddPlayer 1687131160 30 98
AddPlayer 178557947 8 143
AddPlayer 1739300689 33 26
AddPlayer 399419938 4 96
IncreasePlayerIDLevel 2024470698 2
AddPlayer -10 44 49
AddPlayer 1809003054 40 75
AddPlayer 954481581 22 2108569125
AddPlayer 512508287 4 110
AddPlayer 1315254302 14 25
AddPlayer 1299874163 8 11
AddPlayer 550307714 -10 61
MergeGroups 18 2
AddPlayer 121418863 41 99
AddPlayer 2106912956 14 80
AddPlayer 1084567542 35 132
AddPlayer 35673332 4 10
AddPlayer 1969200705 34 15
AddPlayer 629582961 12 101
AddPlayer 178846441 9 150
AddPlayer 243358250 34 -2
AddPlayer 1603080045 24 59
AddPlayer 412863817 37 107
AddPlayer 221454982 14 49
AddPlayer 1258837347 25 41
AddPlayer 1430742520 10 14
GetPercentOfPlayersWithScoreInBounds 0 96 0 0
AddPlayer -8 45 57
AddPlayer 843349680 13 55
IncreasePlayerIDLevel 696899138 4
AddPlayer 234242944 22 42
AddPlayer 510339338 27 132
AddPlayer 1034589568 12 28
RemovePlayer 1368640079
AddPlayer 2054664781 24 0
AddPlayer 600347529 7 151
AddPlayer 570491630 2 64
AddPlayer 1856600322 36 95
AddPlayer 166717576 2 25
IncreasePlayerIDLevel 1299874163 6
AddPlayer 1724831935 25 129
AddPlayer 1681683749 8 122
AddPlayer 1602944478 3 129
AddPlayer 1280234222 16 144
AddPlayer 2001639139 18 16
MergeGroups 22 42
AddPlayer 2129999603 11 21
AddPlayer 1987858734 1 25
AddPlayer 24398098 20 144
AddPlayer 1098929118 42 13
ChangePlayerIDScore 1248059618 75
AddPlayer 2106912956 43 41
IncreasePlayerIDLevel 378367557 7
AddPlayer 834226863 15 95
AddPlayer 1359517968 37 119
AddPlayer 704008107 35 23
AddPlayer 1891908263 30 130
AddPlayer 1981660139 5 57
AverageHighestPlayerLevelByGroup 0 15
