Init 70 62
AddPlayer 1927412958 51 47
AddPlayer 2017864635 30 51
AddPlayer 1009334468 69 12
AddPlayer 1056048306 24 37
AddPlayer 777880982 -8 22
AddPlayer 1762550863 52 40
AddPlayer 972904010 6 11
AddPlayer 62403355 51 26
AddPlayer 2052717628 51 47
AddPlayer 20663915 45 21
AddPlayer 378510764 48 44
AddPlayer 151855462 48 34
AddPlayer 1762550863 44 50
AddPlayer 826565256 41 24
AddPlayer 2143599670 33 15
AddPlayer 1927412958 35 7
AddPlayer 525046560 11 3
AddPlayer 2017864635 68 62
AddPlayer 685822468 50 17
RemovePlayer 652195388
AddPlayer 774454223 40 31
AddPlayer 1131042384 27 52
AddPlayer 2127566169 3 32
AddPlayer 2123277444 4 46
AddPlayer 716960478 14 49
AddPlayer 746229688 -2 26
AddPlayer 2009663860 24 8
AddPlayer 1902319507 1285689727 62
AddPlayer 1846151466 65 50
AverageHighestPlayerLevelByGroup 0 9
AddPlayer 277747328 37 8
AddPlayer 716960478 32 7
AddPlayer 912213121 44 5
AddPlayer 1299215428 4 46
AddPlayer 1961601740 32 18
AddPlayer 801533345 23 60
AddPlayer 223952891 58 43
AddPlayer 1192425300 4 58
AddPlayer 377829895 14 10
AddPlayer 828643954 19 62
AddPlayer 2143599670 5 13
AddPlayer 794357075 48 54
AddPlayer 1808781936 13 -5
AddPlayer -4 19 47
AddPlayer 126430377 42 6
AddPlayer 513755292 10 34
AddPlayer 1835196080 3 49
AddPlayer 1731837593 -4 12
AddPlayer 1136301788 35 35
AddPlayer 516102740 58 42
AddPlayer 300899476 47 16
AddPlayer 2000257858 5 40
AddPlayer 167419157 10 -8
AddPlayer 33641933 5 1
AddPlayer 277747328 39 4
AddPlayer 859147461 5 20
AddPlayer 1238774672 28 22
AddPlayer 1540369868 68 1134820369
AddPlayer 685822468 61 60
AddPlayer 1152901746 35 58
AddPlayer 802060587 9 42
AddPlayer 194503008 11 39
AddPlayer 1656738679 49 14
AddPlayer 939125067 22 45
AverageHighestPlayerLevelByGroup 24 2
AddPlayer 825074696 22 21
AddPlayer 1737890192 9 23
AddPlayer 1238774672 42 46
AddPlayer 329203620 64 41
AddPlayer 162071188 12 29
AddPlayer 126430377 33 4
AddPlayer 1450105446 65 29
AddPlayer 1344414931 52 457125203
AddPlayer 805526513 20 686292801
AddPlayer 2009663860 61 21
AddPlayer 1505427538 14 32
AddPlayer 366005262 60 23
AddPlayer 1590322826 2 32
