Init 66 113
AddPlayer 527759813 30 90
AddPlayer 1840560816 43 10
AddPlayer 197657915 55 76
AddPlayer 1294442837 29 25
AddPlayer 570536120 25 87
AddPlayer 322672147 16 5
AddPlayer 1891285589 14 19
AddPlayer 315502001 52 99
AddPlayer 464734612 38 70
AddPlayer 1455734024 41 21
AddPlayer 1267563696 20 -10
AddPlayer 1223036816 61 103
AddPlayer 958317585 45 100
AddPlayer 1118176465 39 86
AddPlayer 958317585 51 110
AddPlayer 1725106672 10 60
AddPlayer 876881947 13 36
AddPlayer 246459775 4 1
AddPlayer 1877112807 47 14
AddPlayer 876881947 52 87
AddPlayer 978808635 61 23
AddPlayer 124891871 10 94
IncreasePlayerIDLevel 1877112807 1
AddPlayer 1451514069 2 99
AddPlayer 51589989 13 52
AddPlayer 827480525 46 111
AddPlayer 1225926930 11 5
AddPlayer 1858154083 65 39
AddPlayer 1571866541 2 101
AddPlayer 1939389147 13 33
AddPlayer 1980053116 47 79
AddPlayer 1684088183 32 76
AddPlayer 1834138315 29 103
AddPlayer 1451514069 53 44
AddPlayer 1022870323 6 12
AddPlayer 1862630626 8 53
AddPlayer 257411233 25 71
AddPlayer 570536120 26 72
AddPlayer 2109399063 41 46
AddPlayer 1472006733 -6 58
AddPlayer 1816616294 36 16
AddPlayer 933131252 26 42
AddPlayer 2052096764 40 80
AddPlayer 604921463 28 104
AddPlayer 1934214084 7 98
AddPlayer 2041248807 7 108
AddPlayer 451690338 3 14
AddPlayer 1366835910 -8 101
AddPlayer 1507780037 33 35
AddPlayer 1305352422 1 107
AddPlayer 442686670 65 130560990
AddPlayer 612304240 57 74
AddPlayer 1318991943 43 111
AddPlayer 1005204243 6 53
AddPlayer 1294442837 11 40
AddPlayer 1022870323 48 78
AddPlayer 1294442837 26 27
AddPlayer 192857076 45 24
AddPlayer 1816616294 51 93
AddPlayer 1798989192 43 4
AddPlayer 2000106759 42 36
AddPlayer 2124209963 26 29
AddPlayer 741176365 10 62
AddPlayer 453756193 21 92
AddPlayer 1451514069 15 71
AddPlayer 315502001 53 61
AddPlayer 2145604853 6 55
AddPlayer 1742199901 3 105
AddPlayer 1371599230 59 24
AddPlayer 527928886 4 73
AddPlayer 35125481 40 87
AddPlayer -6 53 107
AddPlayer 467706292 34 67
AddPlayer 63776795 60 -4
AddPlayer 912043522 2 33
AddPlayer 726825029 1264091144 25
AddPlayer -1 39 57
AddPlayer 398702752 22 15
AddPlayer 1016257268 14 1211295107
AddPlayer 1269468607 52 77
AddPlayer 2021585820 58 40
AddPlayer 2053414632 34 58
AddPlayer 315502001 27 79
AddPlayer 299942218 1085935485 76
AddPlayer 709225893 35 72
AddPlayer 216188567 39 42
AddPlayer 473178625 4 17
AddPlayer 0 60 37
AddPlayer 1660616977 48 69
AddPlayer 1049068944 54 40
AddPlayer 544318105 308797329 37
AddPlayer 665057882 44 -10
AddPlayer 837192724 5 41
AddPlayer 2013621404 41 58
AddPlayer 1602443441 44 56
AddPlayer 271502635 28 87
AddPlayer 1761912837 62 108
AddPlayer 280098598 7 93
AddPlayer 2145604853 26 28
AddPlayer 277226729 62 60
AddPlayer 1198550150 58 -10
AddPlayer 2139310882 57 91
AddPlayer 1124824793 49 99
AddPlayer 684652432 44 26
AddPlayer 1004710787 48 41
AddPlayer 279464052 1412393457 7
AddPlayer 993426274 66 26
ChangePlayerIDScore 527928886 55
MergeGroups 49 25
AddPlayer 1587164440 4 73
AddPlayer 660832503 45 37
AddPlayer 1715239345 -2 42
AddPlayer 1180913045 59 106
AddPlayer 1721498634 6 34
AddPlayer 1708056622 60 87
AddPlayer 243005223 18 62
