Init 88 137
AddPlayer 694345087 9 1683365824
AddPlayer 398332659 78 68
AddPlayer -3 57 66
AddPlayer 1644306355 8 56
AddPlayer 1754362054 86 14
AddPlayer 368266082 66 103
AddPlayer 1728056460 3 52
AddPlayer 2068029759 -6 69
AddPlayer 2094528372 39 93
AddPlayer 26246403 85 105
AddPlayer 1547943619 5 106
AddPlayer 932960668 42 132
AddPlayer 1754362054 10 98
AddPlayer -2 44 123
AddPlayer 1981568107 68 76
AddPlayer 150989114 28 82
AddPlayer 705561411 58 70
AddPlayer 4130165 60 93
AddPlayer 1553043951 55 -2
AddPlayer 64381372 84 36
AddPlayer 1172932274 56 26
AddPlayer 311204543 87 3
AddPlayer 762670397 84 14
AddPlayer 41838726 25 49
AddPlayer 1754362054 78 67
AddPlayer 1547943619 42 79
AddPlayer 2094528372 66 69
AddPlayer 1526955208 69 87
AddPlayer 1420219449 4 39
AddPlayer 1981722014 12 110
AddPlayer 1311392736 84 127
AddPlayer 111020833 75 112
AddPlayer 589509829 17 26
AddPlayer -6 5 35
AddPlayer 645122799 7 45
AddPlayer 38556066 66 86
AddPlayer 589509829 42 32
AddPlayer 1147788646 30 2
AddPlayer 742561451 14 -5
AddPlayer 2079247258 3 13
AddPlayer 745508846 26 120
AddPlayer 1306938599 76 122
AddPlayer 883562899 12 93
AddPlayer 883787449 70 50
AddPlayer 1783209044 -5 80
AddPlayer 688752751 6 60
AddPlayer 41943148 47 430420648
AddPlayer 1238811048 21 31
AddPlayer 1735228202 74 18
AddPlayer 899659770 31 33
AddPlayer 20871561 49 106
IncreasePlayerIDLevel 762670397 5
AddPlayer 882916278 12 93
AddPlayer 1535351623 8 74
MergeGroups 60 8
AddPlayer 1226357209 43 114
AddPlayer 2035535732 88 2
AddPlayer 73501489 61 114
AddPlayer 1065026587 77 41
AddPlayer 1850689453 64 119
AddPlayer 1144333955 29 61
AddPlayer 1170045551 57 72
ChangePlayerIDScore 73501489 66
AddPlayer 1770809983 17 73
AddPlayer -2 45 101
AddPlayer 1104093847 39 -10
AddPlayer 1237205922 33 60
AddPlayer 1051846370 54 47
AddPlayer -6 52 20
AddPlayer 144662842 31 108
AddPlayer 134274342 54 73
AddPlayer -2 63 11
AddPlayer 649507674 36 76
AddPlayer 777624132 29 51
AddPlayer 1802224352 41 24
AddPlayer 1826370392 41 41
AddPlayer 1073785323 55 -10
AddPlayer 281784232 75 76
AddPlayer 458449794 13 80
AddPlayer 448114005 48 103
RemovePlayer 2079247258
AddPlayer 79418732 11 7
AddPlayer 568361203 85 112
AddPlayer -4 59 56
AddPlayer 988997954 23 53
AddPlayer 2080322429 65 19
AddPlayer 1845221583 34 72
AddPlayer 2121451389 28 101
AddPlayer 894129224 69 95
ChangePlayerIDScore 0 106
AddPlayer 1240884219 60 99
AddPlayer 485999362 53 33
AddPlayer 974759986 33 113
AddPlayer 437353279 357529535 74
AddPlayer 568361203 47 58
AddPlayer 748691252 146076020 132
AddPlayer 150172525 45 26
AddPlayer 1956019184 58 101
AddPlayer 62480130 62 76
AddPlayer -8 30 56
AddPlayer 1115373519 86 37
AddPlayer 2056899697 43 31
IncreasePlayerIDLevel 745508846 1
AddPlayer 196341911 85 65
IncreasePlayerIDLevel 649507674 5
AddPlayer 873237096 4 7
AddPlayer 1981722014 37 108
RemovePlayer 1172932274
AddPlayer 624174649 76 40
ChangePlayerIDScore 899659770 76
AddPlayer 32640089 50 98
MergeGroups 41 56
AddPlayer 402300962 37 60
AddPlayer 308905088 63 135
AddPlayer -4 80 111
AddPlayer 406041520 58 133
AddPlayer 1651272042 2 55
AddPlayer 650844695 21 55
AddPlayer 660167958 -9 37
AddPlayer -7 75 117
AddPlayer 1764168186 13 124
AddPlayer 617756632 73 50
AddPlayer 1116218377 6 3
AddPlayer 1682429807 60 193383348
AddPlayer 1539195477 66 33
AddPlayer 711991630 59 107
AddPlayer 57737654 17 102
