Init 99 180
AddPlayer 74785923 -1 63
AddPlayer 1338012483 79 25
AddPlayer 1477352096 75 98
AddPlayer 194653292 10 33
AddPlayer 228321390 6 54
AddPlayer 1477352096 78 159
AddPlayer 501827944 52 43
AddPlayer 1339895262 78 84
AddPlayer 1456967931 52 94
AddPlayer 696191288 413477082 58
AddPlayer 209957500 20 1
AddPlayer 474208542 67 111
AddPlayer 159041267 31 18
AddPlayer 1195285098 49 8
AddPlayer 209957500 17 21
AddPlayer 1121806297 54 126
AddPlayer 650088835 33 117
AddPlayer 1092481958 75 35
AddPlayer 338790734 82 77
AddPlayer 779496861 76 85
AddPlayer 2015337382 65 30
AddPlayer 520708930 25 97
AddPlayer 786963226 73 79
RemovePlayer 1092481958
AddPlayer 1121806297 38 139
AddPlayer 1153354792 7 173
AddPlayer 1053756901 43 57
AddPlayer 1915219839 74 19
AddPlayer 1541447808 66 99
AddPlayer 304236872 14 56
AddPlayer 199006183 15 73
AddPlayer 1679415897 43 108
AddPlayer 57315458 96 272041819
AddPlayer 1338012483 18 1
AddPlayer 1348836170 90 77
AddPlayer 228905063 4 170
AddPlayer 1175977291 99 137
AddPlayer 304236872 57 64
AddPlayer 1644566072 65 110
AddPlayer 1850200814 74 120
AddPlayer 686840379 52 -4
AddPlayer 1463279734 48 129
AddPlayer 457719473 51 113
AddPlayer 692647990 2 106
AddPlayer 500195831 45 162
AddPlayer 1491021617 59 98
AddPlayer 1053756901 80 102
AddPlayer 90310022 17 162
IncreasePlayerIDLevel 47140783 3
AddPlayer 1749990569 25 137
AddPlayer 1467257016 28 -9
AddPlayer 1153407850 54 97
AddPlayer 1219466490 15 47
AddPlayer 1097146451 32 168
AddPlayer 1597450655 38 145
AddPlayer 1635034672 36 100
AddPlayer 433158045 84 49
AddPlayer 1563344806 15 87
AddPlayer 1928536257 55 122
AddPlayer 275973357 -4 17
AddPlayer 205872546 18 138
AddPlayer 370391368 70 153
AddPlayer 191337490 36 20
AddPlayer 96346599 2 150
AddPlayer 1488253609 46 164
AddPlayer 1356532275 82 5
AddPlayer 181244515 43 75
AddPlayer 2113264203 1343387452 127
AverageHighestPlayerLevelByGroup 0 42
AddPlayer 338790734 96 122
AddPlayer -5 3 146
AddPlayer 1442202699 139738024 21
AddPlayer 540011974 53 113
AddPlayer 1376054754 15 7
ChangePlayerIDScore 1644566072 65
AddPlayer 1725210561 16 160
AddPlayer 6897625 34 148
AddPlayer 1014091242 30 69
AddPlayer -2 16 116
AddPlayer 0 11 3
AddPlayer 1899164023 551224248 130
AddPlayer 1689431689 22 1892907140
AddPlayer 1639791628 90 -4
AddPlayer 762339832 97 1273466866
AddPlayer 1153425536 72 20
AddPlayer 1744364028 5 20
AddPlayer 1864164622 9 142
AverageHighestPlayerLevelByGroup 70 1
AddPlayer 775540381 91 172
AddPlayer 449350164 67 175
AddPlayer 1573690036 71 112
AddPlayer 73194792 71 75
AddPlayer 401545188 13 26
AddPlayer 1387567304 77 62
AddPlayer 81308545 38 77
AddPlayer 2075542781 41 32
AddPlayer 1219466490 64 172
AddPlayer 520708930 53 127
AddPlayer 219860720 6 157
AddPlayer 1121806297 81 133
AddPlayer 590320975 69 8
AddPlayer 207486415 16 89
AddPlayer 1535671514 88 170
AddPlayer 1483652531 81 167
GetPercentOfPlayersWithScoreInBounds 32 168 0 0
AddPlayer 10105544 38 139
AddPlayer 894284774 10 46
AddPlayer 2026435901 73 24
AddPlayer 1232132462 38 30
AddPlayer 268615013 21 16
AddPlayer 1241900512 196050644 119
AddPlayer 181244515 66 103
AddPlayer 1974630295 76 90
AddPlayer 2082103489 24 976160724
AddPlayer 1732042860 63 172
AddPlayer 1549134446 57 163
AverageHighestPlayerLevelByGroup 21 1
AddPlayer 741903984 71 4
AddPlayer 1314097159 19 57
RemovePlayer 1219466490
AddPlayer 521214055 42 124
AddPlayer 2022815242 4 -9
MergeGroups 72 22
AddPlayer 1848774427 40 11
AddPlayer 1734091417 6 98
AddPlayer 2054304159 11 83
AddPlayer 73194792 70 124
AddPlayer 2076753807 85 95
AddPlayer 449350164 45 37
ChangePlayerIDScore 304236872 6
AddPlayer 236129591 46 167
AddPlayer 1784570487 37 25
AddPlayer 1941689176 79 54
AddPlayer 420233398 65 51
AddPlayer -8 98 89
AddPlayer 1356532275 94 68
ChangePlayerIDScore 1850200814 164
AddPlayer 1153407850 27 20
AddPlayer 304327186 16 178
AddPlayer 2106208068 19 161
AddPlayer 390374760 54 87
AddPlayer 1939164176 3 146
AddPlayer 798660971 56 78
RemovePlayer 420233398
AddPlayer 1843600672 6 137
AddPlayer 19438353 80 87
AddPlayer 1153407850 88 33
AddPlayer 39948557 1022045716 36
AddPlayer 1582004483 29 178
AddPlayer 394241716 73 126
GetPercentOfPlayersWithScoreInBounds 7 173 0 0
AddPlayer 2029282047 51 33
AddPlayer 1463647124 51 95
AddPlayer 162603594 55 90
AddPlayer 420026549 95 166
AddPlayer 1187289244 69 38
GetPercentOfPlayersWithScoreInBounds 16 127 0 0
AddPlayer 1747594264 33 163
AddPlayer 342415987 12 70
AddPlayer 1881325418 15 67
AddPlayer 1025063671 15 35
AddPlayer 1793417051 97 87
AddPlayer 960341473 12 116
AddPlayer 1848774427 88 125
AddPlayer 476303927 24 63
AddPlayer 44963411 67 102
AddPlayer 1925969531 30 -1
AverageHighestPlayerLevelByGroup 11 1
AddPlayer 1646607196 29 147
AddPlayer 1529236723 97 14
AddPlayer 1456300461 13 -7
AddPlayer 108167149 89 2
AddPlayer 1952577086 17 73
ChangePlayerIDScore 1939164176 120
AddPlayer 574614723 27 85
AddPlayer 627139012 13 166
AddPlayer 139239994 75 169
AddPlayer 114301599 3 68
AddPlayer 1878090497 37 94
AddPlayer 2093412340 13 11
AddPlayer 1864579506 1 51
AddPlayer 2064492156 71 20
AddPlayer 273522970 -1 136
AddPlayer 2002520302 79 99
AddPlayer 527084324 67 87
ChangePlayerIDScore 1939164176 12
AddPlayer 2024314272 81 42
AddPlayer 779496861 67 103
AddPlayer 175802944 836355813 16
AddPlayer 1739620449 25 178
AddPlayer -2 65 83
AddPlayer 443348608 68 136
AddPlayer 340025228 35 122
AddPlayer 1186509398 22 90
AddPlayer 131586621 76 140
AddPlayer 94521417 78 147
AddPlayer 1297734857 13 15
AddPlayer 475689681 38 175
AddPlayer 1765897032 1254568249 41
ChangePlayerIDScore 2064492156 157
AddPlayer 670641088 17 36
AddPlayer 1060335768 73 50
AddPlayer 1763860172 81 128
AddPlayer 965066358 50 24
AddPlayer 648083728 16 4
GetPercentOfPlayersWithScoreInBounds 49 37 0 0
AddPlayer -6 77 110
AddPlayer -10 65 113
AddPlayer 1178709289 85 100
AddPlayer 517805223 24 145
AddPlayer 1522947100 50 77
AddPlayer 722557408 11 171
AddPlayer 1775078854 17 88
AddPlayer 300864411 63 152
AddPlayer 1566720876 25 180
MergeGroups 84 90
AddPlayer 945791404 52 175
AddPlayer 2033554418 29 49
AddPlayer 1386716372 5 120
