Init 22 187
AddPlayer 326232064 20 123
AddPlayer 1002907958 7 28
AddPlayer 81131085 16 135
AddPlayer 1268581425 9 5
AddPlayer 1714649782 15 70
AddPlayer 323387895 7 35
AddPlayer -9 6 135
AddPlayer 768211468 1 68
AddPlayer 1875600760 22 62
AddPlayer 1817123014 18 8
AddPlayer 652400353 17 17
AddPlayer 1265449668 16 157
AddPlayer 1300314034 22 148
AddPlayer 164482211 13 150
AddPlayer 425587182 15 96
AddPlayer 1426468446 22 15
AddPlayer 1312142261 19 2
AddPlayer 972689425 7 88
AddPlayer 768211468 19 123
AddPlayer 1268581425 11 129
AddPlayer 1250082776 5 135
AddPlayer -8 15 142
AddPlayer 1300314034 4 169
AddPlayer 180776351 9 154
AddPlayer 1707346675 19 187
AddPlayer 1920962731 21 14
AddPlayer 1426468446 13 125
AddPlayer 1920962731 6 94
AddPlayer 1464499533 20 139
AddPlayer 1721261085 -1 182
AddPlayer 1707346675 21 50
AddPlayer 1238205933 9 151
AddPlayer 2096327269 2 58
AddPlayer 1311186088 20 36
AddPlayer -9 10 31
AddPlayer 1867437147 19 166
AddPlayer 644102453 13 37
AddPlayer 44197058 22 32
AddPlayer 730006084 17 4
AddPlayer 1694081405 14 71
AddPlayer 1033250034 1 78
AddPlayer 1433346914 15 54
AddPlayer 1436189606 21 1
AddPlayer 1566947069 5 138
AddPlayer 328564950 20 72
AddPlayer 1959610786 6 136
AddPlayer 1565106144 15 35
AddPlayer 1565106144 11 9
AddPlayer 338100416 17 74
AddPlayer 484954855 6 133
AddPlayer 634184697 8 137
AddPlayer 1712655293 3 17
AverageHighestPlayerLevelByGroup 19 1
AddPlayer 665838475 2094398696 187
AddPlayer 1892214983 19 177
AddPlayer 1679480676 16 84
AddPlayer -1 18 5
AddPlayer -3 10 33
AddPlayer 1920962731 14 134
AddPlayer 1694081405 21 134
AddPlayer 2052396194 15 116
AddPlayer 53689308 18 167
AddPlayer 1489138467 15 86
AddPlayer 644102453 21 141
AddPlayer 1465043628 19 53
AddPlayer 8282229 16 112
AddPlayer 7847760 12 109
AddPlayer 1565106144 7 87
AddPlayer 249283128 22 138
AddPlayer 1867437147 11 148
AddPlayer 238712249 10 183
AddPlayer 478866516 2 118
AddPlayer 1102723897 11 23
AddPlayer 500243311 10 169
AddPlayer 1000265560 20 101
AddPlayer 500243311 21 60
AddPlayer 1683902538 2 175
AddPlayer 2052396194 8 6
GetPercentOfPlayersWithScoreInBounds 17 4 0 0
AddPlayer 1884256592 21 170
AddPlayer 1620057955 3 140
AddPlayer 1730891734 17 42
AddPlayer 961275744 15 165
AddPlayer 2109412296 10 120
AddPlayer 1483313202 8 78
AddPlayer 908206840 19 99
AddPlayer 1596515496 6 38
AddPlayer 63421529 2 7
AddPlayer 1000265560 21 179
AddPlayer 146034973 12 65
AddPlayer 535701440 8 177
AddPlayer 1583789131 17 149
AddPlayer 441850208 -5 53
MergeGroups 21 7
AddPlayer 72815449 5 2
AddPlayer 238712249 1 8
AddPlayer 472723182 17 180
AddPlayer 1199051607 13 118
AddPlayer 974426623 18 84
AddPlayer 405807645 14 23
AddPlayer 1874070236 5 156
AddPlayer 559938928 17 74
AddPlayer 2058386365 7 171
AddPlayer 1121842790 9 108
AddPlayer 684865174 7 166
AddPlayer 1179997936 14 175
AddPlayer 1305635704 20 57
AddPlayer 1543927323 21 110
AddPlayer 2047010162 1 123
AddPlayer 1863190951 12 61
AddPlayer 1979157694 4 84
AddPlayer 1723050829 2 110
AddPlayer 1565088811 16 58
AddPlayer 513536022 4 62
AddPlayer 376799007 -2 132
AddPlayer 989053038 10 48
AddPlayer 1668253500 8 135
