Init 9 96
AddPlayer 584068030 4 46
AddPlayer 677633053 5 7
AddPlayer 584068030 9 17
AddPlayer 50503170 8 -1
AddPlayer 1859725309 6 85
AddPlayer 2045603091 7 32
AddPlayer 2045603091 9 72
AddPlayer 2099204493 9 78
AddPlayer 696432265 8 94
AddPlayer 1425427052 7 83
AddPlayer 2099204493 3 30
AddPlayer 851752189 2 15
AddPlayer 1370707381 7 68
AddPlayer 2068318684 7 4
AddPlayer 2039416283 7 54
AddPlayer 871339146 4 57
AddPlayer 1105108964 8 46
AddPlayer 1536040646 5 39
AddPlayer 1074820594 1 7
AddPlayer 1279165214 2 87
AddPlayer 1427752335 3 38
AddPlayer 488499483 4 95
AddPlayer 486591386 7 18
AddPlayer 1058535532 6 53
AddPlayer 1425427052 1 71
AddPlayer 1823134126 5 31
AddPlayer 1943478833 3 67
AddPlayer -4 4 36
AddPlayer 488499483 6 48
AddPlayer 1804984463 -10 43
AddPlayer 600266525 4 19
AddPlayer 1331426275 9 66
AddPlayer 1415348460 1 6
AddPlayer 290644664 8 10
AddPlayer 1058535532 3 27
AddPlayer 956407247 5 4
AddPlayer 1235727571 5 8
AddPlayer 1839872604 2 13
AddPlayer 1360596764 8 60
AddPlayer 1839872604 6 45
AddPlayer 627259685 4 53
AddPlayer 1879866942 5 37
AddPlayer 946438779 9 82
AddPlayer 448785341 9 50
AddPlayer 1320939065 5 13
AddPlayer 1674961852 4 34
AddPlayer 169694823 8 82
AddPlayer 1042616533 3 53
AddPlayer 1005436531 9 46
AddPlayer 700638624 9 51
AddPlayer 1604889153 8 49
AddPlayer 1992426070 8 50
AddPlayer 115503926 1 53
AddPlayer 1850805827 8 91
AddPlayer 123128113 4 64
AddPlayer 200481178 2 56
AddPlayer 283411230 7 63
AddPlayer 40532284 1 49
AddPlayer 1913721050 9 26
AddPlayer 1999292623 1 69
AddPlayer 432519349 6 60
AddPlayer 1594257141 6 25
AddPlayer 1952564018 9 49
AddPlayer 2069690978 8 71
AddPlayer 1522422668 2 45
AddPlayer 1941135757 2 75
AddPlayer -1 5 72
AddPlayer -3 7 36
AddPlayer 471270355 8 13
AddPlayer 1074820594 4 52
AddPlayer 30785784 4 18
AddPlayer 501496386 4 40
AddPlayer 588534681 7 41
AddPlayer 794189462 2 85
AddPlayer 41260272 3 63
AddPlayer 614380918 9 90
AddPlayer 1757989542 7 70
AddPlayer 248489013 9 60
AddPlayer 587365325 9 71
AddPlayer 1406963226 8 89
AddPlayer 1970207605 3 46
AverageHighestPlayerLevelByGroup 0 17
AddPlayer 1604889153 2 34
AddPlayer 1358464350 4 9
AddPlayer 1163558075 9 76
AddPlayer 1674961852 9 64
AddPlayer 587365325 2 87
AddPlayer 1874474875 4 2
AddPlayer 1074820594 7 9
AddPlayer 290719350 2 3
AddPlayer 530727545 -7 61
AddPlayer 1068594061 6 72
AddPlayer 579981894 8 6
AddPlayer 1148662955 4 46175168
AddPlayer 1105108964 3 43
AddPlayer 1566801409 3 13
AddPlayer 354899283 5 11
AddPlayer 989622701 9 20
AddPlayer 1415348460 2 58
AverageHighestPlayerLevelByGroup 7 9
AddPlayer -6 2 26
AddPlayer 468387391 3 74
AddPlayer 989622701 2 38
AddPlayer 842111650 7 -2
AddPlayer 1801618639 8 87
AddPlayer 543596876 2 45
AddPlayer 64335843 7 8
AddPlayer 1594257141 5 78
AddPlayer 842603786 2 39
AddPlayer 279635845 1 12
AddPlayer 1798579508 8 80
AddPlayer 1921146354 1 11
AddPlayer 614380918 3 22
AddPlayer 1794726663 1 52
AddPlayer 2063937411 6 -6
AddPlayer 1979088726 4 54
AddPlayer 143638341 6 25
AddPlayer 694438591 5 18
AddPlayer 749882700 7 93
AddPlayer 123128113 1 60
AddPlayer 254964101 9 2
AddPlayer 1222343260 2 35
AddPlayer 230982445 3 28
AddPlayer 356412496 1 64
AddPlayer 853918642 9 22
AverageHighestPlayerLevelByGroup 2 7
AddPlayer 587365325 7 59
AddPlayer 688704767 5 9
AddPlayer 1501459945 4 68
AddPlayer 2134348376 8 88
AddPlayer 953544716 7 34
AddPlayer 1673435485 8 69
AddPlayer 14818601 3 22
RemovePlayer 290644664
AddPlayer 1339358996 8 69
AddPlayer 1138966003 3 38
AddPlayer 247020765 9 61
GetPercentOfPlayersWithScoreInBounds 0 52 0 0
AddPlayer 1553861695 6 20
AddPlayer 953544716 6 88
IncreasePlayerIDLevel 600266525 6
AddPlayer 143638341 1 8
AddPlayer 463439905 -8 48
AddPlayer 1900788676 2 44
AddPlayer 1488372997 5 71
AddPlayer 1511204117 -5 28
AddPlayer 308988592 5 52
AddPlayer 1260016393 4 38
AddPlayer 1906873009 7 40
AddPlayer 1274343834 4 58
AddPlayer 501427126 9 73
AddPlayer 479894905 8 35
AddPlayer 1580689884 2 50
AddPlayer 187334767 9 10
AddPlayer 146992726 2 84
AddPlayer 1298758033 3 67
AddPlayer 1406963226 3 43
AddPlayer 319267129 7 10
AddPlayer 308336370 5 78
AddPlayer 1501459945 6 1
AddPlayer 1476608963 8 56
ChangePlayerIDScore 428861352 74
AddPlayer 1528153353 7 23
AddPlayer 509975971 4 53
AddPlayer 855876413 7 54
AddPlayer 377221049 5 83
ChangePlayerIDScore 1674961852 64
AddPlayer 687318329 5 50
AddPlayer 1992647229 6 16
AddPlayer 1753583080 3 -2
AddPlayer 1284464430 4 -1
AddPlayer 575116499 6 77
GetPercentOfPlayersWithScoreInBounds 0 13 0 6
ChangePlayerIDScore 842603786 74
AddPlayer 373725015 1 68
AddPlayer 1337616185 5 55
AddPlayer 1272419568 9 67
AddPlayer 1493301464 5 45
AddPlayer 727139029 7 36
AddPlayer 1918652654 9 42
AddPlayer 112348155 2 2
AddPlayer 600266525 4 7
AddPlayer 1573754763 7 57
AddPlayer 982864953 6 55
AddPlayer 1410272225 4 28
AddPlayer 1839872604 5 35
AddPlayer 1532547934 7 79
MergeGroups 8 2
AddPlayer 1975650233 2 49
AddPlayer 403833582 7 64
AddPlayer 1232360419 5730084 9
AddPlayer 504307359 7 46
AddPlayer 2124997775 5 73
AddPlayer 1493301464 6 48
AddPlayer 753493217 5 85
AddPlayer 1493301464 4 43
AddPlayer 1509647151 5 20
AddPlayer 1207612203 6 24
AddPlayer 116716045 1 44
AddPlayer 423627252 7 54
AddPlayer 1068559177 6 30
AddPlayer 1735051500 5 3
AddPlayer 2049493768 1 25
AverageHighestPlayerLevelByGroup 3 9
AddPlayer 1536040646 5 48
AddPlayer 1133088864 4 15
AverageHighestPlayerLevelByGroup 7 22
AddPlayer 1442982547 8 21
AddPlayer 954021193 3 16
AddPlayer 1487240224 6 39
AddPlayer 2048401410 5 9
ChangePlayerIDScore 871339146 52
AddPlayer -8 3 67
AddPlayer 1137061068 8 93
RemovePlayer 1488372997
AddPlayer 948746509 8 81
GetPercentOfPlayersWithScoreInBounds 8 3 0 0
AddPlayer 2121138718 3 1656446501
AddPlayer -7 5 53
AddPlayer 1296814511 7 53
AddPlayer 539344330 7 71
AddPlayer 218499755 5 27
AddPlayer 777750824 9 -10
AddPlayer 369549066 3 11
AddPlayer 171186624 4 11
AddPlayer 1787955435 1 35
AddPlayer 2040196333 2 23
ChangePlayerIDScore 423627252 39
AverageHighestPlayerLevelByGroup 0 18
AddPlayer 104919684 8 78
GetPercentOfPlayersWithScoreInBounds 1597224481 55 0 0
AddPlayer 667416110 8 68
AddPlayer 1865877836 9 22
AddPlayer 919909618 8 75
AddPlayer 41952275 6 69
AddPlayer 1735051500 3 10
AddPlayer 793368770 7 37
GetPercentOfPlayersWithScoreInBounds 0 22 0 0
RemovePlayer 584068030
AddPlayer 352229766 4 38
AddPlayer 626602169 8 45
AddPlayer 249869464 9 84
AddPlayer 333633099 6 -4
AddPlayer 700488490 9 -5
AddPlayer 638875500 1 14
AddPlayer 387917604 1 5
AddPlayer 1045943571 6 94
AddPlayer 1426714602 8 62
AddPlayer 2048348797 3 82
AddPlayer 1958931284 2 62
AddPlayer 1121668180 9 27
AddPlayer 2037300819 7 2
AddPlayer 1859594334 2 34
AddPlayer -9 2 13
AddPlayer 1869740592 7 43
AddPlayer 475534483 4 42
AddPlayer 687499633 4 25
AddPlayer 82129922 6 94
AddPlayer 30081336 3 90
AddPlayer 989313720 6 50
AddPlayer 844385868 2 78
AddPlayer 952739337 7 -3
AddPlayer 998463646 1 35
AddPlayer 169694823 7 78
AddPlayer 1692726798 9 29
ChangePlayerIDScore 146992726 36
AddPlayer 544069128 8 72
AddPlayer 501427126 7 35
AddPlayer 1213585312 7 77
AddPlayer 1185764659 9 51
AddPlayer 2106982429 4 1547190824
AddPlayer 1036584344 8 58
AddPlayer 572486109 1 49
AddPlayer 38922107 4 30
AddPlayer 1352538423 4 57
IncreasePlayerIDLevel 403833582 4
AddPlayer 1121668180 4 90
AddPlayer 2084032418 4 84
AddPlayer 2137909506 8 16
AddPlayer 1690242046 8 30
AddPlayer 1655194276 3 -3
AddPlayer 591526516 4 76
