Init 23 144
AddPlayer 236781393 8 118
AddPlayer 1899167254 12 53
AddPlayer 164493612 10 20
AddPlayer 110038168 1 133
AddPlayer 715359929 5 23
AddPlayer 338216566 12 46
AddPlayer 338216566 17 58
AddPlayer 608664151 4 126
AddPlayer 832412352 22 57
AddPlayer 1337748442 6 62
AddPlayer 640614437 15 26
AddPlayer 2082498951 8 79
AddPlayer 173933773 15 15
AddPlayer 2086941096 17 130
AddPlayer 832412352 2 76
AddPlayer 884602491 11 126
AddPlayer 1405057574 21 121
AddPlayer 2101704863 7 129
AddPlayer 452099300 21 119
AddPlayer 2055848538 13 85
AddPlayer 1418785003 3 -10
AddPlayer 1003483112 14 84
AddPlayer 1899167254 16 115
AddPlayer 1417912122 16 16
AddPlayer 904323197 12 48
AddPlayer 1275329236 22 132
AddPlayer 1203433830 20 126
AddPlayer 1935731720 10 77
AverageHighestPlayerLevelByGroup 0 14
AddPlayer 2146543100 12 57
AddPlayer 1402084411 5 59
AddPlayer 1040544750 16 77
AddPlayer 611841222 22 21
AddPlayer 1057700693 2 96
AddPlayer 1357871871 5 97
AddPlayer 1241349812 18 109
AddPlayer 518166442 2 137
AddPlayer 1730728658 4 94
AddPlayer 1257486555 23 109
AddPlayer 2100010787 19 55
AddPlayer 1823988090 14 141
AddPlayer 461732341 9 92
AddPlayer -3 5 126
AddPlayer 313800751 20 -1
AddPlayer 1003483112 10 104
AddPlayer 1905027348 10 1370952607
AddPlayer 109104843 18 82
AddPlayer 769877809 0 93
AddPlayer 1786878860 21 128
GetPercentOfPlayersWithScoreInBounds 0 8 0 0
AddPlayer 844640240 3 131
AddPlayer 522624397 1 123
AddPlayer 1778319039 11 84
IncreasePlayerIDLevel 2082498951 2
AddPlayer 925722490 6 97
AddPlayer 1685971920 18 87
AddPlayer 1045765360 23 55
AddPlayer 2047879056 21 46
AddPlayer 93418482 14 3
AddPlayer 2101704863 23 93
AddPlayer 1575918011 0 130
AddPlayer 960998868 12 142
AddPlayer 1234448650 4 91
AddPlayer 838747748 16 59
AddPlayer 91045117 3 118
AddPlayer 493210483 23 13
AddPlayer 708049215 12 68
AddPlayer 1234231153 2 4
AddPlayer 1673852677 14 108
AddPlayer 585257635 10 67
AddPlayer 1687578222 12 7
AddPlayer 1885091773 10 88
AddPlayer 1304757753 6 43
AddPlayer 244897575 10 42
AddPlayer 461695329 22 139
RemovePlayer 884602491
AddPlayer 1626469287 5 90
AddPlayer 0 22 133
AddPlayer 1057107420 11 86
AddPlayer 281300012 2 104
AddPlayer 854197689 21 11
AddPlayer 608664151 20 74
AddPlayer 843625284 12 25
AddPlayer 1019500796 18 61
AddPlayer 732946133 10 82
AddPlayer 763657440 12 45
AddPlayer 1175540308 13 89
AddPlayer 771765108 15 117
ChangePlayerIDScore 2086941096 130
AddPlayer 111038473 9 100
AddPlayer 419328992 13 139
AddPlayer 873514957 11 103
AddPlayer 636052158 15 97
AddPlayer 1730728658 18 94
AddPlayer 1425267682 -4 98
AddPlayer 1800220001 16 88
AddPlayer 169700327 -10 129
AddPlayer 16147819 16 5
AddPlayer 1823333030 16 117
AddPlayer 1057107420 11 36
AddPlayer 921331865 -2 62
AddPlayer -7 15 69
AddPlayer 95569056 17 17
AddPlayer 1337748442 17 49
AddPlayer 89929782 11 144
AddPlayer 215056705 9 88
AddPlayer 1586663873 -5 33
AddPlayer 452099300 7 73
AddPlayer 2061094524 23 131
AddPlayer 2105045065 10 95
AddPlayer 1012061558 18 26
AddPlayer 784451311 5 16
AddPlayer 765162307 10 137
MergeGroups 2 10
AddPlayer 1157484292 15 81
AddPlayer 1016959993 3 144
AddPlayer 270407778 6 19
AddPlayer 1944680290 15 85
AddPlayer 1893005588 8 138
AddPlayer 754441945 22 44
AddPlayer 567558624 -5 17
AddPlayer 1885091773 17 95
AddPlayer 439011897 -10 61
AddPlayer 1408716417 17 37
AddPlayer 1356207452 20 134
AddPlayer 784734674 3 12
AddPlayer 1027533639 11 81
AddPlayer 1404527647 16 66
AddPlayer 756876080 17 102
AddPlayer 641956942 18 103
AddPlayer 388656369 11 1524231261
ChangePlayerIDScore 15205811 51
AddPlayer 302096690 -5 80
AddPlayer 960998868 14 10
AddPlayer 1985189743 20 56
AddPlayer 1897556996 4 138
AddPlayer 1148139359 2 78
GetPercentOfPlayersWithScoreInBounds 0 144 0 0
AddPlayer 1439210709 8 51
AddPlayer 1167942264 3 42
AddPlayer 1881221568 5 31
AddPlayer 1112535807 9 131
AddPlayer 1070419421 1 135
AddPlayer 474633988 3 142
AddPlayer 1537830269 8 12
AddPlayer 2144794829 13 107
AddPlayer 382763467 1520870221 104
RemovePlayer 754441945
AddPlayer 1990736340 2 104
IncreasePlayerIDLevel 1685971920 3
AddPlayer 1200473199 15 99
AddPlayer 1059285806 13 92
AddPlayer 363156010 15 19
AddPlayer 1168994296 20 93
AddPlayer 48063829 10 126
AddPlayer 467099756 8 69
AddPlayer 1876845527 21 133
AddPlayer 1866201729 14 88
AddPlayer 1353663064 1588787300 45
AddPlayer 2030513185 22 1
AddPlayer 1540030595 7 83
AddPlayer 1020076875 21 98
AddPlayer 1404527647 5 30
AddPlayer 1012061558 18 19
AddPlayer 99709017 2 71
AddPlayer 1468191120 6 26
AddPlayer 7299367 11 74
AddPlayer 1403822539 21 77
AddPlayer 1586778497 7 24
AddPlayer 1234149382 17 35
AddPlayer 1482995746 7 13
AddPlayer 832412352 9 87
AddPlayer 1221502911 4 138
AddPlayer 1783007892 16 134
RemovePlayer 1482995746
ChangePlayerIDScore 1241349812 126
AddPlayer 819219366 16 89
AddPlayer 589881821 11 6
AddPlayer 1572683098 22 108
AddPlayer 1937419522 11 89
AddPlayer 2032897505 2 143
AddPlayer 1858438426 4 69
IncreasePlayerIDLevel 2100010787 6
AddPlayer 1937419522 18 113
AddPlayer 940851531 15 38
AddPlayer -6 17 57
ChangePlayerIDScore 7299367 19
AddPlayer 537473970 20 79
AddPlayer 999908429 6 4
ChangePlayerIDScore 1304757753 72
AddPlayer 1745969003 11 79
AverageHighestPlayerLevelByGroup 18 4
AddPlayer 1617986865 4 45
AddPlayer 95569056 12 100
AddPlayer 150845819 3 50
AddPlayer 80175782 21 65
AddPlayer 819277928 5 106
AverageHighestPlayerLevelByGroup 0 7982
AddPlayer 2027330726 11 115
AddPlayer 233975598 21 6
AddPlayer 1348374775 6 40
AddPlayer 2085918514 19 112
AddPlayer 517221533 15 64
AddPlayer 132359730 16 57
AddPlayer 112179611 19 23
AddPlayer 192124658 13 29
AddPlayer 585355682 13 89
AddPlayer 756190111 3 1
AddPlayer 1549550903 22 11
AddPlayer 1730813159 3 35
AddPlayer -6 8 144
AddPlayer 1507853256 3 37
AddPlayer 1233098922 7 63
AddPlayer 281300012 3 139
AddPlayer 2046694714 10 108
AddPlayer 304416610 5 46
AddPlayer 1471049674 14 99
AddPlayer 1253703590 3 24
AddPlayer 121510800 11 108
AddPlayer -2 1 24
AddPlayer 1610221277 17 112
AddPlayer 1513243948 14 129
AddPlayer 446684123 15 54
AddPlayer 1746738173 22 130
AddPlayer 1595234883 2 -7
AddPlayer 1241349812 20 139
GetPercentOfPlayersWithScoreInBounds 14 99 0 0
AddPlayer 2096608000 7 115
AddPlayer 183500834 9 64
AddPlayer 1034544508 12 93
AddPlayer 1730813159 1 32
IncreasePlayerIDLevel 784451311 6
AddPlayer 1015156779 2 72
AddPlayer 1832326544 8 110
AddPlayer 1103765751 1 59
AddPlayer 1170054840 5 125
AddPlayer 282680443 21 57
IncreasePlayerIDLevel 715359929 1
ChangePlayerIDScore 904323197 72
AddPlayer 1489510646 7 9
AddPlayer 233557976 16 136
AddPlayer 1108330893 23 102
AddPlayer 1538266568 1259758395 70
AddPlayer 1859053574 18 32
MergeGroups 736537787 15
AddPlayer 1565136515 5 22
AddPlayer 317074667 13 92
AddPlayer 1739048349 1 3
AddPlayer 1416711360 5 36
AddPlayer 565379726 21 5
AddPlayer 1375606942 4 97
ChangePlayerIDScore 164493612 141
AddPlayer 1483520001 7 9
AddPlayer 422887958 17 46
AddPlayer 1423579694 10 92
AddPlayer 1275329236 18 84
AddPlayer 1285501993 21 117
AddPlayer 1375606942 4 19
AddPlayer 111038473 21 70
AddPlayer 1562051393 15 124
AddPlayer 599510162 20 71
IncreasePlayerIDLevel 522624397 9
AddPlayer 1872286016 7 74
AddPlayer 1018922355 14 18
AddPlayer 1626354798 13 111
AddPlayer -9 5 140
AddPlayer 1880474942 17 85
AddPlayer -5 20 13
GetPercentOfPlayersWithScoreInBounds 12 25 0 0
AddPlayer 583018433 19 73
RemovePlayer 1897556996
AddPlayer 1858752387 14 125
AddPlayer 1895892850 14 24
AddPlayer 1311496782 10 55
AddPlayer 274852430 1 32
AddPlayer 947621620 5 59
AddPlayer 838549700 11 129
AddPlayer 1707602857 13 32
AddPlayer 1695612619 3 -8
AddPlayer 77287010 11 42
AddPlayer 406311938 7 122
AddPlayer 428842817 20 33
AddPlayer 2080199488 10 14
AddPlayer 1354268017 9 130
AddPlayer 901668026 13 36
AddPlayer 1963059749 14 4
AddPlayer 1543094244 21 87
AddPlayer 1174389267 21 91
AddPlayer -10 16 75
AddPlayer 978097394 16 86
AddPlayer 1701105600 10 59
AddPlayer 25621600 18 140
AddPlayer 150845819 13 4
AddPlayer 790245200 16 101
AddPlayer 1191969903 7 28
AddPlayer 1379658549 11 126
MergeGroups 1 7
AddPlayer 785373651 17 126
AddPlayer 299347684 19 96
ChangePlayerIDScore -8 144
AddPlayer -2 16 64
ChangePlayerIDScore -7 42
MergeGroups 13 1
AddPlayer 1001599816 17 1
AddPlayer 1147349397 10 22
ChangePlayerIDScore 1354268017 132
AverageHighestPlayerLevelByGroup 0 19
AddPlayer 1803786966 5 136
AddPlayer 591515842 23 124
AddPlayer 1920321496 7 84
AddPlayer 1749586219 1 69
AddPlayer 734297317 10 27
RemovePlayer 1881221568
AddPlayer 1707987299 17 78
GetPercentOfPlayersWithScoreInBounds 10 137 0 0
AddPlayer 2136784984 15 82
MergeGroups 3 18
AddPlayer 1553787145 16 14
AddPlayer 2006332576 6 84
AddPlayer 1980551702 8 7
AddPlayer 30996649 4 94
AddPlayer 251180342 7 65
AddPlayer 565588240 4 50
AddPlayer 959377259 11 118
AddPlayer 147493387 9 7
ChangePlayerIDScore 1170054840 130
AddPlayer 189305236 20 31
ChangePlayerIDScore 1980551702 38
AddPlayer 819219366 11 22
AddPlayer 320334601 2 38
AddPlayer 960446582 22 132
AverageHighestPlayerLevelByGroup 4 2
AverageHighestPlayerLevelByGroup 0 73
GetPercentOfPlayersWithScoreInBounds 15 54 0 0
MergeGroups 7 12
AddPlayer 1979590643 2 73
AddPlayer 667433389 18 8
AddPlayer 595675237 1 125
IncreasePlayerIDLevel 2100010787 1
ChangePlayerIDScore 1739048349 60
AddPlayer 1755666937 2 49
AverageHighestPlayerLevelByGroup 0 35
AddPlayer 374510184 16 71
AverageHighestPlayerLevelByGroup 0 19
AddPlayer 1893616953 14 126
AddPlayer 1649579901 4 39
AddPlayer 1128133714 11 22
AddPlayer 626563842 9 27
AddPlayer 1581751133 6 19
AddPlayer 915516554 15 54
AddPlayer -4 16 92
MergeGroups 17 20
AddPlayer 1615845336 7 47
AddPlayer 468759498 22 60
GetPercentOfPlayersWithScoreInBounds 8 956933406 1 0
AddPlayer 1869067872 4 82
AddPlayer 1468675436 12 26
GetPercentOfPlayersWithScoreInBounds 0 23 0 0
AddPlayer 551189694 0 42
AddPlayer 1850173800 14 13
AddPlayer 1134678286 16 64
GetPercentOfPlayersWithScoreInBounds 0 38 0 0
IncreasePlayerIDLevel 843625284 1
AddPlayer 1319780084 2 135
AddPlayer 1263241998 8 106
AddPlayer 1639843023 5 17
AddPlayer -6 8 41
AddPlayer 61787106 18 31
AddPlayer 1015156779 6 86
AverageHighestPlayerLevelByGroup 11 3667
AddPlayer 107228904 15 100
MergeGroups 763023081 5
AddPlayer 819219366 13 25
AddPlayer 425625286 15 95
AddPlayer 1894158114 5 32
AddPlayer 109104843 8 62
IncreasePlayerIDLevel 2100010787 3
AddPlayer 369901040 1 96
AddPlayer 2146543100 9 143
AddPlayer 1810459937 4 132
ChangePlayerIDScore 1134678286 104
AverageHighestPlayerLevelByGroup 0 60
AddPlayer 1138183117 9 122
AddPlayer 1329663269 5 2
IncreasePlayerIDLevel 0 6
AddPlayer 39756719 22 55
RemovePlayer 1012061558
AddPlayer 1170054840 5 56
AddPlayer 755170158 19 19
RemovePlayer 468759498
AddPlayer 1359324562 3 97
AddPlayer 1217466808 22 97
AddPlayer 1596384096 3 84
AddPlayer 983524209 19 61
AddPlayer 687876742 17 60
AddPlayer 1652710246 17 49
AddPlayer 230264833 2 14
AddPlayer 1213872107 22 41
MergeGroups 12 5
AddPlayer 1328645690 7 19
AddPlayer 0 7 126
AverageHighestPlayerLevelByGroup 0 255
AddPlayer 2055848538 12 68
IncreasePlayerIDLevel 1917170076 3
AddPlayer 1815954601 12 32
ChangePlayerIDScore 636052158 74
AddPlayer 1372315530 14 79
AddPlayer 2055729433 12 59
IncreasePlayerIDLevel 1800220001 7
AddPlayer 2103144092 514509947 44
AddPlayer -9 8 4
AddPlayer 1844973413 9 6
AddPlayer 1011217468 5 839704699
GetPercentOfPlayersWithScoreInBounds 0 88 0 0
MergeGroups 19 23
AddPlayer 1360755348 10 37
AddPlayer 820527324 23 6
AddPlayer 2009482989 8 128
AddPlayer 786589674 7 105
AddPlayer 2063381187 15 118
AddPlayer 194939163 16 65
RemovePlayer 1937419522
AddPlayer 1216337331 23 60
AddPlayer 176645359 15 135
AddPlayer 415451411 13 133
AddPlayer 1772363156 22 97
MergeGroups 2 18
AddPlayer 1165602233 22 101
RemovePlayer 1639843023
AddPlayer 380529486 10 72
AddPlayer 95604226 19 111
AddPlayer -5 16 47
AddPlayer 1294110706 22 64
AddPlayer 1295917155 16 67
AddPlayer 272199199 6 69
AddPlayer 183323747 3 92
AddPlayer 164493612 5 120
AddPlayer 545857958 16 25
AddPlayer 712892545 21 137
AddPlayer 2137346277 22 69
AddPlayer 699156235 5 46
GetPercentOfPlayersWithScoreInBounds 1 89 0 0
RemovePlayer 233975598
ChangePlayerIDScore 1157484292 -7
AverageHighestPlayerLevelByGroup 6 4
AddPlayer 786860870 6 95
AddPlayer -9 15 42
AddPlayer 1874353259 21 128
ChangePlayerIDScore 1701105600 8
IncreasePlayerIDLevel 712892545 2
AddPlayer 624662302 11 29
IncreasePlayerIDLevel 901668026 1
AddPlayer 521696650 23 52
ChangePlayerIDScore 317074667 86
AddPlayer 586135808 4 24
AddPlayer 1306028371 14 103
GetPercentOfPlayersWithScoreInBounds 0 88 0 0
AddPlayer 793353693 17 65
AverageHighestPlayerLevelByGroup 17 -8
GetPercentOfPlayersWithScoreInBounds 0 25 0 0
AddPlayer 1154235038 11 3
AddPlayer 1769332710 4 129
AddPlayer 116199605 3 25
AddPlayer -1 14 142
AverageHighestPlayerLevelByGroup 0 108
AddPlayer 2138730704 18 43
AddPlayer 1117623806 11 97
AddPlayer 1311496782 1 18
AddPlayer 544914426 15 41
AddPlayer 1337475120 9 8
AddPlayer 930045952 -7 21
ChangePlayerIDScore 641956942 24
AddPlayer 931046228 12 102
RemovePlayer 1294110706
AddPlayer 1227039905 23 28
GetPercentOfPlayersWithScoreInBounds 0 41 0 0
AddPlayer 1909883868 12 62
AverageHighestPlayerLevelByGroup 17 6
AddPlayer 712892545 13 123
AddPlayer 1536367813 18 12
AddPlayer 1904417883 20 923121055
AddPlayer -8 18 14
AddPlayer 2096608000 12 104
AddPlayer 301560986 13 120
AddPlayer 1608282411 3 2
MergeGroups 8 15
AddPlayer -3 21 85
AddPlayer 89929782 10 108
AddPlayer 314430338 16 65
AddPlayer 685366589 10 43
IncreasePlayerIDLevel 1830670112 3
ChangePlayerIDScore 176645359 2
GetPercentOfPlayersWithScoreInBounds 9 10 0 0
AddPlayer 1454730599 22 95
AddPlayer 725086936 6 -4
AddPlayer 1717157019 19 40
AddPlayer 163379525 14 39
AddPlayer 910728693 7 63
AddPlayer 1951800380 7 -4
AddPlayer 1483520001 21 97
AddPlayer 206826046 9 96
RemovePlayer 687876742
AddPlayer 1764144415 23 29
MergeGroups 22 7
AddPlayer 1877712244 18 20
AddPlayer 435091886 4 99
AddPlayer 1935731720 10 82
RemovePlayer 925722490
AddPlayer 281300012 8 118
AddPlayer 196600767 3 22
AddPlayer 1480105990 3 128
AverageHighestPlayerLevelByGroup 0 273
AddPlayer 635882852 9 137
GetPercentOfPlayersWithScoreInBounds 2 1161625791 1 0
AddPlayer 1085468418 18 7
AddPlayer 738542219 16 128
ChangePlayerIDScore 763657440 139
AddPlayer 1354440196 11 31
AddPlayer 655955293 11 -1
AddPlayer 25454138 21 74
AddPlayer 1803786966 3 60
AddPlayer 2105051412 14 930982276
AddPlayer 1360072111 9 88
AddPlayer 1457299943 13 66
AddPlayer 1375624978 8 31
AddPlayer 1486014080 12 121
MergeGroups 14 19
AddPlayer 870771454 12 24
AddPlayer 882982749 15 42
AddPlayer 183323747 22 31
AddPlayer 122505914 12 26
AddPlayer 1886242038 2 140
AddPlayer 1151323069 16 64
GetPercentOfPlayersWithScoreInBounds 0 27 0 0
RemovePlayer -9
AddPlayer 1536627919 10 65
AddPlayer 1005963455 7 9
IncreasePlayerIDLevel 493210483 8
AverageHighestPlayerLevelByGroup 0 16
IncreasePlayerIDLevel 173933773 7
AddPlayer 1858438426 11 123
AddPlayer 786589674 7 82
AddPlayer -1 5 132
AddPlayer 1234149382 23 109
ChangePlayerIDScore 274852430 49
AddPlayer 759312456 12 62
AddPlayer -10 7 51
AverageHighestPlayerLevelByGroup 0 336
IncreasePlayerIDLevel 1903467427 6
AddPlayer 2064569702 15 85
AddPlayer 1944680290 7 43
AddPlayer 934630734 3 59
AddPlayer 520716740 22 56
AddPlayer 584935195 22 7
AddPlayer 553233963 7 10
AddPlayer 1118871938 15 106
AverageHighestPlayerLevelByGroup 16 -7
AddPlayer 1798268768 11 111
AddPlayer 1025646733 14 110
AddPlayer 1989057823 13 115
AddPlayer 1728040828 21 103
AddPlayer 1432564256 7 107
AddPlayer 521144565 7 -3
AddPlayer 110838522 10 143
AddPlayer 575119787 3 40
AddPlayer 80989791 14 36
AverageHighestPlayerLevelByGroup 0 243
AddPlayer 968546775 3 54
AddPlayer 1922857891 7 9
AddPlayer 22921444 9 61
MergeGroups 11 17
AddPlayer 1362112606 14 62
AddPlayer 344402792 23 117
RemovePlayer 1168994296
AddPlayer 467603966 14 110
AddPlayer 2083294621 3 1
AddPlayer 6109148 16 78
AddPlayer 1830494012 0 105
RemovePlayer 819277928
AddPlayer 1244833445 12 5
AddPlayer 214839812 12 42
AddPlayer 1980551702 9 130
AddPlayer 664304690 3 13
AddPlayer 938592126 8 40
ChangePlayerIDScore 1536627919 17
AddPlayer 1964918304 3 79
AddPlayer 281360041 6 45
AddPlayer 236781393 12 103
AddPlayer 1571608069 2113399607 21
RemovePlayer 545857958
AverageHighestPlayerLevelByGroup 2 4340
GetPercentOfPlayersWithScoreInBounds -10 79 0 0
IncreasePlayerIDLevel 681339140 9
AddPlayer 1778072954 2 106
AddPlayer 1630792816 13 87
ChangePlayerIDScore 272199199 1832901195
AddPlayer 1498835486 23 78
MergeGroups 8 -3
AddPlayer 1619165449 9 31
IncreasePlayerIDLevel 196600767 2
AddPlayer 111038473 18 106
MergeGroups 8 3
RemovePlayer -2
AddPlayer 1117223485 20 47
AddPlayer 898053794 9 78
GetPercentOfPlayersWithScoreInBounds 22 47 0 0
AddPlayer 898865591 21 108
IncreasePlayerIDLevel 1118871938 9
AddPlayer 2142842160 10 46
AddPlayer 952518716 23 77
ChangePlayerIDScore 1667959721 7
AddPlayer 1704617127 10 110
MergeGroups 2 9
AverageHighestPlayerLevelByGroup 19 14
RemovePlayer 1963059749
RemovePlayer 1432564256
AddPlayer 873514957 7 114
AddPlayer 1881666233 1 132
AddPlayer 672926447 17 42
GetPercentOfPlayersWithScoreInBounds 19 28 0 0
AddPlayer 237380845 14 113
AverageHighestPlayerLevelByGroup 20 2
AddPlayer 978250049 13 41
AddPlayer 1409753150 2 105
AddPlayer -7 16 40
AddPlayer 300359399 12 39
AddPlayer 1358512494 16 18
AddPlayer 1168782190 18 131
AverageHighestPlayerLevelByGroup 0 279
AddPlayer 543784669 2 103
GetPercentOfPlayersWithScoreInBounds 0 88 0 0
