Init 11 48
AddPlayer 618727409 1 30
AddPlayer 618727409 5 41
AddPlayer 108480589 8 12
AddPlayer 726186237 5 14
AddPlayer -4 6 19
AddPlayer 471744628 5 35
AddPlayer 1697906663 1 24
AddPlayer 529029892 11 2
AddPlayer 1547605762 7 43
AddPlayer 346584918 3 26
AddPlayer 559513027 11 32
AddPlayer -9 10 27
AddPlayer 544515323 5 40
AddPlayer 18513085 3 7
AddPlayer 1195071979 11 30
AddPlayer 1443824141 1 28
AddPlayer 1894512076 2 14
AddPlayer 1330287613 3 13
AddPlayer 2145155131 5 11
AddPlayer 661439162 2 15
AddPlayer 101055697 8 23
AddPlayer 522249867 10 22
AddPlayer 1634794545 1 38
AddPlayer 76525293 3 37
AddPlayer 1409977904 9 25
AddPlayer 1426345817 9 29
AddPlayer 1543401079 10 -7
AddPlayer 1427261226 6 12
AddPlayer 310383412 1 23
AddPlayer 1106384763 7 45
AddPlayer 522249867 6 23
AddPlayer 2018744084 7 24
AddPlayer 636606712 5 33
AddPlayer 901094131 9 21
AddPlayer 1638948964 5 39
AddPlayer 500500428 5 38
AddPlayer 1966532686 7 29
AddPlayer 887523808 1 1852283135
AddPlayer 200323663 6 20
AddPlayer 2130942438 11 15
AddPlayer 1149780300 8 1
AddPlayer 513216568 4 36
AddPlayer 828945765 2 21
AddPlayer 1679097068 3 1
AddPlayer 2095129123 5 29
AddPlayer 1841964533 11 43
AddPlayer 706278565 11 37
AddPlayer 2030083493 11 43
AddPlayer 1239327861 9 11
AddPlayer 549406747 8 11
AddPlayer 1506779887 11 45
AddPlayer 1770773926 -5 44
AddPlayer 1498567373 5 -5
AddPlayer 1638948964 6 6
AddPlayer 432722008 2 17
AddPlayer 1440084742 6 14
AddPlayer 1109288740 3 17
AddPlayer 200323663 9 47
AddPlayer 1059529282 8 12
AddPlayer 304592233 6 34
AddPlayer 1567811466 3 43
AddPlayer 1703813281 9 31
AddPlayer 660894568 6 4
AddPlayer 491086852 9 27
AddPlayer 1636604131 4 22
AddPlayer 1197347679 9 1
AddPlayer 513216568 3 48
AddPlayer 101055697 4 26
AddPlayer 1251944042 11 31
AddPlayer 1006936751 7 33
AddPlayer 925613102 10 42
AddPlayer 564601350 6 38
AddPlayer 32329518 6 13
AddPlayer 255078990 11 3
AddPlayer 1197347679 5 47
AddPlayer 668122684 9 42
AddPlayer 926592887 7 -3
AddPlayer 1909089813 7 23
AddPlayer 18513085 10 15
AddPlayer 811460174 11 31
AddPlayer 855217525 8 45
AverageHighestPlayerLevelByGroup 0 57
AddPlayer 2139169671 8 32
AddPlayer 1424288471 5 21
AddPlayer -10 11 23
AddPlayer 1988073374 1 30
AddPlayer 726591343 1 12
AddPlayer 1819753681 10 10
AddPlayer 337904424 10 17
AddPlayer 850323559 1 41
AddPlayer 581302746 6 7
AddPlayer 1191418049 1 45
AddPlayer 35148578 7 43
AddPlayer 1036866385 3 26
AddPlayer 1840146752 9 28
AddPlayer 111627199 5 25
AddPlayer 1874010156 9 9
AddPlayer 901497970 7 26
AddPlayer 447787167 1 9
GetPercentOfPlayersWithScoreInBounds 2 25 0 0
AddPlayer 1108042359 7 36
AddPlayer 5248196 5 18
AddPlayer 13707754 6 27
AddPlayer 1985660382 1 7
MergeGroups 10 3
IncreasePlayerIDLevel 901497970 2
AddPlayer 852187192 9 5
AddPlayer 101113429 8 2
AddPlayer 316416296 -7 48
AddPlayer 682284924 10 48
AddPlayer 642582374 4 1
AddPlayer 542371026 11 11
ChangePlayerIDScore 1440084742 20
AddPlayer 0 8 11
AddPlayer 1047885637 1 16
AddPlayer -5 9 18
AddPlayer 335960375 2 28
AddPlayer 1682291528 11 35
AddPlayer 1609258449 8 17
RemovePlayer 542371026
AddPlayer 143017647 3 1
AddPlayer 1713474306 11 8
AddPlayer 1526848558 3 17
AddPlayer 682197193 9 23
AddPlayer 1350085473 5 33
AddPlayer 1064309434 11 23
AddPlayer 1230436315 10 13
AddPlayer 906509533 3 13
