Init 13 70
AddPlayer 1457564678 1 17
AddPlayer 13566208 12 4
AddPlayer 1770492124 2 17
AddPlayer 653776613 13 43
AddPlayer 653776613 8 49
AddPlayer 1678573322 9 8
AddPlayer 330684146 -8 28
AddPlayer 631438415 11 6
AddPlayer 417244184 5 3
AddPlayer 1262953779 7 59
AddPlayer 706234178 -10 38
AddPlayer 565328894 11 44
AddPlayer 658871737 2 70
AddPlayer 501622281 12 722299988
AddPlayer 1045066544 11 16
AddPlayer 575863331 -10 8
AddPlayer 653776613 13 18
AddPlayer 1655387809 10 64
AddPlayer 1655387809 6 56
AddPlayer 1758945212 9 59
AddPlayer 1644630692 9 59
AddPlayer 1562483069 13 63
AddPlayer -6 2 65
AddPlayer 13566208 13 53
AddPlayer 1897003847 7 53
AddPlayer 639443939 7 50
AddPlayer 1210968977 6 38
AddPlayer 342837221 11 13
AddPlayer 1530484803 7 33
AddPlayer 145169257 2 66
AddPlayer 1939909850 13 38
AddPlayer 534458584 11 44
AddPlayer 897056264 3 57
AddPlayer -3 11 48
AddPlayer 1982688381 2 40
AddPlayer 1382632484 4 60
AddPlayer 988404484 4 14
AddPlayer 2047625220 4 42
AddPlayer 1668539692 10 28
AddPlayer 266614852 4 28
AddPlayer 1792968897 2 65
AddPlayer 28479848 1 49
AddPlayer 1209902763 2 70
AddPlayer 116657826 12 64
AddPlayer 1995648437 4 4
AddPlayer 744891701 1 43
AddPlayer 272538740 12 16
AddPlayer 593616658 11 17
AddPlayer 49508647 1 29
AddPlayer 1955103762 6 55
AddPlayer 1102831216 7 17
AddPlayer 1228827912 1021189883 64
AddPlayer 577483029 4 59
AddPlayer 1402457485 10 65
AddPlayer 1087748490 10 18
AddPlayer 631438415 3 70
AddPlayer 904845013 9 17
IncreasePlayerIDLevel 145169257 6
AddPlayer 1815368638 8 3
AddPlayer -1 3 69
AddPlayer 1692178845 10 51
AddPlayer 1350238428 1 50
AddPlayer -3 10 29
AddPlayer 89117039 8 69
ChangePlayerIDScore 417244184 40
AddPlayer 1826872693 6 29
AddPlayer 105276313 13 34
AddPlayer 1270100775 7 25
AddPlayer 1079956741 10 59
AddPlayer 1719101023 6 1
AddPlayer 422819194 8 28
AddPlayer 1270100775 6 46
AddPlayer 1579310914 9 70
AddPlayer 925396424 1 861661450
AddPlayer 1575382377 2 7
AverageHighestPlayerLevelByGroup 7 2
AddPlayer 2070615547 4 31
AddPlayer 1115303476 8 -6
AddPlayer 420267548 12 24
AddPlayer 798586547 10 20
AddPlayer 1516159799 6 60
AddPlayer 1770492124 11 6
AddPlayer 2096786001 6 1
AverageHighestPlayerLevelByGroup 8 3
GetPercentOfPlayersWithScoreInBounds 0 1 0 0
AddPlayer 692291465 3 2
AverageHighestPlayerLevelByGroup 0 1
AddPlayer 705835809 4 25
AddPlayer 2097189863 5 65
AddPlayer 962185343 8 59
AddPlayer 385495909 9 19
AddPlayer 1325471910 7 2
AddPlayer -2 11 56
AddPlayer 1013937005 1 66
AddPlayer 646984530 2 12
AddPlayer 1982688381 12 11
