Init 90 16
AddPlayer 50980091 9 8
AddPlayer 334870587 43 16
AddPlayer 501209811 62 4
AddPlayer 800197949 28 8
AddPlayer 1049754778 30 7
AddPlayer 1049754778 17 16
AddPlayer 1630107509 88 7
AddPlayer 2050674174 51 9
AddPlayer -10 80 16
AddPlayer 1880210684 70 15
AddPlayer 1298752683 53 2
AddPlayer 1827496808 28 8
AddPlayer 472747539 83 8
AddPlayer 622113205 84 9
AddPlayer 1865460410 11 5
AddPlayer 528637523 47 9
AddPlayer 395759549 2 9
AddPlayer 520767942 51 2
AddPlayer 1431590097 65 14
AddPlayer 2135756748 46 5
AddPlayer 631849089 64 13
AddPlayer 1269632848 55 -4
AddPlayer 1269210876 73 3
AddPlayer 977726848 34 1
AddPlayer 1156150387 29 4
AddPlayer 86330118 36 15
AddPlayer 405832386 60 9
AddPlayer 988791499 36 7
AddPlayer 2119543202 17 5
AddPlayer 28418422 71 2
AddPlayer 1912442774 86 10
AddPlayer 1173942588 10 9
AddPlayer 334870587 13 13
AddPlayer 1581340100 29 12
AddPlayer 1272842705 52 2
AddPlayer 967263018 61 11
AddPlayer 1329216153 27 11
AddPlayer 1082911317 71 9
AddPlayer 536252614 1 9
AddPlayer 1092203237 -8 9
AddPlayer 521217710 17 4
AddPlayer 1654388789 55 12
AddPlayer 574900712 22 6
AddPlayer 1047991303 15 3
AddPlayer 714022800 86 -10
AddPlayer 730412081 43 11
AddPlayer 28418422 39 5
AddPlayer 9490648 1326955607 10
AddPlayer 950401673 66 5
AddPlayer 2073693875 84 9
AddPlayer 679161884 68 10
AddPlayer 1938251290 78 6
AddPlayer 1875523912 77 4
AddPlayer 1235199945 39 14
AddPlayer 1723966975 81 6
AddPlayer 894931142 57 10
AddPlayer 140985948 339903593 5
AddPlayer 1283690570 33 2
AddPlayer 922800164 67 1
AddPlayer 1804787668 34 14
AddPlayer 1460720948 44 7
AddPlayer 590813124 14 -6
AddPlayer 490452599 53 7
AddPlayer -8 59 10
AddPlayer 1298752683 28 7
AddPlayer 3529658 1 9
AddPlayer 692061707 29 5
AddPlayer 100737085 6 14
AddPlayer 1255795897 78 3
AddPlayer 1293372535 21 1
AddPlayer 1196819500 70 6
AddPlayer 1071384022 74 4
AddPlayer 1615928155 36 5
AddPlayer 454052004 47 1
AddPlayer 603588380 78 10
AddPlayer 1083115215 87 1
AddPlayer 1946232712 49 15
AddPlayer 1283690570 81 7
AddPlayer 1600462787 59 1
AddPlayer 1887473573 5 16
AddPlayer 964394194 22 16
AddPlayer 743539140 -2 6
IncreasePlayerIDLevel -9 2
AddPlayer 1538688602 71 9
AddPlayer 1126335337 44 9
AddPlayer 268886898 17 4
AddPlayer 1381415198 12 6
AddPlayer 27332605 47 9
AddPlayer 1522893258 40 4
AddPlayer 1200591655 3 12
AddPlayer 1884123006 75 4
AddPlayer 1768233864 86 7
AddPlayer -3 8 13
AddPlayer 998796174 79 8
AddPlayer 1283690570 35 15
AddPlayer 1676802732 62 9
AddPlayer 616495303 89 14
GetPercentOfPlayersWithScoreInBounds 78 6 0 0
AddPlayer 2100611947 51 7
AddPlayer 1898299624 71 12
AddPlayer 702445925 81 10
AddPlayer -3 24 8
AddPlayer 612617395 77 3
AddPlayer 1581340100 7 11
AddPlayer 1574420899 18 3
AddPlayer 1516357941 41 14
AddPlayer 352393245 -3 9
AddPlayer 2120973288 83 1
AddPlayer 214904848 12 9
AddPlayer 2039835236 33 12
AddPlayer 1185028131 23 9
AddPlayer 1237356158 3 14
AddPlayer 1071384022 20 8
AddPlayer 534683945 73 6
AddPlayer 1903823329 57 11
AddPlayer 2100393499 75 6
MergeGroups 51 18
AddPlayer 2034277510 67 8
AddPlayer 674028829 22 7
AddPlayer 563818547 23 7
AddPlayer 559555103 10 9
AddPlayer 292125965 77 14
AddPlayer 697147038 2 9
AddPlayer 919600750 38 15
AddPlayer 725598335 15 9
AddPlayer 950401673 87 2
AddPlayer 1129157755 88 7
AddPlayer 1964037957 25 5
AddPlayer 569546289 17 10
AddPlayer 1600462787 31 2
AddPlayer 1911431367 15 8
AddPlayer 1876348792 3 13
AddPlayer 215769013 14 8
AddPlayer 564170241 33 13
AddPlayer 464114869 18 5
AddPlayer 1706047932 9 12
AddPlayer 598587917 72 10
AddPlayer 1681424696 86 2
AddPlayer 1775878266 22 13
AddPlayer 692061707 63 6
AddPlayer 2078575680 90 13
AddPlayer 1111048564 61 1
AverageHighestPlayerLevelByGroup 0 12
AddPlayer 1381222730 7 16
AddPlayer 1051256925 21 10
AddPlayer 1685358693 80 133586123
AddPlayer 164205312 63 14
AddPlayer 1964361651 5 5
AddPlayer 1024285139 68 14
AddPlayer 1996626822 35 6
AddPlayer 1064488574 77 13
AddPlayer 1326346749 32 1
AddPlayer 1326346749 4 10
AddPlayer 1342763036 -7 5
AddPlayer 365230678 67 7
AddPlayer 333834468 41 12
AddPlayer 1204511482 34 16
AddPlayer 940705151 1 12
AddPlayer 521217710 75 2
AddPlayer 1185882670 83 7
AddPlayer 1258713593 44 10
GetPercentOfPlayersWithScoreInBounds 79 8 0 0
AddPlayer 2064883996 21 7
AddPlayer 46831861 62 1
AddPlayer 1778594872 72 10
AddPlayer -10 65 4
AddPlayer 484208604 89 6
AddPlayer 1760706197 81 1321092483
AddPlayer 964394194 82 11
AddPlayer 2127231643 15 16
IncreasePlayerIDLevel 1996626822 4
AddPlayer 1418124963 28 6
AddPlayer 991088192 68 8
ChangePlayerIDScore 1196819500 10
AddPlayer 1639522368 87 2
AddPlayer 105877776 8 7
GetPercentOfPlayersWithScoreInBounds 57 11 0 0
ChangePlayerIDScore 674028829 10
AddPlayer 400144098 58 14
AddPlayer 1354900717 62 6
AddPlayer -5 25 10
AddPlayer 1137730610 18 13
AddPlayer 820939888 53 10
ChangePlayerIDScore 967263018 13
AddPlayer 760750589 8 10
GetPercentOfPlayersWithScoreInBounds 59 1 0 0
ChangePlayerIDScore 663644672 7
AddPlayer 772354070 57 16
AddPlayer 1670809225 33 0
AddPlayer 1164038450 15 12
AddPlayer 563818547 13 7
AddPlayer 112982379 85 6
AddPlayer 517879633 38 3
AddPlayer 497136640 24 10
AddPlayer -8 22 6
AddPlayer 840666308 -2 11
AddPlayer 1067863088 71 -9
AddPlayer 1098628516 29 12
IncreasePlayerIDLevel 564170241 2
AddPlayer 548776551 3 7
AddPlayer 866884807 2 15
