Init 68 20
AddPlayer 574346325 12 12
AddPlayer 24419577 32 3
AddPlayer 1175866066 24 13
AddPlayer 1055556600 59 5
AddPlayer 1270705709 30 17
AddPlayer 1976588421 14 15
AddPlayer 167493385 53 5
AddPlayer 1786293513 36 17
AddPlayer 297045591 37 20
AddPlayer 759357847 19 1
AddPlayer 1157192469 10 6
AddPlayer 699130755 1 16
AddPlayer 167493385 3 18
AddPlayer 530176468 5 6
AddPlayer 1608219780 28 1
AddPlayer 1515350551 57 9
AddPlayer 1263135153 56 18
AddPlayer 1771896787 43 979106070
AddPlayer 100428054 16 13
AddPlayer 800565549 23 2
AddPlayer 775739920 47 8
AddPlayer 1818542111 25 6
AddPlayer 2016262003 42 16
AddPlayer 1761650840 17 15
AddPlayer 1263135153 8 4
AddPlayer 1507922749 11 1
AddPlayer 1761650840 55 4
AddPlayer 574346325 43 10
AddPlayer 1312767410 3 16
AddPlayer 119450781 49 10
AddPlayer 1636529213 61 15
AddPlayer 982792430 63 4
AddPlayer 143431952 35 16
AddPlayer 127311037 55 1702267816
AddPlayer 1699817801 53 4
AddPlayer 1644353430 58 12
AddPlayer 1034769966 2 10
AddPlayer 1849255920 33 7
AddPlayer 775739920 68 9
AddPlayer 1537385656 -10 18
AddPlayer 1671198706 28 16
AddPlayer 2006748011 51 20
AddPlayer 252237870 45 -1
AddPlayer 65016920 60 4
AddPlayer 1459096796 64 5
AddPlayer 1067673669 60 18
AddPlayer 132559537 54 9
AddPlayer 1999839788 20 14
AddPlayer 492073677 1 8
AddPlayer -9 30 12
ChangePlayerIDScore 1061980600 6
AddPlayer 1740876199 52 6
AddPlayer 1312767410 60 18
AddPlayer 1008908680 50 17
AddPlayer 1166071982 47 9
AddPlayer 1459096796 47 17
AddPlayer 409898121 44 5
AddPlayer 2025829384 46 2
AddPlayer 1191709122 65 8
GetPercentOfPlayersWithScoreInBounds 0 9 0 0
AddPlayer 559988623 29 5
AddPlayer 836237237 6 19
AddPlayer 238189572 39 6
AddPlayer 11384852 11 9
AddPlayer 545699234 1 13
AddPlayer 386326384 58 19
AddPlayer 100121094 22 9
AddPlayer 105666448 24 14
AddPlayer 282747017 34 6
AddPlayer 487987024 66 13
RemovePlayer 759357847
AddPlayer 1640805872 1 18
AddPlayer 596514387 16 20
AddPlayer 407465178 17 11
GetPercentOfPlayersWithScoreInBounds 58 12 0 0
AddPlayer 1995041831 63 19
AddPlayer 258300216 59 6
AddPlayer 842254342 29 1
AddPlayer 1365889599 5 3
AddPlayer 628063440 18 12
AddPlayer 1425654960 54 8
AddPlayer 457770366 59 11
AddPlayer 855064759 29 4
AddPlayer 249220377 40 12
AddPlayer 836896206 8 9
AddPlayer 1576630885 6 12
AddPlayer 1686489332 22 14
AddPlayer 673075609 9 15
ChangePlayerIDScore 1507922749 10
AddPlayer 250104248 17 9
AddPlayer 1383132682 12 4
AddPlayer 34240036 44 5
AddPlayer 402800783 68 13
AddPlayer 846426770 24 4
AddPlayer 1065947926 47 20
AddPlayer 653165998 51 11
AddPlayer 1075809558 52 5
AddPlayer 1741168191 15 16
AddPlayer 682204961 37 3
AddPlayer 911692499 46 5
AddPlayer 699765648 68 8
AddPlayer 989609119 1067323444 5
AddPlayer 1243492850 62 17
AddPlayer 1759674427 5 3
AddPlayer 56374123 4 15
AddPlayer 1663185126 52 13
AddPlayer 1166071982 41 2
AddPlayer 1879940454 16 14
AddPlayer 1251325633 41 -8
AddPlayer 213001108 2 4
AddPlayer 445338191 33 19
AddPlayer 246662015 66 2
AddPlayer 412960046 6 3
AddPlayer 83815296 41 5
AddPlayer 1459096796 52 10
AddPlayer 1811277582 36 17
AddPlayer 653165998 68 16
AddPlayer 427518529 19 19
AddPlayer 160043289 33 9
AddPlayer 1334365015 3 16
AddPlayer 1045897916 63 10
AddPlayer 367137485 63 10
AddPlayer 794983621 19 16
AddPlayer 77704850 12 14
AddPlayer 1112735114 66 7
AddPlayer 409898121 67 8
AddPlayer 2048810576 30 9
AddPlayer 1282691634 15 20
AddPlayer 1966031440 35 7
AddPlayer 625951121 63 11
AddPlayer 1460573170 40 2
ChangePlayerIDScore 971178015 14
AddPlayer 2118168584 -8 3
AddPlayer 1243768350 18 6
AddPlayer 666595239 49 9
AddPlayer 1155596844 45 10
AddPlayer 137519340 22 10
AddPlayer 564041544 40 15
AddPlayer 1053205591 21 15
AddPlayer 1643461456 34 6
AddPlayer 1071429436 45 2
AddPlayer 1510785373 57 17
AddPlayer 1515350551 3 12
AddPlayer 1119600069 18 19
AddPlayer 766058343 20 6
AddPlayer 1660488241 16 1
AddPlayer 1636529213 14 18
AddPlayer 94649615 60 1
AddPlayer 2049967968 7 9
AddPlayer -5 26 17
AddPlayer 666595239 66 6
AddPlayer 2131108237 59 6
AddPlayer 1864916907 63 20
AddPlayer 2123732699 15 14
AddPlayer 1034769966 26 5
AddPlayer 586941592 25 15
AddPlayer 1935155926 65 16
AddPlayer 1005361490 32 19
AddPlayer 167493385 13 17
AddPlayer 498796955 -1 6
AddPlayer 281543060 1 9
AddPlayer 242631345 37 601205355
AddPlayer 1909962199 64 1
AddPlayer 1909962199 11 13
AddPlayer 1968796226 43 9
AddPlayer 1968747801 591754849 17
AddPlayer 114739341 1 11
AddPlayer 36981511 14 7
AddPlayer 2051289665 62 16
IncreasePlayerIDLevel -5 6
AddPlayer 1639143986 59 8
AddPlayer 72776771 9 -5
IncreasePlayerIDLevel 742664602 5
AddPlayer 1692193462 24 5
AddPlayer 7998166 40 4
AddPlayer 1295445869 51 2
AddPlayer 1065267278 44 15
IncreasePlayerIDLevel 1644353430 7
AddPlayer 586667284 39 17
GetPercentOfPlayersWithScoreInBounds 28 16 0 0
AddPlayer 1647938968 59 18
AddPlayer 1982654405 29 9
AddPlayer 1893287135 24 19
AddPlayer 390120736 37 9
AddPlayer 43810762 141527160 2
AddPlayer 805860465 48 18
IncreasePlayerIDLevel 625951121 5
AddPlayer 405222648 42 6
AddPlayer 94729055 29 19
AddPlayer 724472592 47 20
AddPlayer 1425654960 31 5
AddPlayer 612942717 29 7
AddPlayer 670940322 44 4
AddPlayer 1527265030 59 11
AddPlayer 1590927235 40 6
AddPlayer 1940559374 9 4
ChangePlayerIDScore 1647938968 16
AddPlayer 540021176 23 12
AddPlayer -1 62 18
AddPlayer 544336904 66 12
AddPlayer 1146542317 46 20
AddPlayer 1512297961 11 1342635965
AddPlayer 1145755036 20 19
AddPlayer 1058034320 63 9
AddPlayer 1834363002 52 13
GetPercentOfPlayersWithScoreInBounds 0 10 0 0
AddPlayer 250756008 11 4
AddPlayer 702499906 55 2
AddPlayer 1890627568 44 14
RemovePlayer -7
AddPlayer 1909962199 23 13
AddPlayer 987668224 33 15
AddPlayer 1762842106 10 14
AddPlayer 154360769 51 16
AddPlayer 848284914 58 18
AddPlayer 761149169 -5 16
AddPlayer 52627747 62 10
AddPlayer 544336904 42 11
