Init 60 58
AddPlayer 278094608 58 35
AddPlayer 1060573929 17 8
AddPlayer 1318431449 54 36
AddPlayer 418294672 50 34
AddPlayer 2097727459 25 57
AddPlayer 1232197990 3 29
AddPlayer 7975332 31 35
AddPlayer 1536084710 9 49
AddPlayer 1791358689 8 19
AddPlayer 2083642864 38 55
AddPlayer 1547892441 24 57
AddPlayer 278094608 52 34
AddPlayer 40658725 19 14
AddPlayer 34859412 -3 32
AddPlayer 1536084710 52 7
AddPlayer 680954002 5 45
AddPlayer 1773706017 46 48
AddPlayer 1060573929 59 27
AddPlayer 259112761 30 56
AddPlayer 2016607968 1 4
AddPlayer 685863324 17 56
AddPlayer 7975332 6 36
AddPlayer 1195935289 5 0
AddPlayer 213222573 36 26
AddPlayer 666425025 20 55
AddPlayer 312655084 39 1
AddPlayer 1367541800 1 3
AddPlayer 1390048355 38 6
AddPlayer 2083642864 20 37
AddPlayer -2 5 45
AddPlayer 886843323 7 15
AddPlayer 1238837273 23 20
AddPlayer 1318431449 5 51
AddPlayer 2016607968 35 47
AddPlayer 1867508865 18 48
AddPlayer 680954002 32 45
AddPlayer 1166984420 18 23
AddPlayer 395413678 18 21
AddPlayer 1948247409 47 22
AddPlayer 1136088094 27 30
AddPlayer 1948005935 45 19
AddPlayer 1787071014 32 44
AddPlayer 1590098365 15 38
AddPlayer 45698416 35 46
AddPlayer 24841072 12 40
AddPlayer 856924232 33 11
AddPlayer 1457039159 28 11
AddPlayer 1047638203 1 21
AddPlayer 405496668 31 24
AddPlayer 1840084568 3 25
AddPlayer 1548880416 27 4
AddPlayer 1448754137 34 55
RemovePlayer 1166984420
AddPlayer 941872232 37 19
AddPlayer 1277539771 13 29
AddPlayer 1045086150 23 57
AddPlayer 1703333535 1 47
AddPlayer 7975332 38 12
AddPlayer 769836042 55 43
AddPlayer 1181368085 49 48
AddPlayer 1088140179 30 2121687806
AddPlayer 713608759 37 34
AddPlayer 819298441 14 38
AddPlayer 1367541800 54 22
AddPlayer 667347384 38 -6
AddPlayer 198074719 59 -1
AddPlayer 680954002 35 10
AddPlayer 525073785 14 12
AddPlayer 886843323 47 55
AddPlayer 2120362531 26 27
AddPlayer 1238837273 12 30
AddPlayer 1783035421 4 11
AddPlayer 1843597834 58 39
AddPlayer 1378527215 18 55
AddPlayer 813613174 17 18
AddPlayer 1032674449 9 33
AddPlayer 1548847959 20 57
AddPlayer 1862771337 6 56
AddPlayer 856924232 3 28
AddPlayer 1709655286 23 12
AddPlayer 2028180738 31 27
AddPlayer 161262145 54 58
GetPercentOfPlayersWithScoreInBounds 0 34 0 0
AddPlayer 385745446 37 28
AddPlayer 161262145 36 48
AddPlayer 464465037 14 38
GetPercentOfPlayersWithScoreInBounds 16 -10 1 0
AddPlayer 1847801403 44 46
AddPlayer 1985183801 7 25
ChangePlayerIDScore 1457039159 45
AddPlayer 269267009 47 -9
AddPlayer 2050263512 17 1044767781
AddPlayer 271338205 44 30
AddPlayer 676933345 3 3
AddPlayer -3 37 56
AddPlayer 725696420 40 55
ChangePlayerIDScore 213222573 32
AddPlayer 2087264377 48 29
AddPlayer 1812894516 1298699798 7
AddPlayer 999598262 18 14
AddPlayer 1439987855 55 36
AddPlayer 504544066 13 51
AddPlayer 1166830033 30 55
AddPlayer 305131521 27 52
AddPlayer 1860771934 4 14
AddPlayer 1373441214 14 1
AddPlayer -8 50 55
AddPlayer 1047748921 13 51
AddPlayer 213222573 10 3
AddPlayer 1649848864 10 50
AddPlayer 1720480020 44 47
AddPlayer 989101450 47 29
AverageHighestPlayerLevelByGroup 0 40
