Init 25 132
AddPlayer 729109271 2 27
AddPlayer 267788747 15 75
AddPlayer 1810047423 18 132
AddPlayer 1123645990 2 12
AddPlayer 1447820823 20 80
AddPlayer 23857908 11 122
AddPlayer 57594323 24 106
AddPlayer 2019140584 16 119
AddPlayer 1654287374 22 110
AddPlayer 848822070 16 47
AddPlayer 834419571 17 4
AddPlayer 1605886254 15 78
AddPlayer 1565862158 21 31
AddPlayer 986594004 14 40
AddPlayer 1688005626 22 39
AddPlayer 2094838118 17 -3
AddPlayer 69803250 16 94
AddPlayer 2133962824 19 5
AddPlayer 1055519603 1 518171294
AddPlayer 2103145477 13 76
AddPlayer 198131601 8 120
AddPlayer 398003856 24 60
AddPlayer 729109271 24 24
AddPlayer 195947229 8 57
AddPlayer 246794773 25 117
AddPlayer 1416756268 10 97
AddPlayer 1279891990 116131409 12
AddPlayer 2049416505 17 83
AddPlayer 1352630414 5 78
AddPlayer 71604910 18 33
AddPlayer 71604910 19 85
AddPlayer 1769589972 11 51
AddPlayer 312469226 20 94
AddPlayer 1323313545 23 78
AddPlayer 1726617351 25 132
AddPlayer 859934223 18 130
AddPlayer 40321477 8 1
AddPlayer 882729135 20 11
GetPercentOfPlayersWithScoreInBounds 0 1 0 0
AddPlayer 77803495 8 264235869
AddPlayer 2028627029 2070533946 17
AddPlayer 863840845 1 41
AddPlayer 398003856 12 69
AddPlayer -2 20 69
AddPlayer 1224437259 10 13
AddPlayer 434966977 6 126
MergeGroups 24 8
AddPlayer 886097112 7 63
AddPlayer 1315298504 5 107
AddPlayer 9568367 13 110
AddPlayer 1810047423 15 113
AddPlayer 1090381670 6 83
AddPlayer 1657289672 24 110
AddPlayer 588559108 24 78
AddPlayer 1371894687 12 3
AddPlayer 1050527641 24 6
AddPlayer 1511736539 22 38
AddPlayer 1748406326 5 27
AddPlayer 2001201426 3 72
AddPlayer 423324569 13 63
AddPlayer 400672203 25 13
AddPlayer 23857908 19 48
AddPlayer 704242286 1 8
AddPlayer -6 23 39
AddPlayer 181694274 21 73
AddPlayer 2095799452 22 120
AddPlayer 246652700 13 76
AddPlayer 69803250 19 15
AddPlayer 527867727 7 66
AddPlayer 1351668083 24 117
AddPlayer 1730878810 11 74
ChangePlayerIDScore 527867727 22
AddPlayer 729109271 6 63
AverageHighestPlayerLevelByGroup 1 1
AddPlayer 1257115105 7 97
AddPlayer 370050922 17 35
AddPlayer 319790259 5 61
AddPlayer 1252333863 11 16
AddPlayer 1663221433 9 116
AddPlayer 631318090 8 1324644941
AddPlayer 249513223 23 131
AddPlayer 118899320 4 34
AddPlayer 284698187 19 33
AddPlayer 1566582311 13 -3
AddPlayer 2116763992 18 27
AddPlayer 833796759 19 19
AddPlayer 108843402 3 46
AddPlayer 352354313 20 -6
AddPlayer 8050979 22 73
AddPlayer 1323421686 16 4
AddPlayer 126450063 24 76
AddPlayer 1207028923 2 39
AddPlayer 2034625759 18 126
AddPlayer 527867727 14 12
AddPlayer 1824780647 5 79
AddPlayer 353725290 1 70
AddPlayer 1895309641 20 64
AddPlayer 777124556 21 16
AddPlayer 1796459267 20 108
GetPercentOfPlayersWithScoreInBounds 22 107 0 0
AddPlayer 1162425097 9 45
ChangePlayerIDScore 1416756268 51
AddPlayer 1146512018 1 93
IncreasePlayerIDLevel 1371894687 9
AddPlayer 1565862158 7 3
AddPlayer 825947886 11 42
AddPlayer 1207028923 5 1
AddPlayer 1549672898 1 79
AddPlayer 530315796 5 37
AddPlayer 1713571014 21 -5
AddPlayer 1059560002 2 6
AddPlayer 1458241379 -6 59
AddPlayer 500470448 21 34
AddPlayer 249513223 19 119
AddPlayer 1260180401 15 30
AddPlayer 1288075360 2 2
AddPlayer 491310629 23 91
AddPlayer 1895536444 22 22
AddPlayer 1615961048 11 51
AddPlayer 304560207 3 50
AddPlayer 2032354678 4 5
AddPlayer 1479114719 3 103
AddPlayer 377904769 8 85
AddPlayer 1140467074 10 78
AddPlayer 1755864148 8 32
AddPlayer 848822070 7 89
AddPlayer 809056408 15 22
AddPlayer 15444093 9 47
AddPlayer 2116763992 23 42
AddPlayer 1315843955 1 11
AddPlayer 332097686 2 103
AddPlayer 1605886254 20 45
AddPlayer 827870766 3 48
AddPlayer 1490269641 13 10
AddPlayer 249513223 8 123
AddPlayer 1602780509 1 36
AddPlayer 378627327 13 36
AddPlayer -3 23 18
AddPlayer 584434383 20 5
AddPlayer 1937725108 21 97
AddPlayer 530835328 8 103
AddPlayer 1612588034 18 71
AddPlayer 2006556981 23 -3
AddPlayer 483404191 24 87
AddPlayer 1125495639 12 12
AddPlayer -3 17 90
AddPlayer 733043544 6 -6
AddPlayer 40737952 4 123
AddPlayer 1244213432 3 57
AddPlayer 334638524 3 117
AddPlayer 434293297 -8 24
RemovePlayer 1688005626
AddPlayer 650357696 7 609286571
AddPlayer 1754664830 21 36
AddPlayer 1282352633 2 58
AddPlayer 913664978 17 61
AddPlayer 1465747015 18 127
AddPlayer 608848947 15 86
AverageHighestPlayerLevelByGroup 25 2
AddPlayer 125676512 3 130
AddPlayer 2002577501 18 58
MergeGroups 10 10
AddPlayer 94573627 7 129
AddPlayer 1749524045 1 76
AddPlayer 1100881025 1 84
AddPlayer 1307316453 22 102
AddPlayer 1605886254 22 95
AddPlayer 835895026 6 93
AddPlayer 1298308467 9 15
AddPlayer 2093448774 10 70
AddPlayer 310400430 13 6
AddPlayer 985479919 3 110
AddPlayer 1003713538 24 66
AddPlayer 1194574904 15 72
AddPlayer 1069854195 4 1
AddPlayer 1227113055 17 131
AverageHighestPlayerLevelByGroup -7 1
AddPlayer 156673002 9 132
AddPlayer 485698169 20 90
AddPlayer 1311843143 17 68
AddPlayer 902873175 19 72
AddPlayer 1075140417 22 132
AddPlayer 1346206176 11 1
AddPlayer 1365894522 4 86
MergeGroups 24 24
AddPlayer 2002577501 15 98
AverageHighestPlayerLevelByGroup 22 -7
AddPlayer 798250676 20 123
AddPlayer 655188684 25 21
MergeGroups 10 2
AddPlayer 1612588034 7 42
AddPlayer 2109383075 21 131
AddPlayer 1738119519 1 9
AddPlayer 1329215400 21 61
AddPlayer 547577205 1 126
AverageHighestPlayerLevelByGroup -1 1
AddPlayer 533911454 2 121
MergeGroups 17 23
AddPlayer 1057646629 16 102
RemovePlayer 1824780647
ChangePlayerIDScore 486981866 38
AddPlayer 31647951 2 23
AddPlayer 735524910 4 77
AddPlayer 2074390341 14 73
AddPlayer 825947886 24 46
AddPlayer 1532834792 23 13
AddPlayer 2137686410 -9 35
AddPlayer 1554355698 24 27
AddPlayer 2076930760 8 93
AddPlayer 1352649142 9 78
AddPlayer 373764185 5 53
AddPlayer 1810047423 10 76
AddPlayer 2039915064 18 22
AddPlayer 1587055518 11 82
AddPlayer 1282352633 13 16
GetPercentOfPlayersWithScoreInBounds 0 91 0 0
AddPlayer 378627327 16 99
AddPlayer 613648830 22 129
AddPlayer 1462425406 23 64
AddPlayer 1707875485 10 3
AddPlayer 284756199 24 90
AddPlayer -4 19 44
AddPlayer 1469874923 22 38
AddPlayer 1013854856 23 111
AddPlayer 581266120 8 88
IncreasePlayerIDLevel 1587055518 8
AddPlayer 83508435 22 14
AddPlayer 1207028923 4 66
AddPlayer 1006670835 2 6
AddPlayer 162480699 21 72
AverageHighestPlayerLevelByGroup 0 151
AddPlayer 1976896741 14 117
AddPlayer 1836677075 23 41
AddPlayer 711569511 9 25
AddPlayer 277062375 14 76
AddPlayer 477417049 17 62
AddPlayer 1248832300 14 124
AddPlayer 1963493583 19 63
AddPlayer 1288075360 6 72
AddPlayer 732628467 20 107
AddPlayer 1244213432 15 75
AddPlayer 1323313545 25 130
AddPlayer 102775326 10 99
AverageHighestPlayerLevelByGroup 6 3
GetPercentOfPlayersWithScoreInBounds 23 131 0 0
AddPlayer 2076930760 13 101
AddPlayer 1662015021 7 29
AddPlayer 1723257569 11 108
AddPlayer 1777807816 7 49
AverageHighestPlayerLevelByGroup 0 142
AddPlayer 6778951 17 2
AddPlayer 66472131 25 103
AddPlayer 1289088091 24 104
AddPlayer 1365894522 3 110
AddPlayer 306119513 17 84
AddPlayer 1254371793 17 47
ChangePlayerIDScore 1612588034 69
AddPlayer 452947295 5 42
AddPlayer 312900165 5 124
ChangePlayerIDScore 1541548962 7
AddPlayer 281253140 20 33
ChangePlayerIDScore 1207028923 36
AddPlayer 263416912 1 8
AddPlayer 2037524790 2 54
AddPlayer 1100881025 20 41
AddPlayer 1796459267 9 77
AddPlayer 1369185342 23 99
AddPlayer 2109383075 9 114
AddPlayer 1657362910 10 9
AddPlayer 904311413 2 8
AddPlayer 1882297942 21 120
AddPlayer 2120254113 16 49
AddPlayer 732369929 4 126
AddPlayer 8600278 19 47
MergeGroups 9 2
AverageHighestPlayerLevelByGroup 16 2
AddPlayer 1578239053 9 52
AddPlayer 477504627 17 119
MergeGroups 9 19
AddPlayer 215038475 22 79
AddPlayer 1198662658 13 110
AddPlayer 1766621928 6 40
AddPlayer 1613182007 -1 118
AddPlayer 864984241 21 57
AddPlayer 1274283133 17 124
AddPlayer 1708865951 20 46
ChangePlayerIDScore 1662015021 1
AddPlayer 1162045316 2 41
AddPlayer 477417049 12 33
AddPlayer -7 2 132
AddPlayer 1465747015 8 117
GetPercentOfPlayersWithScoreInBounds 0 2 0 0
AddPlayer 1063183930 18 130
AddPlayer 304944781 21 108
AddPlayer 1601416840 2 -10
AddPlayer 155382687 5 128
AddPlayer 1064359182 13 53
RemovePlayer -2
AddPlayer 834419571 2 68
AddPlayer 1473029145 1 69
ChangePlayerIDScore 156673002 8
AddPlayer 1772194726 12 31
AddPlayer 1042789035 14 49
AddPlayer 1965544193 23 116
AddPlayer -2 17 38
AddPlayer 623411117 8 131
AddPlayer 1796595360 14 48
AddPlayer 221665185 7 4
AddPlayer 892043327 21 129
MergeGroups 18 17
AddPlayer 678106845 18 91
AddPlayer 357681363 20 127
AddPlayer 603327705 1 50
RemovePlayer 2002577501
AddPlayer 2028525392 8 18
AverageHighestPlayerLevelByGroup 4 2
AddPlayer 848822070 14 20
AddPlayer 1487660591 2 47
AverageHighestPlayerLevelByGroup 1 5
AddPlayer 164472381 13 -5
AddPlayer 1437511473 2 122
GetPercentOfPlayersWithScoreInBounds 21 67 0 0
AddPlayer 1667085842 4 98
AddPlayer 8050979 4 73
AddPlayer 1762702708 21 119
AddPlayer 1325644884 1 77
AddPlayer 1295622161 22 76
AddPlayer 47936315 10 41
GetPercentOfPlayersWithScoreInBounds 0 115 0 0
AddPlayer 1739049234 12 35
AddPlayer 324946105 23 9
ChangePlayerIDScore 1315298504 75
AddPlayer 1933562560 19 111
AddPlayer 1248933184 25 61
AddPlayer 1541461721 2 722598303
AddPlayer 586912951 6 5
MergeGroups 18 25
AddPlayer 552688874 14 58
AddPlayer 585376169 2 30
AverageHighestPlayerLevelByGroup 0 44
AddPlayer 1992469092 8 62
MergeGroups 25 4
AddPlayer 2039027094 7 87
AddPlayer 1958655927 5 95
AddPlayer 384694196 25 91
AddPlayer 486870605 11 128
AddPlayer 1098637970 13 67
AddPlayer 1973227676 6 108
AddPlayer 557107476 16 73
MergeGroups 16 15
AddPlayer 232242180 14 108
AddPlayer 1702112237 19 85
RemovePlayer 985479919
AverageHighestPlayerLevelByGroup 11 6
AddPlayer 986096987 17 364076952
AddPlayer 833796759 5 96
IncreasePlayerIDLevel 1992469092 1
AddPlayer 891905891 13 47
AddPlayer 418313185 16 78
AddPlayer 246794773 2 119
AddPlayer 1468630169 12 25
AddPlayer 296642436 6 131
AddPlayer 408408034 3 131
AddPlayer 745664253 14 113
AverageHighestPlayerLevelByGroup 16 4
AddPlayer 634517057 23 3
RemovePlayer 1465747015
GetPercentOfPlayersWithScoreInBounds 16 48 0 0
ChangePlayerIDScore 1578239053 119
AddPlayer 560701574 13 36
AddPlayer 1316359025 20 111
AddPlayer -2 24 117
MergeGroups 11 10
GetPercentOfPlayersWithScoreInBounds 22 14 0 0
AddPlayer 1464193505 18 128
GetPercentOfPlayersWithScoreInBounds 0 37 0 0
AddPlayer 477417049 24 112
AddPlayer 1063116238 17 42
RemovePlayer 1487660591
AddPlayer 1304393764 18 42
MergeGroups 8 1
GetPercentOfPlayersWithScoreInBounds 16 75 0 0
AddPlayer 1686277553 21 79
AddPlayer 850806818 21 49
AddPlayer 2054639544 170672699 15
AddPlayer 1198662658 6 26
AddPlayer 1315843955 2 41
AddPlayer 500876182 21 609779680
AddPlayer 1727732331 12 100
AddPlayer 628510191 1927967890 21
AddPlayer 1498241343 12 97
AddPlayer 1786907764 20 28
AddPlayer 1525223127 6 13
AverageHighestPlayerLevelByGroup 12 7
AddPlayer 259618730 8 83
MergeGroups 5 15
AddPlayer 980156179 3 17667387
AddPlayer 1423046443 12 18
AddPlayer 1746721296 15 57
AddPlayer 448476239 25 41
AddPlayer 1784689537 1 104
AddPlayer 1167007472 1 42
AddPlayer 1398947401 11 95
AddPlayer 1784560671 11 119
MergeGroups 4 10
AddPlayer 692267679 -4 59
AddPlayer 1884082781 25 13
AddPlayer 1073046561 3 80
AddPlayer 605229581 2 115
AddPlayer 1883661059 19 43
AddPlayer 2066884591 5 10
AddPlayer 1892258803 24 90
AddPlayer 293243715 15 53
IncreasePlayerIDLevel 2103145477 1
AddPlayer 1879180621 13 987730456
AddPlayer 1778155306 24 39
AddPlayer 1307316453 24 59
ChangePlayerIDScore 1351668083 1
AddPlayer 777124556 17 6
AddPlayer 698240121 23 115
AddPlayer 878629310 7 33
AddPlayer 365829387 2 99
AddPlayer 1293297113 5 49
AddPlayer 2008713125 7 68
AddPlayer 944921129 259945320 62
AddPlayer 1826985559 2 8
AddPlayer 2109175161 2 75
AddPlayer 299938589 14 53
AddPlayer 344120402 3 115
AddPlayer 867029765 9 50
MergeGroups 3 15
IncreasePlayerIDLevel -3 2
ChangePlayerIDScore 1686277553 45
MergeGroups 683787744 4
AddPlayer 333180002 6 -9
AverageHighestPlayerLevelByGroup 0 197
AddPlayer 404018211 13 27
MergeGroups 22 24
ChangePlayerIDScore 634517057 4
AddPlayer 1482213654 12 88
MergeGroups 1784305178 24
MergeGroups 6 24
IncreasePlayerIDLevel 1663221433 7
AddPlayer 2107095267 24 67
AddPlayer 803924363 5 43
RemovePlayer 1282352633
RemovePlayer 1973227676
AddPlayer 334638524 5 38
AverageHighestPlayerLevelByGroup 0 10
AddPlayer 26352727 16 93
AddPlayer 2071369957 3 45
ChangePlayerIDScore 1260180401 87
AddPlayer 57594323 3 2
AddPlayer 1118644295 5 7
RemovePlayer 1411695099
AddPlayer 775287283 1 88
ChangePlayerIDScore 83508435 105
AddPlayer 508547355 19 49
AddPlayer 1648774491 11 22
AddPlayer 1346206176 9 31
AddPlayer 2009560881 23 38
ChangePlayerIDScore 1042789035 32
IncreasePlayerIDLevel -1 9
RemovePlayer 1532834792
AddPlayer 1506585904 14 129
AddPlayer 807190964 11 106
AddPlayer 1358823846 2 91
AddPlayer 1578239053 21 94
AddPlayer -3 8 13
AddPlayer 799374542 10 22
MergeGroups -3 11
AverageHighestPlayerLevelByGroup -11 1
AddPlayer 1722232255 2 0
AddPlayer 2010405627 4 69
AddPlayer 409714994 21 17
RemovePlayer 1895536444
AddPlayer 1339771105 3 96
AddPlayer 2038485475 19 37
AddPlayer 67727220 4 90
GetPercentOfPlayersWithScoreInBounds 17 82 8 8
AddPlayer 835895026 11 40
ChangePlayerIDScore 26352727 131
AddPlayer 1948829144 16 46
AddPlayer 2113533751 3 55
AddPlayer 1809407916 11 103
IncreasePlayerIDLevel 1307316453 2
