Init 80 173
AddPlayer 1669017557 53 40
AddPlayer 1538806590 19 116
AddPlayer 1776319643 3 107
AddPlayer 603662734 38 4
AddPlayer 2036735970 42 61
AddPlayer 1618877337 -8 164
AddPlayer 1519778492 77 101
AddPlayer 722662455 16 17
AddPlayer 1890972867 64 160
AddPlayer 1020843912 59 139
AddPlayer 1338587635 50 107
AddPlayer 426529219 33 78
AddPlayer 1017922656 51 23
AddPlayer 328557678 29 71
AddPlayer 1211739486 76 89
AddPlayer 29208181 76 79
AddPlayer 1536068902 25 159
AddPlayer 83568026 54 98
AddPlayer 1117343768 56 93
AddPlayer 760514692 30 146
AddPlayer 243939865 57 43
AddPlayer 1552199140 23 14
AddPlayer 722662455 14 148
AddPlayer 870464617 29 139
AddPlayer 580009940 78 82
AddPlayer 1036883718 32 124
AddPlayer 2038880205 62 3
AddPlayer -1 36 112
AddPlayer 1538806590 80 91
AddPlayer 1666450180 6 90
AddPlayer 94008492 63 27
AddPlayer 107358793 58 66
AddPlayer 688664100 24 83
AddPlayer 1385957078 76 32
AddPlayer 925720205 23 45
AddPlayer 876204133 80 170
AddPlayer 1955358880 19 -2
AddPlayer 1696747678 56 22
AddPlayer 1270912347 59 108
AddPlayer 1392788490 37 -1
AddPlayer 349275727 45 153
AddPlayer 1784044377 17 74
MergeGroups 50 76
AddPlayer 1111717897 47 98
AddPlayer 970269278 74 115
AddPlayer 77847770 59 28
AddPlayer 2049715839 63 45
AddPlayer 1292178164 27 154
IncreasePlayerIDLevel 970269278 1
IncreasePlayerIDLevel 1111717897 8
AddPlayer 732593368 38 134
AddPlayer 602520191 5 24
AddPlayer 1962482079 51 61
AddPlayer 839409666 47 49
AddPlayer 1449364602 80 26
AddPlayer 1359747042 48 108
AddPlayer 1383363729 8 162
AddPlayer 1233250730 29 137
AddPlayer 1268843791 52 46
AddPlayer 1392465165 39 39
AddPlayer 186642845 -4 37
AddPlayer 2146077140 77 55
AddPlayer 556185963 26 144
AddPlayer 593493100 5 171
AddPlayer 1519778492 49 70
AddPlayer 8986904 10 35
AddPlayer 1754153601 7 76
AddPlayer 1758014429 58 951792068
AddPlayer 1769617625 79 166
AddPlayer 820506616 75 149
AddPlayer 401933834 45 50
AddPlayer 753428776 55 253648304
AddPlayer 1133333206 3 51
AddPlayer 1070733918 48 146
AddPlayer 1298322931 41 106
AddPlayer 2057783429 78 142
AddPlayer 170365047 49 102
AddPlayer 1706421087 44 112
AddPlayer 432523479 72 109
AddPlayer 2056654934 53 4
AddPlayer 382367969 49 153
AddPlayer 989019813 40 157
AddPlayer 552518905 17 67
ChangePlayerIDScore 970269278 96
AddPlayer 1641544400 5 23
GetPercentOfPlayersWithScoreInBounds 0 137 0 0
AddPlayer 2040438410 6 144
AddPlayer 685353362 55 127
AddPlayer 584626072 71 8
AddPlayer 743891578 13 132
AddPlayer 1526693306 77 162
AddPlayer 2019065580 80 0
AddPlayer 1412437863 42 32
AddPlayer 1977840291 77 88
AddPlayer 1476426554 26 33
AddPlayer 1518841178 -8 1
RemovePlayer 349275727
AddPlayer 809465100 53 45
AddPlayer 672157698 76 41
AddPlayer 85564957 55 77
AddPlayer 1603543267 34 887784692
AddPlayer 277200444 17 52
AddPlayer 207227848 28 40
ChangePlayerIDScore 94008492 13
AddPlayer 2065476327 28 140
AddPlayer 423686091 12 70
RemovePlayer 2040438410
AddPlayer 1696747678 74 103
AddPlayer 867106334 72 131
AddPlayer 140765966 23 40
AddPlayer 1233715146 69 94
AddPlayer 517188074 37 43
AddPlayer 1579187549 60 119
AddPlayer 1222265355 18 7
RemovePlayer 1769617625
AddPlayer 1581747857 18 114
AddPlayer 502502461 11 376833596
AddPlayer -10 13 74
AddPlayer 1728074040 7 38
AddPlayer 1356061487 12 164
AddPlayer 1980256309 23 166
AddPlayer 875995270 73 43
AddPlayer 651417273 -3 95
AddPlayer 437466859 6 78
AddPlayer 2145455505 44 2
AddPlayer 593493100 66 35
AddPlayer 1359986106 39 72
AddPlayer 1949417677 42 164
AddPlayer 401933834 29 169
AddPlayer 1218320036 49 29
AddPlayer 739126398 26 74
AddPlayer 580009940 56 147
MergeGroups 5 34
AddPlayer 977488952 58 9
AddPlayer 2034286121 77 80
AddPlayer 100493846 39 152
AddPlayer 317621186 1923503671 152
AddPlayer 1532343847 3 130
AddPlayer 366142317 7 63
AddPlayer 1573622531 10 38
AddPlayer 0 2 169
AddPlayer 180703244 17 32
AddPlayer 1745553886 78 147
AddPlayer 1132045371 43 36
AddPlayer 1418568344 33 15
AddPlayer 1808274166 42 93
AddPlayer 1121069759 1 172
AddPlayer 549145069 36 101
AddPlayer 819885958 39 122
AverageHighestPlayerLevelByGroup 0 79
AddPlayer 160578536 1 168
AddPlayer 1251447104 1888271571 161
AddPlayer 435185302 42 125
IncreasePlayerIDLevel 839409666 1
AddPlayer 271303813 55 125
AddPlayer 1388365447 14 172
AddPlayer 437466859 20 42
AddPlayer 584626072 80 73
AddPlayer 931929278 26 16
AddPlayer 786797624 59 160
AddPlayer 1534615211 67 22
AddPlayer 1321203272 33 163
AddPlayer 672400221 12 45
AddPlayer 405486461 19 62
AverageHighestPlayerLevelByGroup 17 4
AddPlayer 1414781555 6 87
AddPlayer 627624550 29 20
AddPlayer 931929278 36 123
AddPlayer 1248139205 35 105
AddPlayer 556662358 311736986 120
AddPlayer 1409438995 8 24
MergeGroups 79 20
AddPlayer 1338587635 73 158
AddPlayer 1538806590 18 75
AddPlayer 752368478 5 9
AddPlayer 915650940 51 1032822778
AddPlayer 1476426554 14 115
AddPlayer 327673983 70 165
AddPlayer 277712536 51 142
AddPlayer 297742622 68 8
AverageHighestPlayerLevelByGroup 59 2
AddPlayer 2002471158 65 57
AddPlayer 799479874 26 71
AddPlayer 1112554256 7 105
AddPlayer 960206314 7 148
AddPlayer 2038365146 77 127
AddPlayer -1 28 100
AddPlayer 429399607 68 47
AddPlayer 803176942 67 137
AddPlayer 1883644914 13 32
AddPlayer 765369909 24 160
AddPlayer 1918544172 57 80
AddPlayer 317768370 17 92
AddPlayer 1492822855 35 91
AddPlayer 752562174 23 82
AddPlayer 575873467 75 88
AddPlayer 529041553 61 150
AddPlayer 167354809 35 152
AddPlayer 881952979 16 41
AddPlayer 1801058205 44 90
AddPlayer 851452696 71 143
AddPlayer 2107001669 26 79
AddPlayer 1158092129 35 30
AddPlayer 153185027 30 8
AddPlayer 2046647307 77 9
AddPlayer 1966914141 36 98
AddPlayer 1594509958 42 163
AddPlayer 437466859 32 129
AddPlayer 417795254 36 76
AddPlayer 123879512 68 50
AddPlayer 420919891 56 87
AddPlayer 1261182438 58 89
IncreasePlayerIDLevel 2046647307 4
AddPlayer 2055214423 13 45
AddPlayer 169687799 6 110
RemovePlayer 1666450180
AddPlayer -4 77 169
AddPlayer 966275161 17 150
AddPlayer 94008492 69 134
AddPlayer 1988443928 41 93
IncreasePlayerIDLevel 277712536 8
AddPlayer 554383851 24 126
AddPlayer 426529219 39 114
AddPlayer 1639036206 70 68
AddPlayer 2139233859 72 86
MergeGroups 8 70
ChangePlayerIDScore 985258936 167
AddPlayer 341011540 74 42
AddPlayer 2092984998 27 32
RemovePlayer 1158092129
AddPlayer 45853705 881475429 12
AddPlayer 1956421209 4 151
AddPlayer 1401554426 37 133
AddPlayer 602520191 15 107
AddPlayer 1470076810 9 163
AddPlayer 55580444 77 166
MergeGroups 58 1
AddPlayer 1929508517 38 -6
AddPlayer 1634152511 68 72
AddPlayer 1579187549 15 12
AddPlayer 101491248 46 164
AddPlayer 614080164 75 148
AddPlayer 1682271427 48 97
AddPlayer 507855461 57 92
AddPlayer 1582322056 16 73
AddPlayer 533284341 1 37
AddPlayer 2052827678 27 128
AddPlayer 57049058 52 118
AddPlayer 2142013932 22 75
AddPlayer 2026066741 43 16
GetPercentOfPlayersWithScoreInBounds 80 26 0 0
AddPlayer 500956861 7 100
AddPlayer 2052842621 9 145
AddPlayer 1893226928 26 106
AddPlayer 809573108 337881427 46
AddPlayer 1817430955 18 20
AddPlayer 219177129 20 97
AddPlayer 371738662 35 149
AverageHighestPlayerLevelByGroup 0 159
AddPlayer 138111262 73 38
AddPlayer 913067367 55 28
AddPlayer 617961590 63 9
AddPlayer 754466671 14 137
AddPlayer 825047211 33 1
AddPlayer 1552523942 43 10
AddPlayer 2057783429 34 169
AddPlayer -5 60 130
AddPlayer 1606623657 52 38
AddPlayer 107358793 1 106
MergeGroups 42 72
AddPlayer 381707295 79 114
AddPlayer 836526133 69 79
AddPlayer 1857045945 51 140
AddPlayer 1624611389 15 156
AddPlayer 512445872 51 164
AddPlayer 943414239 41 143
AddPlayer 1518866598 15 134
AddPlayer 175856787 76 153
AddPlayer 2002928852 74 87
AddPlayer 508934925 51 88
AddPlayer -10 29 110
ChangePlayerIDScore 931929278 121
AddPlayer 1352975535 15 49
AddPlayer 461876937 23 101
AddPlayer 884925345 41 31
MergeGroups 79 30
AddPlayer 1572246624 52 72
AddPlayer 1402391818 80 54
RemovePlayer 693236755
AddPlayer 799617274 16 162
AddPlayer 1015979994 75 62
AddPlayer 469984916 56 35
AddPlayer 1645418065 14 40
AddPlayer 593493100 10 26
AverageHighestPlayerLevelByGroup 0 152
AddPlayer 574440946 74 145
AddPlayer 876204133 58 1
RemovePlayer -6
AddPlayer 1156894472 40 100
AddPlayer 583676759 2 143
AddPlayer 2049464603 4 75
AddPlayer 1473268627 24 137
AddPlayer 1866573933 30 33
AddPlayer 1485572631 41 47
AddPlayer 138721366 20 119
AddPlayer 1069944981 23 64
AddPlayer 1012249666 30 38
AddPlayer 1767125073 73 149
AddPlayer 453421943 23 137
AddPlayer 65577329 60 18
AddPlayer 1474314033 68 -9
AddPlayer 1177858178 39 41
AddPlayer 1191001579 45 42
AddPlayer 99217019 52 142
AddPlayer 956932797 63 31
AddPlayer 847875061 63 11
AddPlayer -7 17 97
AddPlayer 167354809 67 127
AddPlayer 1884172085 48 19
RemovePlayer 469984916
AddPlayer 1959005708 57 75
AddPlayer 935546962 71 63
IncreasePlayerIDLevel 2145455505 1
AddPlayer 1167864368 58 34
AverageHighestPlayerLevelByGroup 53 2
AddPlayer 1681666762 70 110
AddPlayer 1711023026 9 120
AddPlayer 884925345 17 148
AddPlayer 1065308493 35 134
ChangePlayerIDScore 107358793 127
AddPlayer 277200444 75 66
AddPlayer 0 31 116
AddPlayer 800785675 80 61
AddPlayer 780030939 80 140
AddPlayer 748818553 523015624 14
AddPlayer 1292041527 40 149
GetPercentOfPlayersWithScoreInBounds 0 92 0 0
AddPlayer 2115121599 62 75
AddPlayer 1327464524 31 27
AddPlayer 1302598418 14 165
AddPlayer 1006192247 17 128
AddPlayer 1514952361 56 90
RemovePlayer 382367969
AddPlayer 22138056 33 42
AddPlayer 449573839 37 47
AddPlayer 1565880429 20 25
IncreasePlayerIDLevel 839409666 9
AddPlayer 2064617187 43 1
AddPlayer 449032204 770261876 127
AddPlayer 1831190197 10 109
IncreasePlayerIDLevel 593493100 5
AddPlayer 725830400 29 58
AddPlayer 1585256577 41 8
AddPlayer 544541105 50 124
AddPlayer 1897901522 10 45
AddPlayer 1899496372 5 3
AddPlayer 1266387248 7 144
AddPlayer 49839971 52 136
AddPlayer 145262746 6 61
AddPlayer 1996372654 10 100
AverageHighestPlayerLevelByGroup 76 3
AddPlayer 1756367619 18 71
AddPlayer 305404904 24 168
AddPlayer 1303593117 36 131
AddPlayer 2131701997 76 60
AddPlayer 191093991 17 72
IncreasePlayerIDLevel 2142013932 4
AddPlayer 650176111 49 24
AddPlayer 1680960640 64 9
AddPlayer 316202590 31 66
AddPlayer 1052026355 15 6
AddPlayer 1415589709 40 143
AddPlayer 1166575391 56 126
IncreasePlayerIDLevel 2046647307 4
AddPlayer 1099401952 33 111
AddPlayer 761810463 72 76
AddPlayer 317818585 13 93
IncreasePlayerIDLevel 1402391818 7
AddPlayer 281462672 23 161
RemovePlayer 100493846
AddPlayer 1418642674 21 78
AddPlayer 1688789525 63 83
AddPlayer 434110250 56 16
AddPlayer 1982884074 47 21
AddPlayer 1233715146 6 144
AddPlayer 2055214423 21 63
AddPlayer 1811410800 68 17
ChangePlayerIDScore 1401554426 3
IncreasePlayerIDLevel 1890972867 3
AddPlayer 907867107 53 32
MergeGroups 51 -1
AddPlayer 411605846 25 163
GetPercentOfPlayersWithScoreInBounds 0 35 0 0
AddPlayer 1204863231 28 49
AddPlayer 1863086248 55 75
AddPlayer 1016887263 28 -10
AddPlayer 1953284491 39 118
MergeGroups 47 51
AddPlayer 1211739486 27 111
AddPlayer 1304595797 73 168
AddPlayer 1359209365 35 157
AddPlayer 76402464 70 145
AddPlayer 825796414 70 18
AddPlayer 711001933 49 112
AddPlayer 886538953 15 94
AddPlayer 404078336 30 127
AddPlayer 561647164 -4 98
AddPlayer 1710687275 68 143
AddPlayer 1618630225 2 164
AddPlayer 763621374 77 37
IncreasePlayerIDLevel 1248139205 5
AddPlayer 1065463573 36 17
AddPlayer 162042868 79 135
AddPlayer 986856169 55 155
AddPlayer 365366737 76 172
RemovePlayer 1536068902
AddPlayer 677282752 31 122
AddPlayer 1273942224 32 72
AddPlayer 1143294352 19 90
AddPlayer 1577543974 56 144
GetPercentOfPlayersWithScoreInBounds 34 23 0 0
AddPlayer 2087329285 54 93
AddPlayer 1610073351 10 113
AddPlayer 581471254 9 35
AddPlayer 1565880429 35 140
RemovePlayer 2065011820
AddPlayer 1669854545 25 106
MergeGroups 34 36
AddPlayer 567833518 58 172
AddPlayer 1843763482 52 12
AddPlayer 198623476 46 626624483
AddPlayer 591917353 34 90
AddPlayer 114954379 64 167
RemovePlayer 1745553886
AddPlayer 306592231 6 19
IncreasePlayerIDLevel 1928942717 2
AddPlayer 1860835639 24 46
AddPlayer 1371771358 66 32
AddPlayer 866166131 48 99
GetPercentOfPlayersWithScoreInBounds 29 58 0 0
AverageHighestPlayerLevelByGroup 0 8296
RemovePlayer 1767125073
AddPlayer 1788773335 70 164
AddPlayer 808077039 72 37
ChangePlayerIDScore 57049058 142
AddPlayer 282674103 44 155
AddPlayer 1345923488 24 82
AddPlayer 1470076810 63 19
AddPlayer 1604497701 22 150
AddPlayer 130688741 26 90
AddPlayer -4 76 139
RemovePlayer 1696747678
MergeGroups 59 53
AddPlayer 515525441 6 3
GetPercentOfPlayersWithScoreInBounds 57 75 0 0
AddPlayer 246058877 64 68
AddPlayer 1598818769 76 137
AddPlayer 672386 15 10
AddPlayer 1639491727 24 33
AddPlayer 1034587411 20 26
AddPlayer 1467253781 15 32
MergeGroups -7 23
AddPlayer 160382855 12 119
AddPlayer 2002928852 33 144
AddPlayer 1109158441 4 7
AddPlayer 1971628811 47 123
AddPlayer 228369521 43 65
AverageHighestPlayerLevelByGroup 0 6
ChangePlayerIDScore 820506616 87
AddPlayer 1332436504 26 130
AddPlayer 1299905376 27 129
AverageHighestPlayerLevelByGroup 0 4508
MergeGroups 34 73
AverageHighestPlayerLevelByGroup 0 39
AddPlayer 400732641 44 99
AddPlayer 2044487980 21 8
AddPlayer 994677608 23 10
AverageHighestPlayerLevelByGroup 34 9
AddPlayer 1998175349 6 31
AddPlayer 297742622 80 103
AddPlayer 1299577976 32 165
ChangePlayerIDScore 786797624 25
AddPlayer 397783849 54 5
ChangePlayerIDScore 1299577976 60
AddPlayer 759461678 69 2137107260
AverageHighestPlayerLevelByGroup 46 1
GetPercentOfPlayersWithScoreInBounds 37 43 0 0
AddPlayer 1184132091 1 54
AddPlayer 1479595532 56 91
RemovePlayer 556185963
AddPlayer 1758372347 34 27
AverageHighestPlayerLevelByGroup 0 337
AddPlayer 1851307284 13 93
AddPlayer 569207376 77 149
AddPlayer 1746332958 27 105
AddPlayer 851617778 65 54
ChangePlayerIDScore 935546962 30
AddPlayer 1232862373 39 44
AddPlayer 1549724908 21 83
AddPlayer -8 40 89
ChangePlayerIDScore -3 3
AddPlayer -2 7 58
AddPlayer 114954379 56 138
AddPlayer 2012150073 52 126
AddPlayer 941913027 48 99
AddPlayer 196511541 11 40
AddPlayer 2034411826 34 88
AverageHighestPlayerLevelByGroup 7 4
AddPlayer 2082281986 65 61
AddPlayer 590199674 77 95
GetPercentOfPlayersWithScoreInBounds 0 139 0 0
AddPlayer 1026078017 14 67
AddPlayer 717101442 4 78
AddPlayer 108530136 67 153
AddPlayer 739126398 68 71
AddPlayer 914697411 67 165
AddPlayer 1666593382 51 8
AddPlayer 1291013940 53 157
AddPlayer 1524175875 23 170
AddPlayer 960206314 60 24
AddPlayer 1744694957 62 119
RemovePlayer 1866573933
AddPlayer 2131633341 29 91
AddPlayer 1484959044 46 101
AddPlayer 1385398288 42 66
