Init 94 189
AddPlayer 1181364739 76 106
AddPlayer 1455269684 46 185
AddPlayer 1181364739 73 152
AddPlayer 2085100884 50 65
AddPlayer 1992199984 77 138
AddPlayer 1455269684 93 101
AddPlayer 1923660786 576320371 160
AddPlayer 1515140298 36 152
AddPlayer 429058494 39 84
AddPlayer 692861989 4 69
AddPlayer 976269345 83 17
AddPlayer 896008765 880225058 24
AddPlayer 2043531650 49 90
AddPlayer 773024887 70 49
AddPlayer 663084642 26 147
AddPlayer 1454716173 94 169
AddPlayer 605875793 82 19
AddPlayer 2015298676 39 181
AddPlayer 898481201 11 90
AddPlayer 1246050385 24 107
AddPlayer 33325696 48 149
AddPlayer 1430997378 77 48
AddPlayer 1538623966 70 71
AddPlayer 1595124329 69 127
AddPlayer 1597270400 1 146
AddPlayer 1679037987 46 72
AddPlayer 1136436154 49 135
AddPlayer 1692438871 67 68
AddPlayer 1339328630 56 128
AddPlayer 1001319147 91 25
AddPlayer 1121311049 3 173
AddPlayer 690511802 77 3
AddPlayer 121837875 6 103
AddPlayer 981206285 64 61
AddPlayer 744314762 19 58
AddPlayer 45297108 86 24
AddPlayer 1692994045 19 71
AddPlayer 377809281 16 136
AddPlayer 2031871484 589067467 109
AddPlayer 507579027 9 76
AddPlayer 1517784566 57 133
AddPlayer 1538623966 5 138
AddPlayer 1635605645 55 99
AddPlayer 404483981 23 164
AddPlayer 932685925 13 17
AddPlayer 1756232747 83 73
AddPlayer 1339328630 45 142
AddPlayer 1556946606 11 93
AddPlayer 1383533369 8 50
AddPlayer 1667136172 48 84
AddPlayer 509774244 -7 84
AddPlayer 2105034581 47 111
AddPlayer 36730642 87 30
RemovePlayer 663084642
AddPlayer 1577596740 77 150
AddPlayer 2009349299 22 6
AddPlayer 1011568654 42 89
AddPlayer 999462899 55 2095748823
AddPlayer 1364405332 70 67
AddPlayer 1395140530 91 159
AddPlayer 1742913118 10 738707092
AddPlayer 1771879719 40 53
AddPlayer 1632047116 22 13
AddPlayer 121837875 24 175
AddPlayer 2102498174 36 172
AddPlayer 878808715 85 64
AddPlayer 1190762408 86 100
AddPlayer 1121551155 36 147
AddPlayer 1475058150 83 5
AddPlayer 524289810 49 176
AddPlayer 487535297 17 139
AddPlayer 1366962508 28 109
AddPlayer 974734460 16 2
AddPlayer 602690808 40 187
AddPlayer 1928259954 52 78
AddPlayer 1404550377 80 45
AddPlayer 64653447 53 121
AddPlayer 222248001 15 66
AddPlayer 1935921283 54 130
AddPlayer 1525848876 59 177
AddPlayer 1313840567 4 134
AddPlayer 619403447 14 11
AddPlayer 119497462 21 74
MergeGroups 82 71
AddPlayer 1709005907 82 15
AddPlayer 1313840567 53 171
AddPlayer 11549310 52 137
AddPlayer 1929906126 57 132
IncreasePlayerIDLevel 1136436154 1
AddPlayer 1824488302 42 105
AddPlayer 705412542 54 85
AddPlayer 625939935 58 51
AddPlayer 1404171680 48 110
AddPlayer 220473524 9 159
AddPlayer 1157812624 78 51
AddPlayer 935679324 23 145
AddPlayer 110495486 93 114
AddPlayer 456508849 17 34
ChangePlayerIDScore 188695315 5
AddPlayer 1013026143 86 49
AddPlayer 1053933582 44 17
AddPlayer 1239563770 3 106
AddPlayer 1606911866 58 143
AddPlayer 1344608908 23 64
AddPlayer 2069881633 21 68
AddPlayer 1305389277 46 178
AddPlayer 467442551 41 75
AddPlayer 1545107738 79 115
AddPlayer 1924964185 69 143
AddPlayer 2114827382 80 137
AddPlayer 2143675092 11 135
AddPlayer 701028279 23 85
AddPlayer 1061111314 11 170
AddPlayer 487535297 24 137
AddPlayer 727757855 76 160
MergeGroups 75 45
AddPlayer 1417683152 0 65
AddPlayer 959965658 16 48
AddPlayer 1407394351 46 180
AddPlayer 1223931794 90 56
AddPlayer -9 46 34
AddPlayer 1404550377 51 118
AddPlayer 2096540487 58547153 36
AddPlayer 982522669 74 128
AddPlayer 2045879674 30 155
AddPlayer 305006376 56 82
AddPlayer 2147042442 21 159
AddPlayer 1963086076 22 125
AddPlayer 1719276514 71 20
AddPlayer 1796047568 91 43
AddPlayer 729790938 18 63
AddPlayer 558828986 31 161
AddPlayer 415877568 1065285996 26
AddPlayer 56114116 2 84
AddPlayer 2024931490 94 111
AddPlayer 585752191 24 83
AddPlayer 1860312906 74 168
AddPlayer 908459014 92 26
AddPlayer -8 24 126
AddPlayer 1549551454 1986258781 35
AddPlayer 336756501 65 97
AddPlayer 1483788492 8 89
AddPlayer 842029648 40 156
AddPlayer 508138687 43 115
AddPlayer 1318858620 22 182
AddPlayer 164170732 91 82
AddPlayer 210670291 7 8
AddPlayer 523925802 29 88
AddPlayer 2078452207 35 29
AddPlayer 322750437 68 112
AddPlayer 768566759 17 6
AddPlayer 1576887449 1 88
AddPlayer 62327436 74 13
AddPlayer 217490094 46 41
AddPlayer 941636788 59 155
AddPlayer 605875793 21 154
AddPlayer 505759908 65 143
AddPlayer 552995974 16 35
AddPlayer 1246050385 39 111
AddPlayer 1858852316 55 28
AddPlayer 898481201 12 29
AddPlayer 1371533859 85 64
AddPlayer 351832852 46 127
AddPlayer 1147493117 85 43
AddPlayer 1242649152 39 187
AddPlayer -4 66 46
AddPlayer 900948766 24 81
AddPlayer 36730642 48 146
AddPlayer 546259259 28 93
AddPlayer 961779839 91 27
AddPlayer 336809343 78 137
AddPlayer 1490120473 83 81
AddPlayer 603825507 35 76
AddPlayer 988071345 8 47
AddPlayer 838469705 20 160
AddPlayer 992348849 20 25
AddPlayer 513009763 21 73
MergeGroups 82 37
AddPlayer 1438835049 29 156
AddPlayer 1217877645 81 163
AddPlayer 598613506 26 127
AddPlayer 1705327891 20 148
AddPlayer 411589897 31 44
AddPlayer 1756232747 16 15
AddPlayer 371195652 15 11
AddPlayer 671858091 81 61
AddPlayer 911119627 27 17
AverageHighestPlayerLevelByGroup 43 1
RemovePlayer 1430997378
AddPlayer 9711606 1 28
AddPlayer 627167080 11 115
AddPlayer 61925349 22 877640882
AddPlayer 1144634505 56 15
AddPlayer 487641129 84 65
AddPlayer 1359832092 -1 83
AddPlayer 550556952 73 95
AddPlayer 220071019 48 68
AddPlayer 194168755 44 1133028657
AddPlayer 664467821 31 132
AddPlayer 1991145041 90 166
AddPlayer 325368341 93 97
AddPlayer 12323824 45 163
AverageHighestPlayerLevelByGroup 0 141
AddPlayer 1264023930 49 112
AddPlayer 690511802 55 103
AddPlayer 1806982004 44 91
ChangePlayerIDScore 1156819516 11
AddPlayer 2068212460 54 189
AverageHighestPlayerLevelByGroup 3 2
IncreasePlayerIDLevel 221905487 7
AddPlayer 302678866 62 182
AddPlayer 1100804207 46 1
AddPlayer 2060025865 48 24
AddPlayer 817210916 54 9
AddPlayer 1988770022 69 89
ChangePlayerIDScore 487641129 23
AddPlayer 1864517929 40 156
AddPlayer 736918645 77 179
AddPlayer 625939935 84 177
AddPlayer -8 47 88
AddPlayer 992348849 1 109
AddPlayer -1 2 119
AddPlayer 1785999716 52 61
AddPlayer 633124353 35 173
AddPlayer 362924138 50 10
AddPlayer 513009763 82 85
AddPlayer 2018202676 56 20
AddPlayer 954418136 52 75
AddPlayer 695702087 75 23
AddPlayer 1870766675 16 -1
AddPlayer 759546714 49 7
AddPlayer 295467347 86 144
AddPlayer 1615646325 5 167
AddPlayer 1426263134 47 171
AddPlayer 240781310 71 23
AddPlayer 507579027 12 52
AddPlayer 501221953 50 42
AddPlayer 1820062559 92 23
AddPlayer 1869354190 39 48
AddPlayer 837356260 70 178
AddPlayer 1816021855 87 55
AddPlayer 973124987 35 189
AddPlayer 710851270 85 96
AddPlayer 1916129381 9 47
AddPlayer 749953558 51 88
AddPlayer 1476225334 73 54
AddPlayer -9 32 50
AddPlayer 1618012301 26 164
AddPlayer 1016233359 45 183
AddPlayer 411589897 84 21
AddPlayer 2071034561 39 27
AddPlayer 1087146881 90 46
AddPlayer 901319152 71 132
AddPlayer 1896538674 31 3
AddPlayer 2003256489 71 134
ChangePlayerIDScore 793014923 72
AddPlayer 412953456 53 75
AddPlayer 2074008298 64 182
AddPlayer 1518517540 32 173
AddPlayer -4 2 44
AddPlayer 164170732 15 123
GetPercentOfPlayersWithScoreInBounds 78 137 0 0
AddPlayer 1188920056 93 117
AddPlayer 526000105 73 71
AddPlayer 2074735149 29 76
AddPlayer 1069840567 86 121
AddPlayer 1105480168 75 19
AddPlayer 2113177902 56 16
AddPlayer 1037205170 12 49
AddPlayer 1243214856 51 35
AverageHighestPlayerLevelByGroup 0 53
AddPlayer 333588995 59 99
AddPlayer 119497462 51 185
AddPlayer 815031201 57 -9
AddPlayer 168405781 1069322454 107
AddPlayer 790777176 94 100
AddPlayer -7 8 80
AddPlayer 1822835055 45 92
AddPlayer 1941882642 36 183
AddPlayer 252741876 1 38
AddPlayer 1052304376 20 -9
AddPlayer -10 86 180
AddPlayer 976269345 5 15
AddPlayer 1819964810 32 112
AddPlayer 1335407978 93 109
AddPlayer 1222925073 26 186
AddPlayer 771717285 76 10
AddPlayer 976969796 2 154
AddPlayer 187859277 7 87
AddPlayer 1839638014 16 143
AddPlayer 1089170757 41 51
AddPlayer 839798706 62 69
AddPlayer 1001440509 14 64
AddPlayer 549633244 33 17
AddPlayer -5 10 167
ChangePlayerIDScore -7 185
AddPlayer 720757671 89 187
AddPlayer 522209570 60 90
AddPlayer 1528124822 83 60
AddPlayer 1311987808 15 31
