Init 36 29
AddPlayer 1584280423 13 11
AddPlayer 720743928 35 21
AddPlayer 720743928 30 29
AddPlayer 720743928 19 17
AddPlayer 699162495 24 22
AddPlayer 1827796982 36 19
AddPlayer 689104209 1 23
AddPlayer 720743928 23 29
AddPlayer 689104209 1 6
AddPlayer 90960887 3 7
AddPlayer 443162454 28 1
AddPlayer 620988580 4 14
AddPlayer 32909897 12 19
GetPercentOfPlayersWithScoreInBounds 12 19 0 0
AddPlayer 320900386 34 29
AddPlayer 672088743 10 8
AddPlayer 666120565 24 20
AddPlayer 708306267 9 28
AddPlayer 1512700071 20 27
AddPlayer 229219634 25 3
AddPlayer 303544107 11 26
AddPlayer 1637861635 4 1624645638
AddPlayer 501335156 28 19
AddPlayer 1512700071 10 17
AddPlayer 1959950399 30 2
AddPlayer 1219068408 30 3
AddPlayer 1265172199 32 24
AddPlayer 613885881 4 3
AddPlayer 620988580 32 14
AddPlayer 749394551 17 20
AddPlayer 1494018760 18 -7
AddPlayer 749394551 21 7
AddPlayer 664183835 15 10
AddPlayer 1998886016 6 9
AddPlayer 540597643 22 22
AddPlayer 1112173420 26 23
AddPlayer 99568318 22 24
AddPlayer 2131870034 29 28
AddPlayer -6 14 22
AddPlayer 1701174481 32 28
AddPlayer 1699833452 8 4
AddPlayer 749394551 3 1
AddPlayer 2056715839 13 21
AddPlayer 1134502858 12 7
AddPlayer 828192379 13 16
AddPlayer 1424153791 3 29
AddPlayer 1410951777 22 3
AddPlayer 422784233 14 20
AddPlayer 1529722692 28 27
AddPlayer 361440996 14 27
AddPlayer 1290209844 15 26
AddPlayer 2091342153 26 22
AddPlayer 855277133 32 28
AddPlayer 602342362 20 19
AddPlayer 86942419 11 8
AddPlayer 1098137941 17 18
AddPlayer 2101170412 26 29
AddPlayer 800320875 20 23
AddPlayer 707780894 14 27
AddPlayer 1890017386 20 20
AddPlayer 788792215 28 24
AddPlayer 1390539116 21 2
AddPlayer 947990665 36 26
AddPlayer 530211300 27 23
IncreasePlayerIDLevel 1290209844 4
AddPlayer 1415769280 36 1
AddPlayer 832664771 11 24
AddPlayer 1230124143 9 18
ChangePlayerIDScore 708306267 14
AddPlayer 232560123 24 17
AddPlayer 1984472297 1 9
GetPercentOfPlayersWithScoreInBounds 0 10 0 0
AddPlayer 1112173420 13 8
AddPlayer 867188314 18 16
AddPlayer 90960887 12 16
AddPlayer 1979518782 29 29
AddPlayer 1410951777 3 16
AddPlayer 1598719429 0 10
AddPlayer 632053525 29 2
AddPlayer 1367486653 27 17
AddPlayer 1858338530 7 13
AddPlayer 2040209085 8 16
AddPlayer 2056715839 11 12
AddPlayer 1438428224 2 27
AddPlayer 574300264 8 25
AddPlayer 304883743 36 17
AddPlayer 809213542 21 11
AddPlayer 1976229198 6 18
IncreasePlayerIDLevel 1584280423 5
AddPlayer 1102340599 694139462 24
AddPlayer 572285185 14 15
AddPlayer 1451779394 6 28
AddPlayer 973460854 36 7
AddPlayer 653719049 34 19
AddPlayer 1415769280 23 8
AddPlayer 58107205 36 27
AddPlayer 775500850 9 2
AddPlayer 1935036943 31 2
AddPlayer 666120565 26 7
AddPlayer 466490520 34 21
AddPlayer 428913860 29 5
AddPlayer 428913860 31 9
AddPlayer 475487435 1 15
AddPlayer 1775462346 13 23
AddPlayer 1930317394 29 10
AddPlayer 1115518630 4 15
AddPlayer 130131449 22 19
AddPlayer 1455240474 30 2
AddPlayer 707468110 7 21
AddPlayer 572285185 11 12
AddPlayer 1438388817 27 24
GetPercentOfPlayersWithScoreInBounds 0 1 0 0
MergeGroups 34 17
AddPlayer 1857706188 33 11
AddPlayer 1784842527 24 29
AddPlayer 21498494 32 20
AddPlayer 2129490679 28 18
AddPlayer 40359848 14 12
AddPlayer 263804158 6 27
AddPlayer 367873630 26 15
AddPlayer 1044572885 14 24
AddPlayer 2105338 1 23
AddPlayer 1232421363 15 21
AddPlayer 594480660 27 26
AddPlayer 1272856428 9 6
AddPlayer 711319506 23 18
AddPlayer 1080188877 31 5
AddPlayer 2052152696 32 18
AddPlayer 129380421 16 3
AddPlayer 163225082 19 14
AddPlayer 857378108 35 19
AddPlayer 1605189922 5 12
AddPlayer 1998018791 12 15
AddPlayer 600996787 9 22
AddPlayer 47571279 36 15
AddPlayer 21498494 22 4
AddPlayer 1984472297 14 27
AddPlayer 1274446192 29 6
AddPlayer -3 8 5
AddPlayer 1787787405 29 1729898936
GetPercentOfPlayersWithScoreInBounds 19 14 0 0
