Init 50 186
AddPlayer 1389748 40 38
AddPlayer 1188106116 50 18
AddPlayer 2070648620 3 98
AddPlayer 2028758535 2 141
AddPlayer 1935072743 44 173
AddPlayer 273402706 35 15
AddPlayer 528165252 1 153
AddPlayer 1256259640 47 125
AverageHighestPlayerLevelByGroup 1 5883
AddPlayer 2070648620 12 69
AddPlayer 842746532 37 71
AddPlayer 1884642829 3 185
AddPlayer 919000017 9 23
AddPlayer 78449858 25 48
AddPlayer 2087709228 1580053686 77
AddPlayer 1162768826 39 31
AddPlayer 1816666046 27 89
AddPlayer 1759474011 43 168
AddPlayer 70661976 33 99
AddPlayer -6 45 151
AddPlayer 1316626443 10 33
AddPlayer 69493515 32 1578141080
AddPlayer 503358738 50 74
AddPlayer 1994469673 110816025 147
AddPlayer 273927216 41 102
AddPlayer 2028758535 22 39
AddPlayer 1315664814 11 27
AddPlayer 1316872348 41 14
AddPlayer 28324522 40 182
AddPlayer 224930625 16 175
AddPlayer 854143706 -2 132
AddPlayer 1312431062 33 122
AddPlayer 1418444360 46 22
AddPlayer 1942331944 24 19
AddPlayer 591905206 31 690471813
AddPlayer 1759383451 17 2
AddPlayer 1243978061 6 1
AddPlayer 1827679783 29 149
AddPlayer 1911929322 46 83
AddPlayer 2092216474 16 -1
AddPlayer -7 23 181
AddPlayer 1577815825 28 4
AddPlayer 713489258 22 154
AddPlayer 1942331944 9 48
AddPlayer 896838116 21 44
AddPlayer -8 38 178
AddPlayer 1035570054 3 166
AddPlayer 1919045373 21 45
AddPlayer 1942331944 42 156
AddPlayer 674922049 45 36
AddPlayer 1734621936 36 45
AddPlayer 1954149326 37 97
AddPlayer 840330516 4 64
AddPlayer 985405196 29 117
AddPlayer 1206667745 8 139
AddPlayer 1037630809 15 5
AddPlayer 1829796871 44 33
AddPlayer 139619943 6 -10
AddPlayer 2061906779 33 127
AddPlayer -1 3 112
AddPlayer -5 6 72
AddPlayer 621242843 37 2
AddPlayer 1172045279 41 17
AddPlayer 644688038 35 134
AddPlayer 1518538904 50 111
AddPlayer 754795000 35 39
AddPlayer 85045921 41 37
AddPlayer 1349716421 7 109
AddPlayer 1919045373 16 182
AddPlayer 1759474011 36 23
AddPlayer 1746061179 1 34
AddPlayer 850344551 21 176
AddPlayer 681352990 33 25
AddPlayer 708711141 30 92
AddPlayer 1554540673 22 2099896271
MergeGroups 18 12
AddPlayer 1342643238 38 173
AddPlayer 985405196 21 138
AddPlayer 838287063 1 89
AddPlayer 736930203 21 118
AddPlayer 1260435835 18 119
