Init 25 142
AddPlayer 1374793832 2 56
AddPlayer 1730753273 12 107
AddPlayer 546520357 13 41
AddPlayer 608861187 14 92
AddPlayer 1825335209 84907764 116
AddPlayer 1345605794 4 4
AddPlayer 720154151 1 113
AddPlayer 1450622923 -1 3
AddPlayer 780865146 19 17
AddPlayer -7 6 14
AddPlayer 749349106 19 114
AddPlayer -1 4 132
AddPlayer 2033815193 12 31
AddPlayer 1862636198 24 42
AddPlayer 622673526 23 99
AddPlayer 657511496 23 28
AddPlayer 2059254952 24 122
AddPlayer 1959179502 20 133
AddPlayer 1746278640 15 23
AddPlayer 869198293 22 39
AddPlayer 1124583309 15 33
AddPlayer 720154151 9 7
AddPlayer 831040113 3 48
AddPlayer 657511496 3 23
AddPlayer 1296349379 6 123
AddPlayer 663547178 22 87
AddPlayer 823345561 20 119
AddPlayer 135345898 14 11
AddPlayer 1391198864 8 90
AddPlayer -1 22 6
AddPlayer 2137572227 19 16
AddPlayer 1556570981 24 129
AddPlayer 720154151 11 114
AddPlayer 1904559367 5 112
AddPlayer 53853927 14 2
AddPlayer 2127103371 10 129
AddPlayer 454570736 5 29
AddPlayer 2037872387 24 48
AddPlayer 74067023 2 67
AddPlayer 811084581 4 35
AddPlayer 1517182777 18 98
AddPlayer 468074187 23 2
AddPlayer 913748068 4 61
AddPlayer -7 19 82
AddPlayer 422502687 3 9
AverageHighestPlayerLevelByGroup 0 14
AddPlayer 237177856 9 1
AddPlayer 245923465 25 18
AddPlayer 748955236 20 107
AddPlayer 380493423 11 138
AddPlayer 2117849848 1 124
AddPlayer 383648692 12 29
AddPlayer -8 15 42
AddPlayer 360950682 21 97
AddPlayer 1746278640 7 126
AddPlayer 1103486355 -7 26
AddPlayer 1361339489 5 22
AddPlayer 841093349 13 37
AddPlayer 1547683535 10 62
AddPlayer -3 5 14
AddPlayer 206383750 4 4
AddPlayer 506733037 20 35
AverageHighestPlayerLevelByGroup 2012009681 1
AddPlayer 1425077344 2 89
AddPlayer 1133505329 4 139
AddPlayer 544342619 2 44
AddPlayer 1193037665 14 109
AddPlayer 100139181 13 138
AddPlayer 1540915130 5 121
AddPlayer 89190701 -3 131
AddPlayer 1667842152 11 36
AddPlayer 1121256453 2 117
AddPlayer 1228703923 20 59
AddPlayer 669586196 7 76
AddPlayer 424089859 15 2019085966
MergeGroups 17 -1
AddPlayer 780865146 8 6
AddPlayer 1257518487 22 73
MergeGroups 1648540007 12
AddPlayer 504895179 9 5
AddPlayer 1908579666 20 43
AddPlayer -5 5 30
AddPlayer 2118304724 10 15
AddPlayer 669586196 21 126
AddPlayer 1238730636 18 91
AddPlayer 359926045 11 40
AddPlayer 941044770 3 36
AddPlayer 1474598533 8 88
AddPlayer 1547920256 9 75
GetPercentOfPlayersWithScoreInBounds 0 38 0 0
AddPlayer -5 3 56
AddPlayer 1663109762 7 142
AddPlayer 1829253235 5 54
AddPlayer 287737254 21 68
AddPlayer 776762372 22 23
AddPlayer 1710339838 25 113
AddPlayer 1710339838 5 4
AddPlayer 621551884 8 102
AddPlayer 380493423 3 3
AddPlayer 935940584 11 15
AddPlayer 468074187 2 123
AddPlayer 1434215797 10 128
AddPlayer 12716568 20 78
AddPlayer 1650117154 19 8
AddPlayer 137473116 4 124
AddPlayer 1441731200 22 77
AddPlayer 137473116 18 110
AddPlayer 1820296198 9 106
MergeGroups 12 4
AddPlayer 606356496 2 132
AddPlayer 914391560 13 102
AddPlayer 915315962 9 104
AddPlayer 1205062139 22 100
AddPlayer 109015156 7 96
AddPlayer 2073918661 25 109
AddPlayer 1303893114 18 55
AddPlayer 2133862713 13 95
AddPlayer -5 20 30
AddPlayer 657759700 21 133
AddPlayer 868018972 1 10
AddPlayer 1130914251 17 141
AddPlayer 657759700 20 131
