Init 60 156
AddPlayer 141745921 28 129
AddPlayer 627897343 37 134
AddPlayer 1131923502 9 14
AddPlayer 347194599 52 139
AddPlayer 1654548212 50 100
AddPlayer 1123593779 38 119
AddPlayer 627897343 29 16
AddPlayer 627897343 2 21
AddPlayer 2087906301 1584132228 145
AddPlayer 1027452944 40 127
AddPlayer 1075760495 37 27
AddPlayer 1642386150 48 29
AddPlayer 32735685 716003249 95
AddPlayer 1699408951 23 117
AddPlayer 2019654981 26 124
AddPlayer 861054589 40 60
AddPlayer 1158130688 12 45
AddPlayer 194864519 25 148
AddPlayer 551985797 48 35
AddPlayer 1474355848 20 129
AddPlayer 97523704 45 14
AddPlayer 1371930776 1 1307702043
AddPlayer 548078204 13 68
AddPlayer 347194599 4 44
AddPlayer 1284960643 57 139
AddPlayer 97523704 15 11
AddPlayer 26941022 10 8
AddPlayer 1505287459 22 139
AddPlayer 1228481439 59 154
AddPlayer 783815380 56 73
AddPlayer 527723317 50 73
AddPlayer 88905591 1 10
AddPlayer 545798058 45 47
IncreasePlayerIDLevel 2092122495 2
AddPlayer 1878092700 17 103
AddPlayer 667214086 34 104
AddPlayer 1461143879 1 3
AddPlayer 1123593779 51 114
AddPlayer 545602659 49 105
AddPlayer 1158130688 44 135
AddPlayer 1812184675 3 135
AddPlayer 568317832 19 66
AddPlayer 1172137626 32 72
AddPlayer 1812514818 31 124
AddPlayer 1576484152 49 125
AddPlayer 1172137626 9 80
AddPlayer 1820397245 14 25
AddPlayer 1448900975 25 85
AddPlayer 1665407898 17 48
AddPlayer -10 44 28
AddPlayer 368267191 7 124
IncreasePlayerIDLevel 1131923502 9
AddPlayer 1812184675 32 56
AddPlayer 861054589 22 103
AddPlayer 300939664 59 104
AddPlayer 1258074499 20 122
AddPlayer 394809840 35 19
AddPlayer 921708783 2 154
AddPlayer 1184575460 1 128
AddPlayer 199887243 -8 93
AddPlayer 846196940 43 146
AddPlayer 804796328 57 99
AverageHighestPlayerLevelByGroup 23 1
AddPlayer 344391527 29 19
AddPlayer 1999786079 21 122
AddPlayer 1807781488 51 36
AddPlayer 483321467 25 156
AddPlayer 1003765478 35 63
AddPlayer 657288340 49 54
AddPlayer 934231703 18 19
AddPlayer 309954160 7 1
AddPlayer 1003765478 54 131
AddPlayer 1767654867 28 86
AddPlayer 1784646892 889982415 125
GetPercentOfPlayersWithScoreInBounds 10 8 0 0
AddPlayer 1606640580 29 85
AddPlayer 2088440776 36 30
AddPlayer 855919606 18 87
AddPlayer 1388477081 3 28
AddPlayer 1516632786 28 10
IncreasePlayerIDLevel 1812184675 9
AddPlayer 652525675 49 103
AddPlayer 627897343 46 62
AddPlayer 1299302209 45 52
AddPlayer 1802824647 44 12
AddPlayer 1522108983 28 123
AddPlayer 347194599 38 114
AddPlayer 472864303 58 43
AddPlayer 551985797 36 6
AddPlayer 1544476499 11 3
AddPlayer 21642871 37 42
AddPlayer 1326319912 53 88
AddPlayer 26941022 45 100
AddPlayer 1024297472 41 70
AddPlayer 96169239 49 129
AddPlayer 42106782 50 120
AddPlayer 2138644908 7 11
AddPlayer 2051181330 7 18
AddPlayer 2072668377 38 150
AddPlayer 143803769 19 69
AddPlayer 1427935313 34 16
AddPlayer 789700971 56 83
AddPlayer 1783378521 54 65
AddPlayer 1358208798 5 132
AddPlayer 1729871842 20 119
AddPlayer 1213817602 42 70
AddPlayer 1299302209 38 60
AddPlayer 127822837 48 147
AddPlayer 1082403947 14 33
AddPlayer 1081238742 20 128
AddPlayer 551458829 45 114
AddPlayer 887259727 31 111
AddPlayer 1267107827 -5 97
AddPlayer 1606640580 23 45
AddPlayer 1309486887 18 88
AddPlayer 356423053 22 24
AddPlayer 1781360556 53 153
AddPlayer 1878092700 51 47
GetPercentOfPlayersWithScoreInBounds 23 117 0 0
AddPlayer 421635274 60 -6
AddPlayer 819635673 21 103
AddPlayer 1146696065 7 1
AddPlayer 1836691846 59 13
AddPlayer 2060785676 57 139
AddPlayer 81845134 1 155
AddPlayer 707765252 37 90
RemovePlayer 1172137626
AddPlayer 1878092700 28 16
AddPlayer 493560523 7 73
AddPlayer 431286661 59 86
AddPlayer 1080665824 34 121
AddPlayer 808831946 46 125
AddPlayer 568317832 33 100
AddPlayer 817435306 33 115
AddPlayer 1310109799 1 60
AddPlayer 466699102 15 600187769
AddPlayer 1437675129 11 121
AddPlayer 1152313988 18 27
AddPlayer 1576421926 4 69
AddPlayer 783815380 55 130
AddPlayer 587444867 49 40
AddPlayer 1726539803 2 90
AddPlayer 1076264688 50 15
AddPlayer 738257247 10 96
AddPlayer 152421628 14 58
AddPlayer 998241071 36 135
AddPlayer 96169239 35 143
AddPlayer 322133115 47 92
AddPlayer 4776188 47 64
AddPlayer 219824374 57 115
AddPlayer 932884690 60 63
AddPlayer 680080594 45 117
AddPlayer 859928279 27 80
AddPlayer 1984727304 39 21
AddPlayer 2080054706 56 65
AddPlayer 3135337 50 55
AverageHighestPlayerLevelByGroup -5 1
AddPlayer 1351032929 55 136
AddPlayer 1206714120 60 97
AddPlayer 1463685511 35 9
AddPlayer 1256937128 45 142
RemovePlayer 1427935313
AddPlayer 99533297 5 12
AddPlayer 1252893202 58 157526970
AddPlayer 435432658 35 131
AddPlayer 141179109 35 14
AddPlayer 96512684 13 129
AddPlayer 1602855102 51 29
AddPlayer 1757999377 17 5
AverageHighestPlayerLevelByGroup 17 3
AddPlayer 1906823471 6 51
GetPercentOfPlayersWithScoreInBounds 7 816948380 1 0
RemovePlayer 2138644908
AddPlayer 1914100297 59 128
AddPlayer 1549088651 16 84
AddPlayer 1081810080 -1 149
AddPlayer 1343204027 55 49
RemovePlayer 194864519
AddPlayer 397492196 48 27
RemovePlayer 1665407898
AddPlayer 1802824647 3 44
AddPlayer 640919592 17 88
AddPlayer 1226681553 2 49
AddPlayer -5 25 129
AddPlayer 266897934 45 95
AverageHighestPlayerLevelByGroup 27 1856
AddPlayer 2033673914 47 6
AddPlayer 336791480 57 53
AddPlayer 1265202086 39 10
AddPlayer 1742270772 3 59
AddPlayer 1250874055 49 146
AddPlayer 1285277057 42 81
ChangePlayerIDScore 804796328 62
AddPlayer 664085319 46 24
AddPlayer 197856986 10 36
AddPlayer 583433401 26 39
AddPlayer 2142856729 14 150
AddPlayer 543396836 47 33
AddPlayer 737244524 25 33
AverageHighestPlayerLevelByGroup 14 -10
AddPlayer 1739972823 32 122
AddPlayer 9783240 28 91
AddPlayer 1226681553 26 1
AddPlayer 933651313 17 37
AddPlayer 1024297472 34 90
AddPlayer 336791480 3 151
MergeGroups 4 34
AddPlayer 2088905623 -7 49
AddPlayer 454625915 46 130
AverageHighestPlayerLevelByGroup 29 1
AddPlayer 556926214 15 100
AddPlayer 1448900975 22 119
AddPlayer 1529062213 50 58
AddPlayer 85833121 14 155
AddPlayer 1808984298 54 129
AddPlayer 1166803666 38 90
AddPlayer 76028157 14 3
AddPlayer 163239652 45 9
GetPercentOfPlayersWithScoreInBounds 0 93 0 0
AddPlayer 207277204 39 64
AddPlayer 1560868834 2 10
AddPlayer 1307850981 58 5
AddPlayer -9 3 155
AddPlayer 101201576 56 90
AddPlayer 1462747688 5 71
AddPlayer 680080594 54 19
AddPlayer 2031838797 12 129
IncreasePlayerIDLevel 1836691846 3
AddPlayer 1895093985 34 32
AddPlayer 725886663 19 139
AddPlayer 1776874165 25 152
GetPercentOfPlayersWithScoreInBounds 0 84 0 0
RemovePlayer 1767654867
AverageHighestPlayerLevelByGroup 3 3
AddPlayer 946824852 51 143
AddPlayer 254397621 32 92
AddPlayer 2051073935 3 65
AddPlayer -3 12 37
MergeGroups 21 936954853
AddPlayer 1310109799 10 91
AddPlayer 343993951 51 107
AddPlayer 2050118663 10 130
AddPlayer 417708716 48 11
AddPlayer 201754896 10 95
AddPlayer 467386173 56 3
GetPercentOfPlayersWithScoreInBounds 0 53 0 0
AddPlayer 339871297 40 109
AddPlayer 706200182 27 100
AddPlayer 1864211798 53 151
AddPlayer 1999786079 38 8
IncreasePlayerIDLevel 680080594 6
AddPlayer 934231703 4 127
AddPlayer 2017922451 1 113
AddPlayer 616087670 25 34
AddPlayer 1887788894 39 70
AddPlayer -6 51 130
AddPlayer 1805887969 39 147
AddPlayer 749170369 11 126
AddPlayer -7 55 18
AddPlayer 1170610677 21 92
AddPlayer 1650143595 23 156
AddPlayer 2012550478 28 68
AddPlayer 239052128 17 150
AddPlayer 2071666496 54 20
AddPlayer 1717592436 52 133
AddPlayer 197178822 4 2
AddPlayer 1455337745 35 103
AddPlayer 96512684 9 115
AddPlayer 1466326207 35 17
AddPlayer 981820151 2 55
AddPlayer 1947161931 57 114
AddPlayer 1668924091 2 26
AddPlayer 1058618304 33 18
AddPlayer 1149016143 47 119
AddPlayer 644742176 53 135
AddPlayer 214130452 26 -5
AddPlayer 597103130 32 108
MergeGroups 7 9
AddPlayer 984832864 20 112
IncreasePlayerIDLevel -1 7
AddPlayer 2108605716 34 124
ChangePlayerIDScore 749170369 153
AddPlayer 1505287459 4 59
AddPlayer 1594241665 47 48
AddPlayer 1565938328 23 68
AddPlayer 664924940 43 112
AddPlayer 1013822505 54 82
AddPlayer -7 39 21
AddPlayer 192530505 12 8
AddPlayer 892983281 11 102
AddPlayer 1623937225 11 6
GetPercentOfPlayersWithScoreInBounds 0 54 0 0
AddPlayer 932884690 14 19
AddPlayer 852385199 58 109
AddPlayer 1988296237 46 29
AddPlayer 1694214819 7 74
AddPlayer 638214974 59 113
AddPlayer 747010244 49 -10
AddPlayer 2027973584 41 93
AddPlayer 667656153 53 133
AddPlayer 431726875 26 75
AddPlayer 916016086 52 53
AddPlayer 1298989450 -3 54
IncreasePlayerIDLevel -2 3
AddPlayer 899538571 40 463702662
AddPlayer 391152475 20 81
AverageHighestPlayerLevelByGroup 0 41
AddPlayer 662936338 11 86
AddPlayer 1576421926 36 93
AddPlayer 1512466256 2 75
AddPlayer 1832157707 10 153
AddPlayer 1379678518 41 38
AddPlayer 640919592 4 23
AddPlayer 72668096 2 87
AddPlayer 1448668337 29 64
AddPlayer 909785714 11 139
AddPlayer 859015872 58 148
AddPlayer 1766100359 35 34
AddPlayer 818240666 20 86
AddPlayer 2133465751 1 114
GetPercentOfPlayersWithScoreInBounds 0 17 0 0
AddPlayer -7 35 58
AddPlayer 1932435343 27 39
AddPlayer 1493984719 46 62
AddPlayer 1573785445 2 28
AddPlayer 167481711 24 11
AddPlayer 167481711 52 12
IncreasePlayerIDLevel 467386173 6
MergeGroups 9 21
AddPlayer 1069125168 10 45
AddPlayer 1612463621 34 25
MergeGroups 55 30
AddPlayer 1984401259 53 128
AddPlayer 1925340760 5 29
MergeGroups 51 29
RemovePlayer 980653618
RemovePlayer 201754896
AddPlayer 65490884 53 15
AddPlayer 1908460169 51 13
AddPlayer 1397994742 3 66
AddPlayer 1174439464 4 87
AddPlayer 688082429 42 21
AddPlayer 389359175 35 89
AddPlayer -7 51 41
AddPlayer 1081393390 16 127
AddPlayer 597143879 15 103
AddPlayer 1594053137 39 71
AddPlayer 707765252 59 113
AddPlayer 1908460169 4 35
MergeGroups 45 4
AverageHighestPlayerLevelByGroup 9 5
AddPlayer 1423725281 39 67
AddPlayer 838473479 3 -9
AddPlayer 567113846 47 10
AddPlayer 1905521888 1 47
AddPlayer 1336465030 34 153
RemovePlayer 1576484152
AverageHighestPlayerLevelByGroup 34 9
AddPlayer 21642871 44 23
AddPlayer 1807781488 11 15
AverageHighestPlayerLevelByGroup 32 1
AddPlayer 601890456 31 -4
AddPlayer 193359575 25 39
AddPlayer 900147267 38 48
AddPlayer 1716336870 1 135
AddPlayer 725886663 6 118
AddPlayer 1667261374 1002648934 66
GetPercentOfPlayersWithScoreInBounds 2 115 0 0
AddPlayer 1357398094 47 114
AverageHighestPlayerLevelByGroup 0 219
AddPlayer 1349669107 49 31
AverageHighestPlayerLevelByGroup 18 -10
AddPlayer 1981177765 56 62
AddPlayer 1130745827 16 94
AddPlayer 339871297 32 104
AddPlayer 2019654981 37 135
IncreasePlayerIDLevel 254397621 7
AddPlayer 1831874853 19 44
AddPlayer 1182704459 57 81
AddPlayer 603283199 55 104
AddPlayer 192468354 2092454718 126
