Init 70 44
AddPlayer 1213120056 24 42
AddPlayer 1213120056 56 31
AddPlayer 836355358 44 22
AddPlayer 928773435 25 23
AddPlayer 1241240524 37 9
AddPlayer 298565094 47 4
AddPlayer 1705081063 46 27
AddPlayer 178851850 2 44
AddPlayer 19824766 5 32
AddPlayer 1618266313 68 17
AddPlayer 928773435 57 39
AddPlayer 1915376939 28 37
AddPlayer 2070562925 8 6
AddPlayer 19824766 59 12
AddPlayer 927920260 1 19
AddPlayer 1764815649 58 7
AddPlayer 169785922 63 2
AddPlayer 916575376 18 1
AddPlayer 1860410402 63 9
AddPlayer 1168596869 -2 36
AddPlayer 1992524630 11 1577201364
AddPlayer 1411370149 9 9
AddPlayer 500212524 41 44
AddPlayer 500212524 38 28
AddPlayer 586554247 29 36
AddPlayer 556322279 13 2
AddPlayer 303669619 54 21
AddPlayer 1130609476 18 21
AddPlayer 1965403607 29 3
AddPlayer -3 36 16
AddPlayer 1448111218 50 21
AddPlayer 1782034090 61 25
AddPlayer 1965403607 64 3
AddPlayer 1941378283 33 25
AddPlayer 1885532392 70 25
AddPlayer 1586270554 58 26
AddPlayer 1513704279 30 14
AddPlayer 586554247 9 24
AddPlayer 1989733158 25 1
AddPlayer 1695450443 53 21
AddPlayer 1618266313 5 31
AddPlayer 1027389850 56 27
AddPlayer 1860410402 24 14
AddPlayer 239688319 61 16
AddPlayer 880164549 41 43
AddPlayer 642058601 25 44
AddPlayer 1053597764 22 25
AddPlayer 114092089 47 5
AddPlayer 968462912 60 42
AddPlayer 1705081063 25 12
AddPlayer 1773893573 69 12
AddPlayer 1283274443 858333348 39
AddPlayer 1018671640 61 31
AddPlayer 728357316 5 16
AddPlayer 1741236400 89597076 2
AddPlayer 457442305 52 2
AddPlayer 162726115 56 16
AddPlayer -3 38 21
AddPlayer 122928490 37 28
AddPlayer 322094112 44 28
AddPlayer 2062234360 31 2
AddPlayer 361494498 20 10
AddPlayer 1279892133 37 1
AddPlayer 1822389508 36 7
AddPlayer 692087265 31 28
AddPlayer 1888846515 14 6
AddPlayer 481107069 11 38
AddPlayer 425521715 55 2
AddPlayer 1065991343 37 29
AddPlayer 2104002564 38 43
AddPlayer 331868804 66 36
AddPlayer 497814306 37 37
AddPlayer 976698413 18 14
AddPlayer -8 30 16
AddPlayer 2131182216 56 5
AddPlayer 609398309 29 41
AddPlayer 487731167 65 14
AddPlayer 1604728940 16 10
AddPlayer 106347336 67 5
AddPlayer 792550641 54 23
IncreasePlayerIDLevel 916575376 6
AddPlayer 2035512521 25 22
AddPlayer 1488567459 6 24
AddPlayer 2053593781 21 39
AddPlayer 1693782218 67 22
AddPlayer 1872527125 11 42
AddPlayer 514511084 11 27
GetPercentOfPlayersWithScoreInBounds 0 6 0 6
AddPlayer 361494498 9 24
AddPlayer 1346714808 61 1
AddPlayer 923508752 7 30
AddPlayer 1530246614 69 37
AddPlayer -9 19 22
AverageHighestPlayerLevelByGroup 0 49
AddPlayer 1513704279 8 18
AddPlayer 859906089 58 9
AddPlayer 1394130850 28 3
AddPlayer 834147682 -5 3
AddPlayer 1978504073 46 38
AddPlayer 1753259477 49 22
AddPlayer 610403692 6 5
AddPlayer 456059823 56 22
AddPlayer 738816348 22 6
AddPlayer 1491781467 56 17
GetPercentOfPlayersWithScoreInBounds 58 3 0 0
AddPlayer 492178484 13 35
AddPlayer 1656302700 68 34
AddPlayer 416195350 52 17
AddPlayer 1652399781 63 27
GetPercentOfPlayersWithScoreInBounds 60 12 0 0
AddPlayer 859906089 43 17
GetPercentOfPlayersWithScoreInBounds 0 42 0 0
AddPlayer 888984173 65 21
AddPlayer 180734119 25 39
AddPlayer 2104002564 50 40
AddPlayer 1639919087 47 22
AddPlayer 1189973176 16 17
AddPlayer 1780246453 45 24
AddPlayer 144897087 54 34
AddPlayer 797153027 27 31
AddPlayer 2058297869 48 23
GetPercentOfPlayersWithScoreInBounds 6 38 0 0
AddPlayer 1239579048 34 25
MergeGroups 6 2
AddPlayer 1360762631 32 39
AddPlayer 1542881013 38 9
AddPlayer 2127337545 21 34
AddPlayer 758732226 39 25
AddPlayer 1771540543 66 460391244
AddPlayer 533024531 236108640 36
AddPlayer 1241240524 62 38
AddPlayer 1379724906 19 5
AddPlayer 1262173236 24 44
AddPlayer 979417788 66 43
AddPlayer 266480559 59 12
AddPlayer 1360762631 66 23
AddPlayer 1594900825 27 18
AddPlayer 342175354 22 36
AddPlayer 119128373 44 19
AddPlayer 542066351 6 41
AddPlayer 1556300259 41 43
AddPlayer 1470713286 21 42
AddPlayer 484551815 47 32
AddPlayer 52368587 39 4
AddPlayer 1269234227 65 16
AddPlayer 366240456 31 33
AddPlayer 21859918 3 44
AddPlayer 1522347449 52 5
AddPlayer 1601090669 -10 27
AddPlayer 1876238185 23 25
AverageHighestPlayerLevelByGroup 65 2
AddPlayer 1358900307 33 25
AddPlayer 1511905062 18 34
AddPlayer 717684562 33 39
AddPlayer 1594900825 44 15
AddPlayer 1857043643 47 38
AddPlayer 1738513205 13 37
AddPlayer 669786351 38 18
AddPlayer 1661698443 45 42
AddPlayer 830877660 59 28
AddPlayer 1542881013 21 7
AddPlayer 1773893573 34 3
GetPercentOfPlayersWithScoreInBounds 0 9 0 0
AddPlayer 788757889 28 38
IncreasePlayerIDLevel -9 1
AddPlayer 1279892133 26 3
AddPlayer 239296372 -2 27
AddPlayer 634746297 63 4
AddPlayer 1115736003 24 27
AddPlayer 1363136082 -1 42
AddPlayer 1942138289 59 3
AddPlayer 898625949 61 14
AddPlayer 1602952422 8 39
AddPlayer 1410825117 -1 42
AddPlayer 366144302 2 33
AddPlayer 245715275 33 9
AddPlayer 1304084875 38 28
AverageHighestPlayerLevelByGroup 47 5
AddPlayer 249933447 21 16
AverageHighestPlayerLevelByGroup 63 4
AddPlayer 661267812 20 13
AddPlayer 28190895 70 24
AddPlayer 28190895 59 7
GetPercentOfPlayersWithScoreInBounds 68 29 0 0
GetPercentOfPlayersWithScoreInBounds 16 17 0 0
AddPlayer 161254761 58 22
AddPlayer 1155249775 28 11
AddPlayer 164454460 5 35
AddPlayer 822784675 35 21
