Init 50 84
AddPlayer 1443348482 1 16
AddPlayer 638932518 15 21
AddPlayer 1964349181 34 75
AddPlayer 1059199746 20 36
AddPlayer 164035478 25 46
AddPlayer 1388364560 17 18
AddPlayer 1960606294 44 53
AddPlayer 1833967474 -8 54
AddPlayer 2129993838 48 47
AddPlayer 1922006046 22 29
AddPlayer 2035056395 26 6
AddPlayer 673203292 11 64
AddPlayer 1845360203 2095173516 67
AddPlayer 2078830884 10 42
AddPlayer 1286976466 12 387910565
AddPlayer 2078830884 32 70
AddPlayer 1922006046 38 84
AddPlayer 1454127086 6 39
AddPlayer 2074228921 1 83
AddPlayer 1506822217 32 52
AddPlayer 1824425852 50 34
AddPlayer 545230352 43 43
AddPlayer 690675982 6 13
AddPlayer 606289440 31 10
AddPlayer 153757137 17 39
AddPlayer 1811357921 7 41
AddPlayer 881689525 23 12
AddPlayer 28687518 38 78
AddPlayer 485886065 46 23
AddPlayer 1453371164 682731174 68
AddPlayer 1824425852 16 4
AddPlayer 87362439 6 39
AddPlayer 1517338728 40 56
AddPlayer 1068586968 36 70
AddPlayer 838345871 50 39
AddPlayer 1960606294 10 47
AddPlayer 2029242974 8 81
AddPlayer -7 37 82
AddPlayer 603087816 31 82
AddPlayer 2084574536 23 42
AddPlayer 638932518 40 23
AddPlayer 0 46 27
AddPlayer 307560768 6 75
AddPlayer 0 22 33
AddPlayer 721256339 -3 15
AddPlayer 1507393747 37 70
AddPlayer -5 13 33
AddPlayer 1112903427 20 42
AddPlayer 1157360877 5 11
AddPlayer 983614556 750255967 33
AddPlayer 2056110930 8 56
AddPlayer 1137813006 42 29
AddPlayer 1046968593 41 6
AddPlayer 629698944 47 49
AddPlayer 307560768 29 68
AddPlayer -3 31 45
AddPlayer 1966651468 25 5
AddPlayer 802673419 16 35
AddPlayer 1766582103 15 30
AddPlayer 665889633 40 18
AddPlayer 75451292 47 50
GetPercentOfPlayersWithScoreInBounds 7 0 1 0
AddPlayer 1454127086 41 9
AddPlayer 1769195315 22 0
AddPlayer 380476390 24 40
AddPlayer 380476390 40 45
AddPlayer 698162177 44 50
AddPlayer -9 37 19
AddPlayer 1002171624 34 1541853994
AddPlayer 759818600 28 22
AddPlayer 1593825335 -1 79
AddPlayer 1905789401 43 40
AddPlayer 38582632 40 64
AddPlayer 839294428 26 29
AddPlayer 1110590247 25 64
AddPlayer 234991286 32 2
AverageHighestPlayerLevelByGroup 0 41
AddPlayer 1367367438 23 80
AddPlayer 1233194737 26 4
AddPlayer 950419060 -5 66
AddPlayer 1998067277 42 27
RemovePlayer 881689525
AddPlayer 501934752 39 51
AddPlayer 1650770174 30 5
AddPlayer 215540643 31 38
AddPlayer 1517338728 5 73
AddPlayer 946223581 28 27
AddPlayer 1912857272 9 64
AddPlayer 356502473 5 65
AddPlayer 2061019251 25 62
AddPlayer 497509849 33 6
AddPlayer 695141340 2 55
AddPlayer 79038679 33 20
AddPlayer 477435418 40 44
AddPlayer 1398253277 50 50
AddPlayer 1548165533 45 2
AddPlayer 1168964341 35 44
AddPlayer 87362439 33 34
AddPlayer 1033011475 8 30
AddPlayer 1182864460 11 47
AddPlayer 186896543 -1 11
AddPlayer 356584542 36 75
AddPlayer 943798628 23 653443001
AddPlayer 1566061942 8 31
AddPlayer 690689563 21 59
AddPlayer 436078477 27 66
IncreasePlayerIDLevel 629698944 9
AddPlayer 1302566875 50 54
AverageHighestPlayerLevelByGroup 34 1
AddPlayer 457460257 48 41
AddPlayer 729732678 21 19
AddPlayer 44553894 8 65
AddPlayer 24464195 9 61
AddPlayer 1226288919 29 78
AddPlayer 832069494 28 26
AddPlayer 38582632 11 37
AddPlayer 159100705 46 83
AddPlayer 926169799 10 78
AddPlayer 2108075591 35 38
AddPlayer 165348372 6 37
AddPlayer 1539341050 32 45
IncreasePlayerIDLevel 1137813006 8
AddPlayer 1075512090 39 32
AddPlayer 776010622 5 9
AddPlayer 1773318171 49 28
AddPlayer 2026396192 35 82
AddPlayer 2097853479 2 10
AddPlayer 303538096 17 76
AddPlayer 2096451053 45 80
AddPlayer 687792523 35 80
AddPlayer 1366280112 1945813565 34
AddPlayer 1820365175 43 9
AddPlayer 2062464642 26 11
MergeGroups 18 9
GetPercentOfPlayersWithScoreInBounds 0 83 0 0
AddPlayer 1311919825 47 6
AddPlayer 0 10 69
AddPlayer 1368135374 15 70
AddPlayer 334272681 50 25
AddPlayer 1317514313 22 45
AddPlayer 1985233545 18 29
AddPlayer 372861817 37 31
AddPlayer 2032502094 32 57
AddPlayer 2016677440 13 8
AddPlayer 1503852167 29 75
RemovePlayer 1548165533
AddPlayer 980989326 23 38
AddPlayer 406168650 14 63
AddPlayer 395315246 21 40
AddPlayer 1151099942 40 8
AddPlayer 1599720465 19 34
AddPlayer 884898747 50 75
AddPlayer 1623631778 49 75
AddPlayer 2129197753 35 28
IncreasePlayerIDLevel 1905789401 8
AddPlayer 2052146424 16 1
AddPlayer 1639327439 12 18
AddPlayer 1566908105 10 14
AddPlayer -5 46 18
MergeGroups 40 980294031
AddPlayer 1684022459 10 68
AddPlayer 43178281 35 59
AddPlayer 985053118 50 78
AddPlayer 1274565328 2 62
AddPlayer 1813319240 8 70
AddPlayer 1813319240 45 47
AddPlayer 1999088130 -5 72
AddPlayer 579091935 44 36
AddPlayer 339624418 22 15
AddPlayer 1091095521 21 58
AddPlayer 668149042 22 29
AddPlayer 1517338728 26 20
AddPlayer 739682945 34 71
AddPlayer 2095164058 31 12
AverageHighestPlayerLevelByGroup 0 79
AddPlayer 2083552469 4 73
AddPlayer 1699391614 28 51
AddPlayer 169962830 0 6
AddPlayer 1852846527 23 16
AddPlayer 1324835044 48 64
AddPlayer 2035056395 4 35
AddPlayer 1439867737 49 1
ChangePlayerIDScore 2056110930 76
AddPlayer 300270809 13 63
AddPlayer 348769748 45 30
AddPlayer 954226615 46 58
AddPlayer 197645536 1 65
AddPlayer 1731552026 28 46
AddPlayer 1249242114 33 16
AddPlayer 484217950 45 47
AddPlayer 63312468 37 65
AddPlayer 1554076462 28 2
AddPlayer 1055799397 28 25
AddPlayer 2057370823 19 83
AddPlayer 1977357245 11 67
AddPlayer 1379802191 1 50
ChangePlayerIDScore 985053118 39
AddPlayer 696291249 22 46
AddPlayer 1289734990 49 54
AddPlayer 1832377790 8 1
AddPlayer 1322946091 29 39
AddPlayer 495541557 20 33
AddPlayer 668116391 17 10
AddPlayer 2024689715 36 37
AddPlayer 1520756493 15 57
AddPlayer 65187407 39 57
AddPlayer 1520366949 3 25
AverageHighestPlayerLevelByGroup 0 82
AddPlayer 67976717 50 9
AddPlayer 987681127 40 4
MergeGroups 12 5
AddPlayer 1209548025 42 26
RemovePlayer 1368135374
AddPlayer -9 21 75
AddPlayer 1820365175 29 60
AddPlayer 707228370 49 8
AddPlayer 816771465 47 34
AddPlayer 2066792362 3 65
ChangePlayerIDScore 65187407 62
AddPlayer 328024730 3 34
AddPlayer 638932518 24 9
AddPlayer -7 15 9
IncreasePlayerIDLevel 1852846527 3
AddPlayer 164035478 29 8
AddPlayer 616768252 35 55
AddPlayer 682257954 47 10
AddPlayer 1926806788 34 10
AddPlayer 2065138956 25 562940342
AddPlayer 1627108396 3 54
AddPlayer 971013425 28 24
AddPlayer 913350612 13 25
AddPlayer 1475000086 33 37
AddPlayer 879873848 7 4
MergeGroups 35 32
AddPlayer 945572809 49 63
AddPlayer 588957399 12 26
AddPlayer 2089578861 14 2
AddPlayer 726729817 36 8
AddPlayer 214052444 24 3
AddPlayer 928064765 48 8
AddPlayer 1566908105 17 55
AddPlayer -9 42 11
AddPlayer 551098575 27 51
RemovePlayer 1998067277
AddPlayer 606289440 38 64
AddPlayer 1420023283 15 69
AddPlayer 1053937057 18 975948166
AddPlayer 299104592 16 -1
AddPlayer 384001181 22 56
AddPlayer 1210766689 3 18
AddPlayer 1324957698 44 84
AddPlayer 2055526479 4 45
AddPlayer 1738913893 10 1928003402
IncreasePlayerIDLevel 28687518 9
AverageHighestPlayerLevelByGroup 48 4
AddPlayer 1289734990 31 29
IncreasePlayerIDLevel 75451292 -9
AddPlayer 2078830884 48 33
AddPlayer 1322946091 43 44
AddPlayer 1482805626 15 53
