Init 10 173
AddPlayer 1496001964 3 28
AddPlayer 1549525028 1 106
AddPlayer 1481297117 3 128
AddPlayer 1381591540 8 58
AddPlayer 796817067 2 101
AddPlayer 1496001964 4 166
AddPlayer 404246803 3 154
AddPlayer 134875920 9 66
AddPlayer 1481297117 4 96
AddPlayer 76881562 9 108
AddPlayer 455667095 7 105
AddPlayer 1986196521 3 46
AddPlayer 1767211830 2 143
GetPercentOfPlayersWithScoreInBounds 0 92 0 0
AddPlayer 1191547866 5 131
AddPlayer 240970639 10 90
AddPlayer 353022629 -2 149
AddPlayer 222522751 3 111
AddPlayer -4 8 26
AddPlayer 974689366 1 111
AddPlayer 1066077726 9 15
AddPlayer 1432781414 3 60
AddPlayer 2136187640 1 112
AddPlayer 173548069 7 61
AddPlayer 1481203498 9 103
AddPlayer 1651597177 1 166
AddPlayer 148387834 9 65
AddPlayer 1387577209 5 143
AddPlayer 246115556 8 110
AddPlayer 2139832629 8 79
AddPlayer 171887301 9 81
AddPlayer 133241506 7 27
AddPlayer 1914607384 5 138
AddPlayer 76881562 4 120
AddPlayer 575443266 3 109
AddPlayer 979303277 7 126
AddPlayer 1767211830 4 144
AddPlayer 390419566 1 104
AddPlayer 2069223961 3 129
AddPlayer 709795626 5 639236771
AddPlayer 136417285 7 115
AddPlayer 1060715261 4 165
AddPlayer 1681581769 8 133
AddPlayer 1409177835 9 25
AddPlayer 725589633 3 48
AddPlayer 1007032787 3 51
AddPlayer 222522751 3 45
AddPlayer 1284819331 5 165
AddPlayer 478224496 4 151
AddPlayer 1005195923 6 19
AddPlayer 1401942550 3 63
AddPlayer -6 2 80
AddPlayer 2023024844 3 14
AddPlayer 1643860111 8 97
AddPlayer 672272278 3 3
AddPlayer 979125065 2121726476 31
AddPlayer 347019502 -3 24
AddPlayer 1395280739 2 130
AddPlayer 263768050 5 155
AddPlayer 176922411 10 48
AddPlayer 1643860111 5 80
AddPlayer 899485298 2 144
AddPlayer 1959452156 10 137
AddPlayer 1087783179 8 97
AddPlayer 1568563214 2 47
AddPlayer 2057585290 1 25
AddPlayer 1177563938 5 128
AddPlayer 2015958985 10 142
AddPlayer 956701527 9 1993993113
AddPlayer 134875920 5 69
AddPlayer 1666506578 1777034904 117
AddPlayer 150565992 5 1230469448
AddPlayer 1379247049 2 111
AddPlayer 1782638253 9 109
AddPlayer 1409177835 5 39
AddPlayer 131376186 7 122
AddPlayer 1087783179 1 100
AddPlayer 1919943381 8 114
AddPlayer 675409453 4 -5
AddPlayer 73597886 7 132
IncreasePlayerIDLevel 974689366 5
AddPlayer 861709962 1 56
AddPlayer 163074493 -2 86
AddPlayer 751969363 2 169
AddPlayer 383668444 8 157
AddPlayer 986571322 1 -7
AddPlayer 1015289028 8 107
AddPlayer 130788071 5 116
AddPlayer 1630274312 7 139
AddPlayer 250883885 4 34
AddPlayer -3 8 30
AddPlayer 578500931 3 52
IncreasePlayerIDLevel 1481297117 3
AddPlayer 1807670251 3 95
AddPlayer 1092431116 5 3
AddPlayer 1876026784 3 56
AddPlayer 1960448151 5 -6
AddPlayer 566104630 2 -2
AddPlayer 25568211 10 94
AddPlayer 1807670251 9 53
AddPlayer 1698380653 7 116
AddPlayer 1630415975 1 58
AddPlayer 893570308 6 37277687
AddPlayer 1413596842 6 36
AddPlayer 859504939 7 144
AddPlayer 2069223961 10 110
AddPlayer 169652743 3 90
AddPlayer 1980946593 4 109
AddPlayer 626025277 2 156
AddPlayer 1283609900 1 91
AddPlayer 327124633 7 150
AddPlayer 170126367 3 128
AddPlayer 1413596842 5 144
AddPlayer 47029255 4 101
AddPlayer 249438278 8 57
AverageHighestPlayerLevelByGroup 0 2
AddPlayer 1309932392 7 167
AddPlayer 861709962 3 108
AddPlayer 792620498 2 23
AddPlayer 1792630793 1 117
ChangePlayerIDScore 792620498 121
