Init 80 123
AddPlayer 2012528532 57 43
AddPlayer 468050868 8 60
AddPlayer 468050868 74 49
AddPlayer 105761785 66 69
AddPlayer 788237296 68 122
AddPlayer 354715025 42 28
AddPlayer 751329496 29 95
AddPlayer 2012528532 35 100
AddPlayer 476805303 41 108
AddPlayer -5 68 99
AddPlayer 925240612 29 18
AddPlayer 788237296 11 21
AddPlayer 749584975 77 119
AddPlayer 1288454737 55 90
AddPlayer 2129370260 7 -2
AddPlayer 1681976292 49 72
AddPlayer 279587150 31 56
AddPlayer 1288454737 17 70
AddPlayer 1285775623 38 13
AverageHighestPlayerLevelByGroup 0 9
AddPlayer 2012528532 40 123
AddPlayer 1318876413 38 34
AddPlayer 1606611166 40 64
AddPlayer 93383580 37 62
AddPlayer -1 18 60
AddPlayer 24448496 53 108
AddPlayer 272548606 32 53
AddPlayer 1961415539 13 62
AddPlayer 1029701133 50 37
AddPlayer 2032218305 43 34
AddPlayer 1957070149 16 35
AddPlayer 721509380 78 75
AddPlayer 732005926 26 94
AddPlayer 756068540 67 66
AddPlayer 1163007229 60 0
AddPlayer -1 5 12
AddPlayer 760059880 33 24
AddPlayer 2075707431 72 18
AddPlayer 388531362 46 92
AddPlayer 552939748 8 123
AddPlayer 1764560697 64 50
AddPlayer 1583886605 79 14
AddPlayer 1957070149 3 64
AddPlayer 2131289209 14 34
AddPlayer -3 32 103
AddPlayer 1707324143 70 104
AddPlayer 896297523 77 36
AddPlayer 1137783642 51 42
AddPlayer 316506697 -2 70
AddPlayer 1456854047 20 26
AddPlayer 790256971 8 54
MergeGroups 54 20
AddPlayer 187073770 40 74
AddPlayer 1020187948 24 41
AddPlayer 317488596 18 58
AddPlayer 24448496 18 88
AddPlayer 945073620 74 4
AddPlayer 978787067 75 90
AddPlayer -4 28 79
AddPlayer 1972398273 71 102
AddPlayer 1238824507 6 58
AddPlayer 1687690496 71 16
AddPlayer 1672881849 29 85
RemovePlayer -9
AddPlayer 768272180 26 55
AddPlayer 788237296 31 85
AddPlayer 225325322 78 48
AddPlayer -6 52 120
AddPlayer 1228643151 51 985714199
AddPlayer 346336189 41 52
AddPlayer 2062490130 47 100
AddPlayer 1739944433 73 37
AddPlayer 1349901046 48 29
AddPlayer 1319913475 77 42
AddPlayer 35843375 80 50
AddPlayer 1070912999 35 16
AddPlayer 1456854047 72 66
AddPlayer -1 55 2
AddPlayer 878736080 39 123
AddPlayer 418231006 30 1305122339
AddPlayer 1842175451 43 59
AddPlayer 493769659 68 119
