Init 6 134
AddPlayer 1275245592 2 71
AddPlayer 1275245592 4 131
AddPlayer 828893147 3 129
AddPlayer 1173351100 1 76
AddPlayer 2024696150 5 77
AddPlayer 1729818912 4 93
AddPlayer 234304882 1 30
AddPlayer 900593313 5 9
AddPlayer 739012888 6 45
AddPlayer 1054897143 2 93
AddPlayer 153543988 5 122
AddPlayer 2003344058 5 84
AddPlayer 1051199650 3 8
AddPlayer 133001419 4 69
AddPlayer 534124033 3 73
AddPlayer 1416731263 2 101
AddPlayer 153543988 4 95
AddPlayer 1267569968 2 75
AddPlayer 994922157 4 -2
AddPlayer 320060406 4 9
AddPlayer 1267569968 2 3
IncreasePlayerIDLevel 900593313 6
AddPlayer 1778078561 1 -5
AddPlayer 2115373810 3 106
AddPlayer 1520968852 2 18
AddPlayer 990858984 5 1990439155
AddPlayer 1764072817 1 24
AddPlayer 1416731263 2 116
AddPlayer 1496821845 6 55
AddPlayer 2009650926 1 2
AddPlayer 1082285173 1 6
AddPlayer 1422775995 1 103
AddPlayer 900593313 1 97
AddPlayer 1316125899 1 48
AddPlayer 1827366098 2 112
AddPlayer 793890796 2 111
AddPlayer 1467218632 1 19
AddPlayer 1082285173 3 55
AddPlayer 957994122 2 60
AddPlayer 1896189682 1 82
AddPlayer 597940746 5 79
AddPlayer 250907713 2 34
AddPlayer 918895073 2 97
AddPlayer 258927472 6 125
AddPlayer 546918865 2 73
AddPlayer 1084538802 2 62
AddPlayer 1769299901 4 2
AddPlayer 1078255391 5 51
AddPlayer 857077409 1 43
AddPlayer 1653302593 6 7
AddPlayer 2051105862 2 6
AddPlayer 1023178790 2 2085475395
AddPlayer 933164897 2 101
AddPlayer 1082285173 6 106
AddPlayer 1726501624 1 59
AddPlayer 153543988 6 77
AddPlayer 1422775995 3 112
AddPlayer 1246353531 6 1
AddPlayer 487280772 6 72
AddPlayer 99696362 1 20
AddPlayer 1319617630 3 93
AddPlayer 748003659 3 43
AddPlayer 1013857663 3 60
AddPlayer 1194260089 5 66
AddPlayer 227543113 5 98
AddPlayer 1392519099 4 42
AddPlayer 879632983 1 79
AddPlayer 302729704 3 131
AddPlayer 1365122107 2 87
AddPlayer 1750610467 6 98
AddPlayer 1925752775 6 108
AddPlayer 1331152376 3 43
AddPlayer 1331152376 5 34
AddPlayer 2012826916 1 78
AddPlayer 530660312 6 880820708
AddPlayer 631283233 1 698146385
AddPlayer 99721013 1 92
AddPlayer 97305672 4 32
AddPlayer 377190447 2 -4
AddPlayer 2003201308 1 67
AddPlayer 1624665585 6 5
AddPlayer 714807155 5 115
AddPlayer 943518286 4 89
AddPlayer 1167135351 6 122
AddPlayer 2028026988 1 99
AddPlayer 342816274 2042336612 93
AddPlayer -6 3 11
AddPlayer 1653302593 3 47
AddPlayer 1553519596 2 33
AddPlayer 896109995 6 58
AddPlayer 341340860 6 84
AddPlayer 534133795 2 72
AddPlayer 2104790005 1 7
AddPlayer 659500483 6 14
AddPlayer 1906208794 1866136314 133
AddPlayer 1218569439 5 115
AddPlayer 522510962 1 117
AddPlayer 731846541 4 97
MergeGroups 4 6
AddPlayer 1604071093 6 34
AddPlayer -7 6 74
AddPlayer 525871460 3 64
AddPlayer 2064458095 4 50
AddPlayer 279729303 1 120
AddPlayer 385659029 1 64
AddPlayer 320060406 5 41
AddPlayer 522510962 5 40
AddPlayer 1481554586 2 66
AddPlayer 1918977686 6 84
AddPlayer 971571784 6 118
AddPlayer 1175157184 2 18
AddPlayer 1289826099 3 -5
AddPlayer 865239954 6 130
AddPlayer 622646857 1 45
AddPlayer -3 6 19
AddPlayer 1868515946 1 76
AddPlayer 376375945 1511238990 4
AddPlayer 1711275118 5 22
AverageHighestPlayerLevelByGroup 6 16
AddPlayer 1166678275 5 33
GetPercentOfPlayersWithScoreInBounds 0 48 0 6
AddPlayer 1925539251 4 90
AddPlayer 118429839 5 94
AddPlayer 1275245592 1 8
AddPlayer 1745605092 5 112
AddPlayer 781846533 5 88
IncreasePlayerIDLevel 1167135351 1
AddPlayer 702311057 2 73
GetPercentOfPlayersWithScoreInBounds 3 82 0 0
IncreasePlayerIDLevel 1871026191 5
AddPlayer 1769299901 6 43
AddPlayer 1167135351 4 58
AddPlayer 897026302 6 49
AddPlayer 1496821845 3 106
AddPlayer 561258345 894605748 41
AddPlayer 77413100 5 48
AddPlayer 1420451659 5 22
AddPlayer 1194260089 3 52
AddPlayer 1744313458 6 34
AddPlayer 2144217415 2 133
AddPlayer 2084852497 4 130
AddPlayer 1365122107 4 75
AddPlayer 924389359 3 89
AddPlayer 1305012319 2 6
IncreasePlayerIDLevel 546918865 7
AddPlayer 588761115 6 106
AddPlayer 1289241836 6 49
AddPlayer 1233342990 5 83
AddPlayer 1043929631 5 53
AddPlayer 1793949546 2 134
