Init 23 102
AddPlayer 1889390327 11 25
AddPlayer 103354451 6 4
AddPlayer 599953896 20 87
AddPlayer 1118230331 2 12
AddPlayer 1621138200 13 74
AddPlayer 2054198002 3 9
AddPlayer 82860122 3 9
AddPlayer 543295271 23 47
AddPlayer 1463571849 16 49
AddPlayer 61131575 10 85
AddPlayer 1006622290 4 25
AddPlayer 627237612 3 -6
AddPlayer 1060854891 15 57
AddPlayer 461776159 -1 81
AddPlayer 938531452 9 19
AddPlayer 1784832273 19 9
AddPlayer 767378378 8 99
AddPlayer 1514470957 -6 49
AddPlayer 1436040702 16 6
AddPlayer 1586970315 1 -4
AddPlayer 1357965125 8 82
AddPlayer 1892837299 12 -9
AddPlayer 677840302 8 56
AddPlayer 1994029507 12 27
AddPlayer 1994029507 7 59
AddPlayer 139036831 15 26
AddPlayer 76149529 11 54
AddPlayer 1930084232 2 25
AddPlayer 1044466525 -10 87
AddPlayer 881275867 11 4
AddPlayer 1985571679 7 21
AddPlayer 381800811 17 62
AddPlayer -8 20 10
AddPlayer 48883156 7 46
AddPlayer 1393058446 18 64
ChangePlayerIDScore 938531452 49
AddPlayer 1503673830 1 55
AddPlayer 1620388861 14 41
AddPlayer 1748700731 17 6
AddPlayer 1385190682 1 67
AddPlayer 630076425 5 80
AddPlayer 661232202 21 -7
AddPlayer 865491757 18 66
AddPlayer 905795997 7 79
AddPlayer 250259210 7 12
AddPlayer 136560384 13 48
AddPlayer 2030392588 20 37
MergeGroups 18 21
AddPlayer 733810386 6 74
AddPlayer 601775087 10 31
AddPlayer 1357965125 21 50
AddPlayer 494751745 10 31
AddPlayer 284526428 19 13
AddPlayer 1282218273 19 97
AddPlayer 1236719902 22 56
AddPlayer 1565468859 9 8
AddPlayer 1237896079 14 29
AddPlayer 1176563332 21 59
AddPlayer 397039544 16 63
AddPlayer 1930084232 2 33
AddPlayer 1992488358 9 52
AverageHighestPlayerLevelByGroup 0 29
AddPlayer 100254443 5 71
AddPlayer 1135525696 11 75
AddPlayer 239830723 18 19
AddPlayer 1503673830 16 92
AddPlayer 239830723 16 63
AddPlayer 65631330 20 13
AddPlayer 2146694467 5 88
AddPlayer 937662509 3 69
AddPlayer 100535830 23 55
AddPlayer 155068287 15 49
AddPlayer 1844958185 22 72
AddPlayer 653711443 16 14
AddPlayer 1006622290 4 90
AddPlayer 1552419493 22 11
AddPlayer 21738377 17 14
AddPlayer 362934325 11 55
AddPlayer 921763258 3 25
AddPlayer 110167744 16 22
AddPlayer 1925414450 10 42
AddPlayer 662289050 21 16
AddPlayer 727316128 15 40
AddPlayer 1176563332 14 3
AddPlayer 937662509 20 59
AddPlayer 1905612413 9 38
AddPlayer 1787611929 19 46
AddPlayer -4 18 102
AddPlayer 651801366 14 22
AddPlayer 1565698397 18 10
AddPlayer 1040230406 9 30
AddPlayer 1468893449 15 47
AddPlayer 1333376791 17 59
AddPlayer 883425486 19 96
AddPlayer 1009311340 19 69
AddPlayer 486598101 23 69
AddPlayer 56413987 20 97
AddPlayer 58188436 4 93
AddPlayer 446001395 12 55
AddPlayer 1687480677 13 8
AddPlayer 1074426446 16 76
AddPlayer -3 17 94
IncreasePlayerIDLevel 1040230406 4
AddPlayer 166348518 11 58
AddPlayer 469839474 7 292336331
AddPlayer 1486476537 5 14
AddPlayer 599812310 5 92
AddPlayer 1482789815 15 100
AddPlayer 826171092 17 4
AddPlayer 1638313011 23 85
AddPlayer 1644693913 20 60
AddPlayer 1577012049 4 67
AddPlayer 1191621995 21 51
MergeGroups 21 45395360
AddPlayer 48883156 9 1
AddPlayer 0 10 66
AddPlayer 373452941 22 25
AddPlayer 1576737327 1 18
AddPlayer 621235905 22 11
AddPlayer 933446193 8 44
AddPlayer 1876071072 13 13
AddPlayer 652595194 16 46
AddPlayer 788864615 17 9
AddPlayer 935887541 15 58
AddPlayer 1752369607 17 31
AddPlayer 1743550794 20 2
AddPlayer 461455785 14 59
AverageHighestPlayerLevelByGroup 14 4
AddPlayer 21738377 7 56
AddPlayer 1788145014 20 93
AddPlayer 727360382 23 51
AddPlayer 435736150 2 32
AddPlayer 1746052777 13 90
AddPlayer 53506262 18 8
AddPlayer 757997522 4 84
AddPlayer -3 16 27
AddPlayer 2038146428 15 100
AddPlayer 409314359 8 16
AddPlayer -10 11 78
AddPlayer 1461827703 3 30
MergeGroups 21 23
ChangePlayerIDScore 1577012049 8
AddPlayer 1192470472 11 53
AddPlayer 1520747389 7 5
AddPlayer 0 1 53
AddPlayer 1265922006 22 13
AddPlayer -3 9 92
AddPlayer 1986469738 6 12
AddPlayer 1737029617 11 25
AddPlayer 1247785572 336554574 93
AddPlayer 628090186 12 22
AddPlayer 5411182 18 96
AddPlayer 385225732 4 9
AddPlayer 1191621995 23 87
AddPlayer 603782538 21 31
AddPlayer 368597640 21 81
AddPlayer 1066408612 15 79
GetPercentOfPlayersWithScoreInBounds 7 28 0 0
AddPlayer 53646571 11 14
AddPlayer 755889267 9 91
AddPlayer 865491757 13 84
IncreasePlayerIDLevel 48883156 7
AddPlayer 115743024 18 84
GetPercentOfPlayersWithScoreInBounds 0 47 0 0
ChangePlayerIDScore 48883156 16
AddPlayer -2 19 27
AddPlayer 1119210317 14 62
AddPlayer 920956676 6 60
AddPlayer 1818366222 5 69
AddPlayer 76141714 2 94
AddPlayer 1154645206 4 34
AddPlayer 1980517274 10 13
AddPlayer 1671175678 -3 66
AddPlayer 920288572 19 1510504566
ChangePlayerIDScore 166348518 67
AddPlayer 1256898194 16 56
IncreasePlayerIDLevel 1889390327 9
AddPlayer 1938709128 13 75
AddPlayer 1817401761 12 41
AddPlayer 2143714732 15 63
AddPlayer 239573380 23 1946882611
AddPlayer 1332027673 14 47
MergeGroups 14 19
AddPlayer 1849840562 14 19
AddPlayer 1833711213 1 20
AddPlayer 781598410 15 43
AddPlayer 1782687314 17 88
RemovePlayer 284526428
AddPlayer 138110598 5 26
AddPlayer 1234087553 13 62
AddPlayer 1482847434 2 16
AddPlayer 950991297 19 41
AddPlayer 1421939704 22 43
ChangePlayerIDScore -1 68
AddPlayer 1782322123 18 98
AddPlayer 639769602 5 42
AddPlayer 1958008940 14 99
IncreasePlayerIDLevel 1192470472 5
AddPlayer 2058435246 22 3
AddPlayer 781145552 10 100
AddPlayer 1356652081 20 40
IncreasePlayerIDLevel 2058435246 1
AddPlayer 1445250735 18 1670558173
AddPlayer 1719148154 13 79
AddPlayer 377182766 7 13
MergeGroups 19 2
AverageHighestPlayerLevelByGroup 20 2
AddPlayer 505112262 15 24
AddPlayer 2002626316 16 95
AddPlayer 1272068763 1 89
IncreasePlayerIDLevel 662289050 8
RemovePlayer 100535830
AddPlayer 2146496458 21 0
AddPlayer 843735467 23 80
AddPlayer 2138508846 6 -7
AddPlayer 419220637 22 35
AddPlayer 1316623537 22 83
AddPlayer 1046447613 21 77
AddPlayer 1025962035 15 27
RemovePlayer 1966806134
ChangePlayerIDScore 505112262 66
AddPlayer 852886588 16 53
RemovePlayer 1503673830
AddPlayer 348790135 2 94
AddPlayer 819660840 7 18
AddPlayer 787655598 7 85
AddPlayer 1882169140 12 887494873
AddPlayer 805273413 7 28
AddPlayer 1054423282 17 37
MergeGroups 895509555 21
AddPlayer 1299188263 3 57
AddPlayer 1520747389 23 73
AddPlayer 699554948 21 30
AddPlayer 382583208 13 101
AddPlayer 557419798 6 51
AddPlayer 1282218273 16 34
AddPlayer -10 17 18
AddPlayer 1439972824 3 55
AddPlayer 2009822198 4 15
AddPlayer 984732561 9 64
AddPlayer 1205423329 22 50
AddPlayer 346989120 19 101
AddPlayer 922977979 2 56
AddPlayer 1203254358 21 80
AddPlayer 384487524 15 43
IncreasePlayerIDLevel 648569387 4
AddPlayer 2059432764 3 57
AddPlayer 569041959 7 81
AddPlayer 1243675213 12 23
AddPlayer 514427701 18 99
AddPlayer 308030603 18 75
AddPlayer 836657855 3 35
AddPlayer 885737912 13 22
AddPlayer 122556804 12 99
GetPercentOfPlayersWithScoreInBounds 4 4 0 0
AddPlayer 205647842 20 87
AddPlayer 2031786816 18 80
AddPlayer 599866110 16 49
AddPlayer 1526816269 11 89
AddPlayer 239980909 11 94
AddPlayer 1323975238 -10 34
AddPlayer 1777493245 6 31
AddPlayer 622868070 5 65
AverageHighestPlayerLevelByGroup 23 21
AddPlayer 272942229 15 78
AddPlayer 1509589789 9 65
RemovePlayer 1849840562
AddPlayer 1874700933 1 53
MergeGroups 20 17
AddPlayer 1256113511 20 55
AddPlayer 1000754336 2 46
AddPlayer 1961930380 20 37
AddPlayer 1482847434 12 17
AddPlayer 635433003 15 11
AddPlayer 2135408363 7 55
AddPlayer 1524352481 18 28
AddPlayer 1565698397 11 76
GetPercentOfPlayersWithScoreInBounds 8 1 0 0
AddPlayer -4 11 50
AddPlayer 1768713052 20 35
AddPlayer 456495541 11 57
AddPlayer 892229684 22 40
AddPlayer 1510890472 3 37
AddPlayer 1000754336 8 62
AddPlayer 415526161 14 40
AddPlayer 1741374898 17 46
AddPlayer 1111343991 23 -6
AddPlayer 236567311 19 20
IncreasePlayerIDLevel -4 7
AddPlayer 11756054 5 78
AddPlayer 1224732748 23 39
AddPlayer 1573889480 3 44
AddPlayer 647276145 15 60
MergeGroups 19 -3
AddPlayer 1674138943 17 57
AddPlayer 892064065 4 78
AddPlayer 980849133 20 28
AddPlayer 1541066267 1 6
AverageHighestPlayerLevelByGroup 2 2543
ChangePlayerIDScore 1074426446 25
AverageHighestPlayerLevelByGroup 1 1397
AverageHighestPlayerLevelByGroup 0 182
AddPlayer 1568698359 18 23
ChangePlayerIDScore 155068287 1439580213
