Init 36 92
AddPlayer 478112219 1803766298 86
AddPlayer 1420017790 8 50
AddPlayer 433747508 31 29
AddPlayer 1520033558 7 51
AddPlayer 1432160972 30 80
AddPlayer 1520033558 8 15
AddPlayer 1844861388 10 56
AddPlayer 1465830416 5 54
AddPlayer 249527108 5 81
AddPlayer 547095100 1 4
AddPlayer 587578626 32 92
AddPlayer 1903288695 6 47
AddPlayer 365948369 2 57
AddPlayer 1483609243 35 31
AddPlayer 2015298052 1 43
AddPlayer 249527108 16 74
AddPlayer 817282586 16 7
AddPlayer 1369205018 21 37
AddPlayer 1420017790 7 19
AddPlayer 1168747310 17 67
AddPlayer 1802205426 8 54
AddPlayer 1761489529 19 1
AddPlayer 171336251 33 77
AddPlayer 1158020044 26 17
AddPlayer 1584791395 3 -4
AddPlayer 1625423145 32 3
AddPlayer 523090743 21 35
AddPlayer -8 35 89
AddPlayer 365948369 5 51
AddPlayer 505913687 36 30
AddPlayer 1802205426 18 19
AddPlayer 1404055083 25 5
AddPlayer 652888722 25 77
AddPlayer 790264321 5 5
AddPlayer 944662250 1503419803 88
AddPlayer 729317913 676702089 90
AddPlayer 232000513 25 68
AddPlayer 1921858363 13 49
AddPlayer 1396111470 1 4
AddPlayer 1744528220 28 77
AddPlayer 437270355 18 38
AddPlayer 401579695 36 30
AddPlayer 1417393742 16 82
AddPlayer 2102390495 27 59
AddPlayer 0 4 30
AddPlayer 2076899140 34 59
AddPlayer 1940609950 28 4
AddPlayer 490224301 29 82
AddPlayer 0 11 69
AddPlayer 1404055083 16 79
AddPlayer 1979416367 36 -2
AddPlayer 1550237005 3 44
AddPlayer 1559590884 4 19
AddPlayer 1490143832 22 64
AddPlayer 2093845385 13 77
AddPlayer 2127868916 15 2
AddPlayer 2001919440 2 28
AddPlayer 952245837 22 67
AddPlayer 1641082168 16 70
AddPlayer 242970560 22 22
AddPlayer 9723296 9 38
AddPlayer 88990396 23 61
AddPlayer 1339052832 13 56
ChangePlayerIDScore 249527108 9
AddPlayer 1628671663 32 29
AddPlayer 1489386026 6 24
AddPlayer 1783891080 25 15
AddPlayer 809398405 33 1218483202
AddPlayer 1158020044 18 38
AddPlayer 92313153 4 57
AddPlayer 1585594647 7 41
AddPlayer 962692464 8 11
AddPlayer 249527108 2 28
AddPlayer 941054014 17 89
AddPlayer 823479693 27 -6
AddPlayer 1021698792 4 79
AddPlayer 88154845 16 43
AddPlayer 783824590 13 62
AddPlayer 934842947 10 73
AddPlayer 783824590 33 40
AddPlayer 1926717469 9 80
AddPlayer 373230985 13 91
AddPlayer 884125227 33 86
AddPlayer 242970560 4 33
AddPlayer 1432160972 4 55
AddPlayer 1926717469 31 46
AddPlayer 368074614 13 57
AddPlayer 256765430 19 49
AddPlayer 1339052832 27 17
ChangePlayerIDScore 1628671663 1
AddPlayer 1555689108 19 60
AddPlayer 1628671663 24 53
AddPlayer 109823713 30 16
AddPlayer 613307329 20 79
GetPercentOfPlayersWithScoreInBounds -7 9 0 0
